"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.251324352E1,-4.989078140E1,1.096982956E-1,-1.346559906E1
3.252335664E1,-4.981292343E1,2.540807724E-1,-1.338781738E1
3.253345701E1,-4.956887817E1,1.214942932E-1,-1.310430908E1
3.254355972E1,-4.962907410E1,-7.570743561E-2,-1.308740234E1
3.255366440E1,-4.981910706E1,2.161979675E-2,-1.297078705E1
3.256377336E1,-5.016487122E1,-6.497859955E-2,-1.277938843E1
3.257316914E1,-5.062499237E1,-8.647918701E-2,-1.245304108E1
3.258312211E1,-5.064702988E1,-2.470989227E-1,-1.235951233E1
3.259312211E1,-5.097474670E1,-3.512382507E-1,-1.205390167E1
3.260312211E1,-5.143511200E1,-4.603261948E-1,-1.188134003E1
3.261312211E1,-5.191430664E1,-5.525369644E-1,-1.170848083E1
3.262312211E1,-5.243372345E1,-7.180452347E-1,-1.138365173E1
3.263312216E1,-5.306723785E1,-8.182344437E-1,-1.096204376E1
3.264312211E1,-5.341544724E1,-9.768276215E-1,-1.056158447E1
3.265312216E1,-5.376403046E1,-1.275537491E0,-1.041099548E1
3.266312217E1,-5.435939026E1,-1.339144707E0,-9.912765503E0
3.267312216E1,-5.495240784E1,-1.488126755E0,-9.950027466E0
3.268312216E1,-5.535593414E1,-1.525201321E0,-9.566879272E0
3.269312217E1,-5.566700745E1,-1.822829247E0,-9.321014404E0
3.270312216E1,-5.589661407E1,-1.833192348E0,-9.224639893E0
3.271312216E1,-5.594016647E1,-2.206409454E0,-9.229087830E0
3.272312206E1,-5.619475555E1,-2.659506798E0,-9.214462280E0
3.273312753E1,-5.639070511E1,-2.916730404E0,-8.987716675E0
3.274314597E1,-5.658201599E1,-2.977766991E0,-9.025756836E0
3.275328857E1,-5.687105179E1,-3.079828739E0,-8.796646118E0
3.276341050E1,-5.704752731E1,-3.388322353E0,-8.742408752E0
3.277350352E1,-5.789039612E1,-3.566953659E0,-8.549842834E0
3.278361316E1,-5.840955353E1,-3.732240677E0,-8.263183594E0
3.279371670E1,-5.908416748E1,-4.133651733E0,-8.055091858E0
3.280381883E1,-5.983138275E1,-4.255554676E0,-7.785919189E0
3.281312216E1,-6.050562668E1,-4.534322262E0,-7.366348267E0
3.282312222E1,-6.127796936E1,-4.976758480E0,-6.891105652E0
3.283312222E1,-6.197373199E1,-5.433176517E0,-6.492736816E0
3.284312217E1,-6.295325851E1,-5.690077782E0,-5.995124817E0
3.285312216E1,-6.351623917E1,-6.106491089E0,-5.406013489E0
3.286312211E1,-6.436476135E1,-6.656925201E0,-5.179885864E0
3.287312211E1,-6.515399933E1,-6.941040516E0,-4.683502197E0
3.288312211E1,-6.630410004E1,-7.081991673E0,-4.088218689E0
3.289312211E1,-6.726171875E1,-7.160910606E0,-3.626663208E0
3.290312211E1,-6.822048950E1,-7.328190327E0,-3.185295105E0
3.291312211E1,-6.919564056E1,-7.354179859E0,-2.837516785E0
3.292312206E1,-7.010026550E1,-7.678920746E0,-2.283843994E0
3.293312206E1,-7.096221924E1,-7.771003723E0,-1.899246216E0
3.294312217E1,-7.199900055E1,-7.890572548E0,-1.094276428E0
3.295312216E1,-7.276415253E1,-7.820093155E0,-5.745010376E-1
3.296312211E1,-7.351522827E1,-8.154992104E0,-1.934432983E-1
3.297315941E1,-7.453510284E1,-8.555193901E0,3.216552734E-1
3.298332722E1,-7.518666840E1,-8.602895737E0,7.058258057E-1
3.299334680E1,-7.630001831E1,-8.813322067E0,1.357330322E0
3.300343685E1,-7.720179749E1,-9.048262596E0,1.683074951E0
3.301354888E1,-7.823664856E1,-9.131226540E0,2.278541565E0
3.302366716E1,-7.890664673E1,-9.109299660E0,2.720924377E0
3.303376357E1,-8.007493591E1,-9.127982140E0,3.451423645E0
3.304386331E1,-8.080191803E1,-9.090814590E0,3.894264221E0
3.305312217E1,-8.145361328E1,-9.156100273E0,4.259132385E0
3.306312216E1,-8.256567383E1,-9.365419388E0,4.719779968E0
3.307312211E1,-8.344837189E1,-9.599542618E0,5.045444489E0
3.308312227E1,-8.425014496E1,-9.424531937E0,5.566696167E0
3.309312217E1,-8.505305481E1,-9.477667809E0,5.760639191E0
3.310312216E1,-8.602833557E1,-9.486294746E0,6.165893555E0
3.311312216E1,-8.667976379E1,-9.603778839E0,6.377414703E0
3.312312217E1,-8.754250336E1,-9.661579132E0,6.953308105E0
3.313312216E1,-8.839945221E1,-9.434831619E0,7.284599304E0
3.314312216E1,-8.906958008E1,-9.447962761E0,7.669288635E0
3.315312216E1,-8.970027924E1,-9.248674393E0,8.323650360E0
3.316312217E1,-9.048502350E1,-9.284293175E0,8.689506531E0
3.317312216E1,-9.115270996E1,-9.103117943E0,9.133865356E0
3.318312216E1,-9.166827393E1,-9.055629730E0,9.346809387E0
3.319312217E1,-9.237204742E1,-8.926738739E0,9.370784760E0
3.320313034E1,-9.304075623E1,-8.903706551E0,9.622310638E0
3.321319571E1,-9.355825043E1,-8.910296440E0,1.000637054E1
3.322328164E1,-9.394065094E1,-8.700160027E0,1.062153625E1
3.323339263E1,-9.439793396E1,-8.596915245E0,1.079673386E1
3.324348977E1,-9.483705139E1,-8.458680153E0,1.118223190E1
3.325359326E1,-9.539373779E1,-8.485263824E0,1.168074036E1
3.326370092E1,-9.583335114E1,-8.487257004E0,1.183545685E1
3.327380821E1,-9.642703247E1,-8.462060928E0,1.227752686E1
3.328312206E1,-9.650117493E1,-8.253772736E0,1.241407394E1
3.329312211E1,-9.682695770E1,-8.321306229E0,1.251018143E1
3.330312222E1,-9.745581818E1,-8.365093231E0,1.235987473E1
3.331312211E1,-9.763204193E1,-8.620946884E0,1.249111176E1
3.332312232E1,-9.769198608E1,-8.695614815E0,1.273858261E1
3.333312211E1,-9.771054840E1,-8.713462830E0,1.262392807E1
3.334312227E1,-9.803968811E1,-8.853765488E0,1.306269836E1
3.335312216E1,-9.804315948E1,-9.014010429E0,1.323249435E1
3.336312222E1,-9.848599243E1,-9.176027298E0,1.351883316E1
3.337312211E1,-9.881216431E1,-9.191473961E0,1.378737259E1
3.338312216E1,-9.904228973E1,-9.202279091E0,1.396009064E1
3.339312216E1,-9.911837006E1,-9.030596733E0,1.430614090E1
3.340312211E1,-9.930903625E1,-9.073607445E0,1.421105957E1
3.341312217E1,-9.942327118E1,-8.973452568E0,1.440370560E1
3.342312206E1,-9.932644653E1,-8.968148232E0,1.419337082E1
3.343312216E1,-9.944195557E1,-9.008884430E0,1.426974869E1
3.344315357E1,-9.942262268E1,-8.955426216E0,1.434667206E1
3.345321076E1,-9.942378235E1,-8.991368294E0,1.444166183E1
3.346332763E1,-9.931136322E1,-9.093071938E0,1.451621628E1
3.347342529E1,-9.953929138E1,-9.049577713E0,1.447964859E1
3.348352810E1,-9.950087738E1,-9.012774467E0,1.451810074E1
3.349365305E1,-9.959704590E1,-9.104891777E0,1.444105530E1
3.350374414E1,-9.980578613E1,-8.885738373E0,1.476922989E1
3.351385451E1,-9.959527588E1,-8.718934059E0,1.501845169E1
3.352312211E1,-9.953868103E1,-8.734507561E0,1.507525253E1
3.353312216E1,-9.919228363E1,-8.525044441E0,1.505716324E1
3.354312216E1,-9.899969482E1,-8.358062744E0,1.513469315E1
3.355312217E1,-9.867430115E1,-8.273386955E0,1.513423157E1
3.356312222E1,-9.878916931E1,-8.331043243E0,1.507678986E1
3.357312211E1,-9.867507172E1,-8.343943596E0,1.509518433E1
3.358312211E1,-9.825325775E1,-8.201876640E0,1.505681610E1
3.359312217E1,-9.829114532E1,-8.290656090E0,1.482685089E1
3.360312216E1,-9.842457581E1,-8.331213951E0,1.473153687E1
3.361312211E1,-9.884753418E1,-8.631534576E0,1.459616089E1
3.362312211E1,-9.907868195E1,-8.765537262E0,1.465282822E1
3.363312216E1,-9.940792847E1,-9.098155022E0,1.468838882E1
3.364312211E1,-9.952253723E1,-9.085697174E0,1.474633789E1
3.365312216E1,-9.971089172E1,-8.969458580E0,1.465323257E1
3.366312211E1,-9.990309143E1,-9.223474503E0,1.432649231E1
3.367312216E1,-9.967347717E1,-9.213110924E0,1.423011780E1
3.368312118E1,-9.932707214E1,-9.143432617E0,1.390490341E1
3.369325727E1,-9.882597351E1,-8.855766296E0,1.373437500E1
3.370337357E1,-9.855433655E1,-8.718137741E0,1.333401108E1
3.371348394E1,-9.812864685E1,-8.502859116E0,1.287663651E1
3.372359216E1,-9.772641754E1,-8.466891289E0,1.268434525E1
3.373368513E1,-9.719190979E1,-8.496198654E0,1.252879715E1
3.374378826E1,-9.679148102E1,-8.584091187E0,1.233497238E1
3.375312216E1,-9.657966614E1,-8.555966377E0,1.208621216E1
3.376312216E1,-9.636901855E1,-8.441472054E0,1.220117569E1
3.377312217E1,-9.627490234E1,-8.525856018E0,1.219968414E1
3.378312216E1,-9.593159485E1,-8.493778229E0,1.225574112E1
3.379312211E1,-9.566523743E1,-8.570363045E0,1.217720032E1
3.380312211E1,-9.531971741E1,-8.658717155E0,1.164006805E1
3.381312216E1,-9.518807983E1,-8.829384804E0,1.154189301E1
3.382312222E1,-9.491748047E1,-8.727587700E0,1.121743011E1
3.383312222E1,-9.470668793E1,-8.770239830E0,1.096779251E1
3.384312222E1,-9.405497742E1,-8.827265739E0,1.033419418E1
3.385312222E1,-9.328944397E1,-8.879940987E0,9.795547485E0
3.386312216E1,-9.253007507E1,-9.304860115E0,9.366809845E0
3.387312217E1,-9.159938049E1,-9.652862549E0,9.148181915E0
3.388312216E1,-9.075985718E1,-9.704257965E0,8.952762604E0
3.389312206E1,-8.970979309E1,-9.763581276E0,8.622657776E0
3.390312222E1,-8.869918823E1,-9.843118668E0,8.445178986E0
3.391315180E1,-8.783850861E1,-9.891926765E0,7.944313049E0
3.392316404E1,-8.705788422E1,-1.013941765E1,7.574947357E0
3.393330263E1,-8.665563965E1,-1.017334175E1,7.229095459E0
3.394341029E1,-8.579099274E1,-9.834311485E0,6.981166840E0
3.395351847E1,-8.519345093E1,-9.611565590E0,6.503997803E0
3.396362024E1,-8.458185577E1,-9.636940002E0,6.233619690E0
3.397373092E1,-8.372078705E1,-9.667943001E0,5.713886261E0
3.398383295E1,-8.333814240E1,-9.755546570E0,5.329280853E0
3.399312211E1,-8.242267609E1,-9.838950157E0,5.114021301E0
3.400312216E1,-8.169633484E1,-9.841725349E0,4.843391418E0
3.401312216E1,-8.075984192E1,-9.992545128E0,4.188209534E0
3.402312222E1,-8.005089569E1,-1.009953785E1,3.439201355E0
3.403312216E1,-7.928393555E1,-1.009857655E1,2.805786133E0
3.404312216E1,-7.855502319E1,-1.001177311E1,2.345397949E0
3.405312217E1,-7.807389069E1,-9.917902946E0,1.886253357E0
3.406312211E1,-7.684567261E1,-9.667294502E0,1.253799438E0
3.407312216E1,-7.607603455E1,-9.384439468E0,8.338394165E-1
3.408312211E1,-7.496552277E1,-9.228866577E0,4.870452881E-1
3.409312211E1,-7.387474060E1,-9.039718628E0,3.125381470E-1
3.410312211E1,-7.329692841E1,-8.853289604E0,-1.459045410E-1
3.411312216E1,-7.243072510E1,-8.495458603E0,-5.844726562E-1
3.412312222E1,-7.131995392E1,-8.357137680E0,-1.007827759E0
3.413312211E1,-7.020854187E1,-8.183318138E0,-1.449829102E0
3.414312211E1,-6.934479523E1,-7.862535477E0,-1.602546692E0
3.415314664E1,-6.830970001E1,-7.744404793E0,-2.159408569E0
3.416323618E1,-6.776760101E1,-7.417723656E0,-2.673194885E0
3.417334248E1,-6.710998535E1,-7.032833099E0,-3.224967957E0
3.418345222E1,-6.601855469E1,-6.878077984E0,-3.571678162E0
3.419356326E1,-6.521191406E1,-6.681949139E0,-4.011978149E0
3.420366638E1,-6.436569214E1,-6.395603180E0,-4.470428467E0
3.421377664E1,-6.357117844E1,-5.792436123E0,-5.058288574E0
3.422317290E1,-6.291420746E1,-5.495464325E0,-5.706588745E0
3.423312217E1,-6.227671051E1,-5.147222519E0,-6.182380676E0
3.424312211E1,-6.144802856E1,-4.755527496E0,-6.639434814E0
3.425312216E1,-6.058158112E1,-4.275163651E0,-6.847434998E0
3.426312216E1,-5.977172089E1,-3.866591930E0,-7.304191589E0
3.427312217E1,-5.900479507E1,-3.603533268E0,-7.361747742E0
3.428312222E1,-5.852227020E1,-3.211403370E0,-7.378196716E0
3.429312216E1,-5.792872238E1,-3.184290886E0,-7.686004639E0
3.430312222E1,-5.762099457E1,-3.099216461E0,-7.896331787E0
3.431312216E1,-5.708391571E1,-2.969053745E0,-8.088073730E0
3.432312222E1,-5.679487610E1,-2.884464741E0,-8.355575562E0
3.433312211E1,-5.648572540E1,-2.763227463E0,-8.699058533E0
3.434312211E1,-5.631066895E1,-2.508369923E0,-8.658523560E0
3.435312216E1,-5.617093658E1,-2.165348053E0,-8.845764160E0
3.436312216E1,-5.568645477E1,-1.911343575E0,-9.455619812E0
3.437312217E1,-5.535579681E1,-1.525089741E0,-9.585952759E0
3.438314342E1,-5.479835510E1,-1.323111057E0,-9.815071106E0
3.439320904E1,-5.448753357E1,-1.060650826E0,-1.009954834E1
3.440324899E1,-5.406121063E1,-7.050342560E-1,-1.034523010E1
3.441339321E1,-5.367613220E1,-5.808582306E-1,-1.063177490E1
3.442349649E1,-5.323341751E1,-4.888448715E-1,-1.105258942E1
3.443362170E1,-5.258107758E1,-4.579524994E-1,-1.158966064E1
3.444372019E1,-5.250488281E1,-4.722661972E-1,-1.160928345E1
3.445382263E1,-5.220036697E1,-5.646886826E-1,-1.172637177E1
3.446312216E1,-5.187600708E1,-5.507907867E-1,-1.172770691E1
3.447312216E1,-5.177931976E1,-4.931774139E-1,-1.180378723E1
3.448312222E1,-5.134226990E1,-6.681280136E-1,-1.196069336E1
3.449312211E1,-5.094210052E1,-7.212953568E-1,-1.203956604E1
3.450312206E1,-5.050132751E1,-6.484136581E-1,-1.221249390E1
3.451312211E1,-5.025354004E1,-6.904268265E-1,-1.229051971E1
3.452312222E1,-4.998075104E1,-4.120168686E-1,-1.255552673E1
3.453312216E1,-4.984217453E1,-1.398830414E-1,-1.272455597E1
3.454312216E1,-4.963023376E1,-5.922794342E-2,-1.287722778E1
3.455312217E1,-4.911506271E1,-1.245212555E-1,-1.307130432E1
3.456312216E1,-4.899761963E1,-1.223278046E-2,-1.328040314E1
3.457312211E1,-4.912963486E1,7.073783875E-2,-1.331692505E1
3.458312216E1,-4.922336578E1,2.078733444E-1,-1.325752258E1
3.459312211E1,-4.924116516E1,3.130006790E-1,-1.321795654E1
3.460312211E1,-4.907008743E1,2.848587036E-1,-1.320001984E1
3.461312216E1,-4.920827484E1,-2.188968658E-2,-1.316502380E1
3.462315727E1,-4.939778137E1,-2.895832062E-2,-1.335509491E1
3.463322519E1,-4.973801041E1,1.862430573E-1,-1.333174133E1
3.464333649E1,-4.985506439E1,7.428646088E-2,-1.317990112E1
3.465344055E1,-4.987608337E1,5.433654785E-2,-1.293193054E1
3.466354123E1,-4.987865829E1,-8.766078949E-2,-1.285734558E1
3.467366711E1,-5.022326660E1,-5.095195770E-2,-1.256898499E1
3.468377071E1,-5.074164581E1,-2.330484390E-1,-1.243523407E1
3.469386586E1,-5.076047516E1,-1.637525558E-1,-1.231976318E1
3.470312216E1,-5.089764404E1,-2.948846817E-1,-1.205355072E1
3.471312216E1,-5.091776657E1,-2.266950607E-1,-1.174722290E1
3.472312227E1,-5.126353455E1,-2.608747482E-1,-1.144065857E1
3.473312217E1,-5.118643188E1,-3.093605042E-1,-1.167066193E1
3.474312216E1,-5.166921997E1,-6.492929459E-1,-1.150086975E1
3.475312216E1,-5.176667786E1,-7.774629593E-1,-1.146383667E1
3.476312211E1,-5.169409180E1,-9.346590042E-1,-1.125618744E1
3.477312217E1,-5.222846222E1,-9.401865005E-1,-1.119650269E1
3.478312222E1,-5.259046936E1,-9.203300476E-1,-1.119456482E1
3.479312211E1,-5.290152740E1,-1.340270042E0,-1.121743774E1
3.480312217E1,-5.326778030E1,-1.533741951E0,-1.104636383E1
3.481312211E1,-5.370792389E1,-1.483757973E0,-1.070013428E1
3.482312216E1,-5.414690399E1,-1.397832394E0,-1.044889069E1
3.483312211E1,-5.462917709E1,-1.702375412E0,-1.027866364E1
3.484312217E1,-5.485852814E1,-1.660098076E0,-1.010528564E1
3.485312201E1,-5.490132523E1,-1.875392914E0,-9.878730774E0
3.486319258E1,-5.513364410E1,-1.923025608E0,-9.458343506E0
3.487327029E1,-5.557494354E1,-1.961402893E0,-9.132293701E0
3.488337790E1,-5.578650665E1,-1.954360485E0,-8.844924927E0
3.489348440E1,-5.630797577E1,-2.261423588E0,-8.521850586E0
3.490358649E1,-5.640826797E1,-2.479392529E0,-8.256889343E0
3.491370045E1,-5.661995316E1,-2.542353153E0,-8.103996277E0
3.492381519E1,-5.696982193E1,-2.929534912E0,-7.954498291E0
3.493312216E1,-5.747195435E1,-3.235559464E0,-7.669677734E0
3.494312217E1,-5.814656067E1,-3.724336624E0,-7.653541565E0
3.495312211E1,-5.864830017E1,-4.047502518E0,-7.464370728E0
3.496312222E1,-5.932009125E1,-4.271749020E0,-7.292259216E0
3.497312216E1,-6.008778763E1,-4.622837067E0,-7.312141418E0
3.498312217E1,-6.081707001E1,-4.902176380E0,-7.216789246E0
3.499312216E1,-6.168132782E1,-5.258347511E0,-7.064506531E0
3.500312211E1,-6.250255585E1,-5.189324856E0,-6.716262817E0
3.501312201E1,-6.319254303E1,-5.221409798E0,-6.255371094E0
3.502312222E1,-6.373426056E1,-5.477866650E0,-5.645278931E0
3.503312211E1,-6.462057495E1,-5.819926739E0,-5.015563965E0
3.504312216E1,-6.543108368E1,-6.263998032E0,-4.540161133E0
3.505312211E1,-6.620368958E1,-6.619289875E0,-3.834793091E0
3.506312211E1,-6.723916626E1,-6.825118065E0,-3.412628174E0
3.507312216E1,-6.777832031E1,-6.939577579E0,-2.877120972E0
3.508312211E1,-6.885851288E1,-7.554564476E0,-2.364418030E0
3.509315951E1,-6.995354462E1,-7.904621124E0,-1.905601501E0
3.510324852E1,-7.102809143E1,-8.095385551E0,-1.311294556E0
3.511331722E1,-7.192884827E1,-8.224603653E0,-9.078903198E-1
3.512342451E1,-7.307701111E1,-8.294002533E0,-4.453277588E-1
3.513352982E1,-7.403424835E1,-8.320170403E0,7.414245605E-2
3.514363581E1,-7.476586914E1,-8.514135361E0,7.049865723E-1
3.515374477E1,-7.599460602E1,-8.695293427E0,1.567344666E0
3.516384612E1,-7.700766754E1,-8.687750816E0,1.953887939E0
3.517312216E1,-7.773992157E1,-8.969635010E0,2.488204956E0
3.518312216E1,-7.867704010E1,-9.063991547E0,2.701347351E0
3.519312217E1,-7.952146149E1,-9.209004402E0,3.199722290E0
3.520312211E1,-8.032360840E1,-9.139164925E0,3.547889709E0
3.521312216E1,-8.113346863E1,-9.565209389E0,3.966255188E0
3.522312216E1,-8.237664032E1,-9.655838013E0,4.333564758E0
3.523312222E1,-8.331195068E1,-9.661280632E0,4.471458435E0
3.524312222E1,-8.390769196E1,-9.795112610E0,4.873382568E0
3.525312211E1,-8.493957520E1,-9.770692825E0,5.260223389E0
3.526312211E1,-8.568524933E1,-9.751482964E0,5.607494354E0
3.527312201E1,-8.650376892E1,-9.592772484E0,5.746894836E0
3.528312216E1,-8.723127747E1,-9.556046486E0,6.266075134E0
3.529312216E1,-8.793313599E1,-9.180871964E0,6.541233063E0
3.530312227E1,-8.820079041E1,-9.087921143E0,6.849021912E0
3.531312216E1,-8.862377930E1,-9.091197968E0,7.366287231E0
3.532312216E1,-8.948124695E1,-8.829947472E0,7.850700378E0
3.533317607E1,-9.014919281E1,-8.771304131E0,8.064495087E0
3.534325029E1,-9.076053619E1,-8.728236198E0,8.335090637E0
3.535337378E1,-9.152902222E1,-8.905256271E0,8.813625336E0
3.536347670E1,-9.198798370E1,-8.890814781E0,9.044982910E0
3.537357566E1,-9.259855652E1,-8.759716988E0,9.393020630E0
3.538368618E1,-9.330672455E1,-8.721952438E0,9.873950958E0
3.539379060E1,-9.410951996E1,-8.652666092E0,1.031754303E1
3.540312216E1,-9.466632080E1,-8.766725540E0,1.064318466E1
3.541312217E1,-9.487840271E1,-8.795071602E0,1.093011475E1
3.542312211E1,-9.526400757E1,-8.867270470E0,1.140817261E1
3.543312211E1,-9.545354462E1,-8.612242699E0,1.179396439E1
3.544312222E1,-9.583874512E1,-8.823894501E0,1.190763855E1
3.545312222E1,-9.624059296E1,-8.789638519E0,1.219623566E1
3.546312216E1,-9.660517883E1,-8.876832962E0,1.234954071E1
3.547312211E1,-9.677728271E1,-8.901995659E0,1.236911774E1
3.548312222E1,-9.712213135E1,-9.022766113E0,1.235013199E1
3.549312216E1,-9.745036316E1,-9.197240829E0,1.257852173E1
3.550312222E1,-9.787219238E1,-9.216996193E0,1.288562393E1
3.551312217E1,-9.827929688E1,-9.624103546E0,1.299696350E1
3.552312211E1,-9.837896729E1,-9.631841660E0,1.362718201E1
3.553312216E1,-9.840203857E1,-9.810819626E0,1.383500671E1
3.554312216E1,-9.851857758E1,-9.904860497E0,1.394889450E1
3.555312222E1,-9.873104858E1,-9.933538437E0,1.429308319E1
3.556312586E1,-9.865666962E1,-9.914454460E0,1.461744308E1
3.557320560E1,-9.890304565E1,-9.696493149E0,1.486943054E1
3.558326305E1,-9.905325317E1,-9.526200294E0,1.489133835E1
3.559340836E1,-9.900994873E1,-9.153204918E0,1.493395996E1
3.560351029E1,-9.915950012E1,-8.999831200E0,1.482205200E1
3.561362211E1,-9.904283905E1,-8.853260994E0,1.480424881E1
3.562372706E1,-9.915449524E1,-8.628581047E0,1.488391495E1
3.563384935E1,-9.920942688E1,-8.489257812E0,1.484773636E1
3.564312216E1,-9.930444336E1,-8.440593719E0,1.490604401E1
3.565312216E1,-9.945772552E1,-8.482633591E0,1.492531967E1
3.566312222E1,-9.934247589E1,-8.407172203E0,1.496389771E1
3.567312216E1,-9.963035583E1,-8.438345909E0,1.517480087E1
3.568312211E1,-9.972806549E1,-8.619155884E0,1.513483047E1
3.569312217E1,-1.000539627E2,-8.756692886E0,1.509646225E1
3.570312211E1,-1.001108322E2,-8.619028091E0,1.534656525E1
3.571312211E1,-1.000352783E2,-8.703787804E0,1.526881027E1
3.572312227E1,-9.980400848E1,-8.534728050E0,1.526984024E1
3.573312217E1,-9.961088562E1,-8.419723511E0,1.515585327E1
3.574312216E1,-9.961192322E1,-8.455554962E0,1.523175812E1
3.575312216E1,-9.932455444E1,-8.477242470E0,1.498202515E1
3.576312217E1,-9.926499939E1,-8.333013535E0,1.494537354E1
3.577312217E1,-9.909353638E1,-8.273458481E0,1.509800720E1
3.578312216E1,-9.911248016E1,-8.379003525E0,1.484865570E1
3.579312206E1,-9.903692627E1,-8.481236458E0,1.473250961E1
3.580319066E1,-9.924795532E1,-8.665955544E0,1.452124023E1
3.581323873E1,-9.919468689E1,-8.981449127E0,1.442162704E1
3.582334378E1,-9.909722137E1,-8.975591660E0,1.411586380E1
3.583346654E1,-9.894470215E1,-9.039054871E0,1.398075867E1
3.584356821E1,-9.877439117E1,-9.172698975E0,1.388286591E1
3.585366196E1,-9.858164978E1,-9.197811127E0,1.351901245E1
3.586378326E1,-9.814266968E1,-9.283736229E0,1.326777267E1
3.587316888E1,-9.777576447E1,-9.089711189E0,1.300127029E1
3.588312216E1,-9.729786682E1,-9.016079903E0,1.298087311E1
3.589312222E1,-9.704377747E1,-8.703209877E0,1.273546600E1
3.590312216E1,-9.671826172E1,-8.653370857E0,1.263913727E1
3.591312217E1,-9.658379364E1,-8.611927986E0,1.258176804E1
3.592312216E1,-9.621907806E1,-8.594514847E0,1.225581741E1
3.593312211E1,-9.593351746E1,-8.600278854E0,1.231167221E1
3.594312222E1,-9.562799072E1,-8.552030563E0,1.234902191E1
3.595312211E1,-9.543717957E1,-8.631221771E0,1.215628052E1
3.596312216E1,-9.516926575E1,-8.723951340E0,1.181032181E1
3.597312211E1,-9.486565399E1,-8.852094650E0,1.175004959E1
3.598312211E1,-9.452233124E1,-8.942329407E0,1.153737640E1
3.599312222E1,-9.408360291E1,-9.063422203E0,1.124752808E1
3.600312211E1,-9.364604187E1,-9.185510635E0,1.112944794E1
3.601312217E1,-9.318887329E1,-9.446125031E0,1.062782288E1
3.602312206E1,-9.257775879E1,-9.734038353E0,9.857929230E0
3.603312352E1,-9.188894653E1,-9.650529861E0,9.683982849E0
3.604314138E1,-9.108705139E1,-9.738063812E0,9.335597992E0
3.605328420E1,-9.045276642E1,-9.619738579E0,8.837867737E0
3.606338951E1,-8.969005585E1,-9.867051125E0,8.296810150E0
3.607349977E1,-8.902185059E1,-9.942945480E0,8.006454468E0
3.608360956E1,-8.834811401E1,-9.804405212E0,7.356101990E0
3.609372774E1,-8.754043579E1,-9.589918137E0,6.801506042E0
3.610381399E1,-8.681114960E1,-9.310579300E0,6.706157684E0
3.611312211E1,-8.637330627E1,-9.642124176E0,6.089218140E0
3.612312217E1,-8.585324097E1,-9.493535995E0,5.630573273E0
3.613312211E1,-8.514495850E1,-9.426350594E0,5.360900879E0
3.614312216E1,-8.426327515E1,-9.297950745E0,4.957576752E0
3.615312206E1,-8.336277008E1,-9.221373558E0,4.477172852E0
3.616312222E1,-8.248379517E1,-9.182662964E0,4.282691956E0
3.617312211E1,-8.194812775E1,-9.176029205E0,4.032150269E0
3.618312222E1,-8.103097534E1,-9.292941093E0,3.491996765E0
3.619312217E1,-8.032204437E1,-9.277622223E0,3.011718750E0
3.620312216E1,-7.946176147E1,-9.221922874E0,2.798454285E0
3.621312211E1,-7.822012329E1,-9.272407532E0,2.353050232E0
3.622312216E1,-7.739464569E1,-9.163048744E0,1.758888245E0
3.623312206E1,-7.651309967E1,-9.034758568E0,1.374649048E0
3.624312216E1,-7.574589539E1,-8.928736687E0,9.334106445E-1
3.625312211E1,-7.451844788E1,-8.713738441E0,3.386917114E-1
3.626312217E1,-7.369310760E1,-8.569542885E0,-1.596069336E-1
3.627313482E1,-7.223555756E1,-8.134061813E0,-4.663543701E-1
3.628321904E1,-7.152687073E1,-8.206329346E0,-1.100410461E0
3.629333175E1,-7.081278229E1,-7.976908207E0,-1.883422852E0
3.630344977E1,-7.000614166E1,-7.710886955E0,-2.170166016E0
3.631354633E1,-6.916145325E1,-7.618072510E0,-2.821884155E0
3.632365055E1,-6.819906616E1,-7.395275593E0,-3.682479858E0
3.633376029E1,-6.748756409E1,-7.115647316E0,-3.968605042E0
3.634386425E1,-6.662252045E1,-6.863651276E0,-4.465744019E0
3.635312211E1,-6.600628662E1,-6.675365448E0,-4.962516785E0
3.636312211E1,-6.498539734E1,-6.134493828E0,-5.323173523E0
3.637312217E1,-6.408283997E1,-5.811523438E0,-5.571479797E0
3.638312211E1,-6.316004181E1,-5.504212379E0,-6.030021667E0
3.639312222E1,-6.236965561E1,-5.079317093E0,-6.391052246E0
3.640312211E1,-6.179288101E1,-4.823880196E0,-6.543251038E0
3.641312217E1,-6.113990402E1,-4.670122623E0,-6.907020569E0
3.642312211E1,-6.058117676E1,-4.379672050E0,-7.135040283E0
3.643312211E1,-5.987211609E1,-4.311823368E0,-7.519226074E0
3.644312222E1,-5.954505157E1,-4.173290730E0,-7.652626038E0
3.645312201E1,-5.918046570E1,-4.121042252E0,-7.882713318E0
3.646312216E1,-5.860331345E1,-3.777907848E0,-7.900215149E0
3.647312211E1,-5.827252197E1,-3.409016609E0,-8.088020325E0
3.648312211E1,-5.783148575E1,-3.353387356E0,-8.337509155E0
3.649312216E1,-5.740760040E1,-3.174604416E0,-8.604461670E0
3.650312190E1,-5.700305939E1,-2.961913586E0,-8.756385803E0
3.651320019E1,-5.678714371E1,-2.545839787E0,-8.771293640E0
3.652323112E1,-5.624697876E1,-2.273237228E0,-9.113967896E0
3.653337633E1,-5.595537567E1,-1.994231701E0,-9.340888977E0
