"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.156978650E-1,6.804093719E-4,2.228736877E-3,-1.027904153E-1
1.208524480E-1,-2.018593252E-3,4.331588745E-3,-7.510714233E-2
1.260070310E-1,-1.367837191E-2,-4.941940308E-3,-5.269576609E-2
1.311616150E-1,-1.230549812E-2,-1.484584808E-2,-1.932203770E-2
1.363161980E-1,-3.148524463E-2,-7.267951965E-3,2.591758966E-2
1.414707810E-1,-4.403477907E-2,-2.055644989E-2,3.146877885E-2
1.466158850E-1,-3.789769858E-2,-5.903244019E-3,4.247647524E-2
1.516695310E-1,-3.663114458E-2,1.607036591E-2,3.255605698E-2
1.567230730E-1,-3.423465043E-2,3.254127502E-2,1.287275553E-2
1.617766670E-1,-4.812178016E-2,2.496719360E-3,-1.045244932E-2
1.668302600E-1,-3.498752415E-2,1.235961914E-3,-1.091074944E-2
1.718839060E-1,-2.687354386E-2,5.782127380E-3,-1.711001992E-2
1.769375000E-1,-2.480353415E-2,1.708316803E-2,4.648774862E-3
1.819910420E-1,-1.005561650E-2,1.184749603E-2,1.291039586E-2
1.870446880E-1,-7.477179170E-3,6.803512573E-3,1.519742608E-2
1.920982810E-1,-1.480311155E-3,8.886337280E-3,1.601743698E-2
1.971518230E-1,7.878988981E-4,9.749412537E-3,-5.107313395E-3
2.022054170E-1,-8.612364531E-3,4.804611206E-3,-3.159800172E-2
2.072590630E-1,-1.083151996E-2,1.172065735E-3,-4.910305142E-2
2.123126040E-1,2.228289843E-3,-8.160591125E-3,-6.735886633E-2
2.173662500E-1,-8.322879672E-3,-2.118110657E-3,-5.941942334E-2
2.224198440E-1,3.760069609E-3,6.084442139E-3,-6.804299355E-2
2.274733850E-1,2.768665552E-3,-2.239227295E-3,-6.813944876E-2
2.325269790E-1,-3.916472197E-3,1.412963867E-2,-6.932897866E-2
2.375806250E-1,3.595009446E-3,3.260612488E-3,-5.879715085E-2
2.426342190E-1,1.679974794E-2,-5.001068115E-3,-7.657907903E-2
2.476878130E-1,3.316820413E-2,-8.391380310E-3,-9.982854128E-2
2.527414060E-1,3.041028976E-2,-5.865097046E-3,-1.260448694E-1
2.577950000E-1,3.588693589E-2,-1.626300812E-2,-1.201848984E-1
2.628485940E-1,5.990073085E-2,-1.824092865E-2,-1.216171458E-1
2.679021880E-1,3.989610821E-2,-9.650230408E-3,-9.747989476E-2
2.729557810E-1,3.075280786E-2,1.514434814E-2,-9.038354456E-2
2.780093750E-1,1.837635040E-2,1.130390167E-2,-7.193045318E-2
2.830629690E-1,1.665180922E-2,-6.517410278E-3,-4.221747816E-2
2.881165630E-1,6.715491414E-3,6.511688232E-3,-3.664198518E-2
2.931701560E-1,4.833415151E-4,-7.698059082E-3,-2.188405395E-2
2.982237500E-1,7.224880159E-3,3.016471863E-3,-1.461429894E-2
3.032773440E-1,-1.777053624E-2,-1.739501953E-3,-8.500054479E-3
3.083309380E-1,-2.329725027E-2,1.473331451E-2,-2.817638218E-2
3.133845310E-1,-1.582185924E-2,1.327610016E-2,-9.677976370E-3
3.184381250E-1,-1.651841402E-2,7.148742676E-3,-7.408410311E-4
3.234917190E-1,-6.612658501E-3,3.487586975E-3,-2.649843693E-3
3.285453130E-1,-8.718550205E-3,8.123397827E-3,1.628398895E-4
3.335989060E-1,-9.554088116E-3,-6.139755249E-3,2.897292376E-3
3.386525000E-1,-1.760347188E-2,2.195358276E-3,7.744580507E-4
3.437060940E-1,-3.263272345E-2,-3.733634949E-3,-1.306954026E-2
3.487596880E-1,-4.962708056E-2,-8.382797241E-3,-2.455903590E-2
3.538132810E-1,-6.990894675E-2,8.243560791E-3,-3.242662549E-2
3.588668750E-1,-9.351059794E-2,9.293556213E-3,-3.791134059E-2
3.639204690E-1,-8.259809017E-2,-8.521080017E-3,-3.877343237E-2
3.689740630E-1,-9.438712895E-2,1.047134399E-3,-2.320554852E-2
3.740276560E-1,-1.097515821E-1,-2.254104614E-2,-1.737019420E-2
3.790812500E-1,-1.261207610E-1,-1.040458679E-2,-9.462654591E-3
3.841348440E-1,-1.244490296E-1,1.452541351E-2,1.146656275E-2
3.891884380E-1,-1.368215531E-1,1.078605652E-2,9.664326906E-3
3.942420310E-1,-1.465197951E-1,8.279800415E-3,1.044589281E-2
3.992956250E-1,-1.478345692E-1,-4.812240601E-3,7.678255439E-3
4.043492190E-1,-1.433321685E-1,-2.374649048E-3,1.310917735E-2
4.094028130E-1,-1.377027929E-1,-1.532173157E-2,2.566109598E-2
4.144564060E-1,-1.416555643E-1,-1.510620117E-2,-5.706220865E-3
4.195100000E-1,-1.147428900E-1,2.825737000E-3,5.296753347E-2
4.245635940E-1,-7.308098674E-2,3.984451294E-3,1.201536506E-1
4.296171880E-1,-3.438442945E-2,-2.323532104E-2,7.813358307E-2
4.346707810E-1,-5.050501227E-2,-5.208015442E-3,6.634216011E-2
4.397243750E-1,-7.197280228E-2,1.731967926E-2,4.183892906E-2
4.447779690E-1,-8.438710868E-2,1.829528809E-2,-7.002785802E-3
4.498315630E-1,-4.350720346E-2,-4.392623901E-3,-3.005531430E-2
4.548851560E-1,1.201659441E-2,-9.069442749E-3,3.104962409E-2
4.599387500E-1,-1.844133437E-2,1.114654541E-2,5.449056625E-2
4.649923440E-1,-1.901845634E-2,8.660316467E-3,6.665080786E-2
4.700459380E-1,-9.004727006E-3,2.656936646E-3,6.792546809E-2
4.750995310E-1,-3.214442730E-2,-2.094268799E-3,6.570659578E-2
4.801531250E-1,-3.129744530E-2,-4.426956177E-3,3.169319034E-2
4.852067190E-1,-1.611135900E-2,-5.545616150E-3,4.077106714E-4
4.902603130E-1,-1.056714356E-2,1.630783081E-3,-1.032984257E-2
4.953139060E-1,-1.114106178E-2,7.542610168E-3,-3.875137866E-2
5.003675000E-1,-1.048092544E-2,1.575756073E-2,-2.653750777E-2
5.054210940E-1,-1.456286013E-2,8.489608765E-3,-2.024224401E-2
5.104746880E-1,-1.505187154E-2,3.668785095E-3,2.545088530E-3
5.155282810E-1,-1.114368439E-3,2.454757690E-3,7.385939360E-3
5.205818750E-1,1.018807292E-2,-1.177787781E-2,1.333196461E-2
5.256354690E-1,-1.164019108E-3,-9.272575378E-3,3.677436709E-2
5.306890630E-1,4.108354449E-3,-4.426002502E-3,8.974254131E-3
5.357426560E-1,5.803778768E-3,-7.919311523E-3,-7.967829704E-3
5.407962500E-1,-4.306882620E-3,6.394386292E-3,-3.168353438E-2
5.458498440E-1,-1.074436307E-2,1.819229126E-2,-4.205237329E-2
5.509034380E-1,-1.706092060E-2,1.920890808E-2,-4.512254894E-2
5.559570310E-1,-1.129688323E-2,3.623008728E-3,-2.201381326E-2
5.610106250E-1,-6.804421544E-3,2.412796021E-3,-2.166897058E-2
5.660642190E-1,2.310797572E-3,-1.775264740E-2,2.351090312E-3
5.711178130E-1,5.411162972E-3,-6.900787354E-3,1.541131735E-2
5.761714060E-1,7.206380367E-3,-8.926391602E-4,9.413957596E-4
5.812250000E-1,-1.686230302E-3,1.217460632E-2,7.775127888E-4
5.862785940E-1,1.801079512E-2,9.708404541E-3,-2.436643839E-2
5.913321880E-1,-2.797260880E-3,1.082134247E-2,-5.393511057E-2
5.963857810E-1,8.655071259E-3,1.248359680E-3,-5.828492343E-2
6.014393750E-1,2.125170827E-2,-1.120567322E-3,-6.602314115E-2
6.064929690E-1,2.300055325E-2,1.076221466E-2,-5.222161114E-2
6.115465630E-1,9.402543306E-3,-5.932807922E-3,-2.545000613E-2
6.166001560E-1,5.401089787E-3,7.185935974E-3,-3.858521581E-3
6.216537500E-1,1.316592097E-2,9.509086609E-3,-1.806883514E-2
6.267073440E-1,2.209581435E-2,-1.191520691E-2,-2.996684611E-2
6.317609380E-1,2.267460525E-2,-2.302169800E-3,-3.930018842E-2
6.368145310E-1,2.192641795E-2,-4.639625549E-3,-6.174990535E-2
6.418681250E-1,1.305793226E-2,-2.238845825E-2,-7.788440585E-2
6.469217190E-1,1.919999719E-3,1.105022430E-2,-8.307042718E-2
6.519753130E-1,2.763584256E-3,-9.213447571E-3,-7.968971133E-2
6.570289060E-1,7.204592228E-3,-8.144378662E-4,-6.341716647E-2
6.620825000E-1,2.580845356E-2,1.582050323E-2,-5.546844006E-2
6.671360940E-1,2.530910075E-2,2.698898315E-4,-3.938260674E-2
6.721896880E-1,1.651816070E-2,-1.514911652E-2,-2.825587988E-2
6.772432810E-1,1.480188966E-2,-4.325866699E-3,-2.796605229E-2
6.822968750E-1,2.626498044E-2,-9.019851685E-3,-2.301992476E-2
6.873504690E-1,3.166934848E-2,-2.673530579E-2,-2.630147338E-2
6.924040630E-1,2.743925154E-2,-1.569747925E-3,-5.689036846E-2
6.974576560E-1,3.050400317E-2,1.151466370E-2,-5.622342229E-2
7.025112500E-1,3.596235812E-2,7.870674133E-3,-5.069303513E-2
7.075648440E-1,4.600183666E-2,-1.830291748E-2,-2.381174266E-2
7.126184380E-1,4.901532829E-2,-1.220035553E-2,-1.865908504E-2
7.176720310E-1,2.939017117E-2,-8.521080017E-3,-8.875504136E-3
7.227256250E-1,3.006443381E-2,-4.876136780E-3,6.868675351E-3
7.277792190E-1,3.783868253E-2,2.303123474E-3,6.881847978E-3
7.328328130E-1,3.961208463E-2,4.673957825E-3,1.398649812E-2
7.378864060E-1,4.373043776E-2,8.215904236E-3,4.337891936E-3
7.429400000E-1,2.885152400E-2,8.163452148E-3,-6.296381354E-3
7.479935940E-1,2.838821709E-2,-3.758430481E-3,-1.321905851E-2
7.530471880E-1,2.916088700E-2,-2.524375916E-3,-1.411876082E-2
7.581007810E-1,3.933230042E-2,2.260208130E-3,3.981620073E-3
7.631543750E-1,3.756466508E-2,1.293849945E-2,2.197778225E-2
7.682079690E-1,5.129015446E-2,-1.327133179E-2,3.748100996E-2
7.732615630E-1,4.709172249E-2,-1.907730103E-2,4.554802179E-2
7.783151560E-1,5.598606169E-2,-1.533889771E-2,2.976097167E-2
7.833687500E-1,4.818932712E-2,-3.318786621E-3,3.186805546E-2
7.884223440E-1,4.633137584E-2,-3.272056580E-3,1.736789942E-2
7.934759380E-1,4.089741409E-2,8.641242981E-3,-2.871200442E-3
7.985295310E-1,4.273776710E-2,2.045536041E-2,-2.353340387E-4
8.035831250E-1,4.571995139E-2,9.614944458E-3,1.788645983E-2
8.086367190E-1,4.391354322E-2,-1.063251495E-2,1.445934176E-2
8.136903130E-1,5.040244758E-2,-9.343147278E-3,3.352540731E-2
8.187439060E-1,5.452258885E-2,-9.403228760E-4,3.588822484E-2
8.237975000E-1,5.736017227E-2,-9.225845337E-3,4.162557423E-2
8.288510940E-1,5.199964345E-2,-1.150131226E-2,3.772683442E-2
8.339046880E-1,5.720041692E-2,-1.890182495E-3,3.865361214E-2
8.389582810E-1,4.447545111E-2,2.891540527E-3,2.050323784E-2
8.440118750E-1,4.506897926E-2,7.636070251E-3,2.869856358E-2
8.490654690E-1,5.389012396E-2,7.588386536E-3,2.032627165E-2
8.541190630E-1,4.722261429E-2,1.228809357E-2,2.628539503E-2
8.591726560E-1,4.662130773E-2,-5.600929260E-3,3.912034631E-2
8.642262500E-1,5.906736851E-2,-4.347801208E-3,3.769387305E-2
8.692798440E-1,6.428624690E-2,-9.043693542E-3,4.703763127E-2
8.743334380E-1,5.877795815E-2,5.493164062E-4,6.919497252E-2
8.793870310E-1,6.745424867E-2,6.501197815E-3,4.599800706E-2
8.844406250E-1,6.418889761E-2,1.724243164E-3,3.349791467E-2
8.894942190E-1,6.327849627E-2,-6.580352783E-3,1.528657973E-2
8.945478130E-1,4.823736846E-2,-4.129409790E-3,8.191466331E-4
8.996014060E-1,6.418511271E-2,-1.000976562E-2,-6.299749017E-3
9.046550000E-1,7.762511075E-2,-8.720397949E-3,8.849203587E-4
9.097085940E-1,6.479318440E-2,-2.694129944E-3,1.284974813E-2
9.147621880E-1,7.824288309E-2,-8.586883545E-3,2.337522805E-2
9.198157810E-1,7.023003697E-2,-2.555847168E-3,3.020811081E-2
9.248693750E-1,5.508555472E-2,6.982803345E-3,1.796025038E-2
9.299229690E-1,6.135863066E-2,-1.323509216E-2,-1.082001626E-2
9.349765630E-1,7.703031600E-2,1.137733459E-3,2.232179046E-3
9.400301560E-1,5.709530413E-2,5.897521973E-3,-1.565808058E-2
9.450837500E-1,5.869339406E-2,-5.999565125E-3,-4.408323765E-2
9.501373440E-1,6.499655545E-2,-1.067829132E-2,-2.711702883E-2
9.551909380E-1,7.366944849E-2,-3.448486328E-3,-2.445878088E-2
9.602445310E-1,6.453786790E-2,-1.408481598E-2,-2.532510459E-2
9.652981250E-1,7.668438554E-2,-8.014678955E-3,-2.863295376E-2
9.703517190E-1,5.908063054E-2,-3.179550171E-3,-1.420021057E-2
9.754053130E-1,7.128666341E-2,4.253387451E-4,-2.236516774E-2
9.804589060E-1,7.148793340E-2,9.936332703E-3,-2.338701487E-2
9.855125000E-1,8.005924523E-2,1.343345642E-2,-1.960501075E-2
9.905660940E-1,7.538002729E-2,9.777069092E-3,-3.372146189E-2
9.956196880E-1,7.676626742E-2,9.712219238E-3,-2.746407688E-2
1.000673281E0,7.333216071E-2,4.899024963E-3,-3.783249855E-2
1.005726875E0,8.420141041E-2,-4.620552063E-3,-3.870898485E-2
1.010780469E0,8.079741895E-2,-8.124351501E-3,-3.720234334E-2
1.015834063E0,7.608179748E-2,-8.044242859E-3,-2.247065306E-2
1.020887656E0,8.219499886E-2,-8.382797241E-4,-2.221247554E-2
1.025941250E0,7.871390879E-2,-6.752014160E-3,-1.956854761E-2
1.030994844E0,6.929896772E-2,7.565498352E-3,-9.957581758E-3
1.036048438E0,7.412964106E-2,-7.896423340E-4,-2.896387875E-2
1.041102031E0,7.540528476E-2,7.540702820E-3,-3.575855494E-2
1.046155625E0,6.464934349E-2,5.115509033E-3,-4.610219598E-2
1.051209219E0,7.317212224E-2,1.102352142E-2,-5.395591259E-2
1.056262813E0,7.456155121E-2,5.009651184E-3,-4.737867415E-2
1.061316406E0,6.989888847E-2,-9.565353394E-4,-4.796288908E-2
1.066370000E0,9.137490392E-2,2.498626709E-4,-2.484679222E-2
1.071423594E0,9.255215526E-2,3.823280334E-3,-1.975969970E-2
1.076477188E0,8.053846657E-2,-6.878852844E-3,-1.243394613E-2
1.081530781E0,8.051209152E-2,-8.745193481E-4,-2.763155103E-2
1.086584375E0,8.637559414E-2,3.318786621E-4,-1.903697848E-2
1.091637969E0,8.377520740E-2,1.339530945E-2,-3.063346446E-2
1.096691563E0,8.128689229E-2,1.092052460E-2,-4.330559075E-2
1.101745156E0,7.530412078E-2,6.088256836E-3,-2.009290457E-2
1.106798750E0,7.403112948E-2,2.483367920E-3,-1.612493396E-2
1.111852344E0,6.690695882E-2,-8.213043213E-3,-1.098985970E-2
1.116905938E0,7.516759634E-2,-1.012802124E-3,5.851477385E-3
1.121959531E0,8.585615456E-2,4.938125610E-3,2.390758693E-2
1.127013125E0,7.969887555E-2,-1.030921936E-3,9.624451399E-3
1.132066719E0,8.917807043E-2,-4.572868347E-3,9.661883116E-3
1.137120313E0,9.716369957E-2,-5.716323853E-3,2.277125418E-2
1.142173906E0,7.669821382E-2,-3.283500671E-3,2.505679429E-2
1.147227500E0,6.585381925E-2,1.099491119E-2,6.046012044E-3
1.152281094E0,7.995472848E-2,2.598762512E-3,1.395195723E-3
1.157334688E0,8.093982935E-2,-1.403522491E-2,1.579044759E-2
1.162388281E0,7.479456067E-2,-3.230094910E-3,2.779775858E-2
1.167441875E0,6.752724946E-2,5.111694336E-3,2.783292532E-2
1.172495469E0,8.527962863E-2,3.280639648E-4,4.912965000E-2
1.177549063E0,9.563933313E-2,-3.232955933E-3,5.723503232E-2
1.182602656E0,7.620626688E-2,7.484436035E-3,3.069724143E-2
1.187656250E0,8.191071451E-2,1.811408997E-2,3.757494688E-2
1.192709844E0,7.924304903E-2,-3.394126892E-3,3.719732165E-2
1.197763438E0,7.658112049E-2,2.577781677E-3,6.018012762E-3
1.202817031E0,7.744078338E-2,2.562522888E-3,9.582862258E-3
1.207870625E0,8.068221807E-2,-1.017570496E-3,3.582328558E-2
1.212924219E0,7.090166211E-2,-4.567146301E-3,3.813613951E-2
1.217977813E0,6.595057249E-2,7.345199585E-3,4.753671587E-2
1.223031406E0,8.109901845E-2,3.728866577E-3,5.068059266E-2
1.228085000E0,8.910597861E-2,-3.417968750E-3,6.341719627E-2
1.233138594E0,7.312293351E-2,-1.169395447E-2,4.387535155E-2
1.238192188E0,6.323771179E-2,-4.469871521E-3,3.044582903E-2
1.243245781E0,7.714842260E-2,-1.155090332E-2,2.183347940E-2
1.248299375E0,7.315324247E-2,1.607894897E-3,8.636310697E-3
1.253352969E0,8.580803871E-2,7.533073425E-3,2.699509263E-3
1.258406563E0,8.417366445E-2,6.287574768E-3,4.073455930E-2
1.263460156E0,9.303864837E-2,2.985000610E-4,3.577718139E-2
1.268513750E0,6.516888738E-2,-2.225208282E-2,4.020875692E-2
1.273567344E0,8.731020987E-2,-6.631851196E-3,4.219639301E-2
1.278620938E0,7.599970698E-2,5.502700806E-4,4.290579259E-2
1.283674531E0,7.782548666E-2,-6.399154663E-4,3.191930056E-2
1.288728125E0,9.617915750E-2,-3.009796143E-3,1.388649642E-2
1.293781719E0,8.234500885E-2,1.762390137E-3,1.028005779E-2
1.298835313E0,8.291572332E-2,5.311965942E-3,1.729595661E-2
1.303888906E0,7.984383404E-2,8.830070496E-3,4.057049751E-3
1.308942500E0,7.573448122E-2,1.635551453E-3,4.079878330E-3
1.313996094E0,6.205727160E-2,-2.805709839E-2,2.192406356E-2
1.319049688E0,6.861110032E-2,3.039360046E-3,2.416989207E-2
1.324103281E0,7.988885045E-2,-1.954174042E-2,1.449605823E-2
1.329156875E0,7.573239505E-2,-3.946304321E-3,1.083913445E-2
1.334210469E0,7.503606379E-2,2.021789551E-3,8.324459195E-3
1.339264063E0,7.079841197E-2,2.218723297E-2,-8.551165462E-3
1.344317656E0,6.655208766E-2,1.488208771E-2,-9.822726250E-3
1.349371250E0,5.753099918E-2,1.698493958E-3,-3.943862021E-2
1.354424844E0,6.649670005E-2,-6.626129150E-3,-3.911605477E-2
1.359478438E0,7.056514919E-2,-1.827239990E-3,-3.397105634E-2
1.364532031E0,7.227022946E-2,-6.564140320E-3,-3.005662560E-2
1.369585625E0,6.679429114E-2,-1.763343811E-3,-1.797023416E-2
1.374639219E0,6.952263415E-2,-1.480960846E-2,-1.669815183E-2
1.379692813E0,6.878833473E-2,-2.818107605E-3,-1.779541373E-2
1.384746406E0,6.798285246E-2,-1.110553741E-2,-3.442287445E-2
1.389800000E0,6.604237854E-2,-7.452964783E-3,-3.184297681E-2
1.394853594E0,6.405927241E-2,-3.835678101E-3,-3.741115332E-2
1.399907188E0,5.498334765E-2,5.687713623E-3,-3.705982864E-2
1.404960781E0,5.675813556E-2,-2.674102783E-3,-4.372745752E-2
1.410014375E0,5.367974937E-2,9.211540222E-3,-2.422331274E-2
1.415067969E0,6.601297855E-2,6.752014160E-3,-1.675303280E-2
1.420121563E0,6.276607513E-2,7.514953613E-4,-1.654306054E-2
1.425175156E0,7.131148875E-2,-1.641273499E-3,-1.510211825E-2
1.430228750E0,4.785528779E-2,-2.820014954E-3,-2.444787323E-2
1.435282344E0,4.950664937E-2,-1.619338989E-3,-1.936617494E-2
1.440335938E0,5.347336829E-2,6.695747375E-3,-4.176533222E-2
1.445389531E0,5.510948598E-2,4.258155823E-3,-3.656843305E-2
1.450443125E0,3.880557418E-2,6.494522095E-4,-2.894937992E-2
1.455496719E0,6.062255800E-2,3.005981445E-3,-3.562474251E-2
1.460550313E0,4.783158004E-2,1.721286774E-2,-1.842825115E-2
1.465603906E0,5.651582778E-2,5.189895630E-3,-6.379261613E-3
1.470657500E0,4.132476449E-2,-3.176689148E-3,-1.797646284E-2
1.475711094E0,4.529915750E-2,2.777099609E-3,-9.417429566E-3
1.480764688E0,5.511599779E-2,7.490158081E-3,1.414701343E-3
1.485818281E0,4.236990213E-2,9.789466858E-3,-7.874384522E-3
1.490871875E0,4.270008206E-2,1.206970215E-2,-1.006698608E-2
1.495925469E0,5.132220685E-2,1.077079773E-2,-2.052032948E-2
1.500979063E0,5.385985970E-2,2.358436584E-3,-9.535714984E-3
1.506032656E0,3.627106547E-2,-8.359909058E-3,-1.993492246E-2
1.511086250E0,3.663562238E-2,-5.929946899E-3,-1.601715386E-2
1.516139844E0,3.934134543E-2,-3.081989288E-2,-9.802997112E-3
1.521193438E0,3.484228253E-2,-8.025169373E-3,-1.838803291E-5
1.526247031E0,2.930010855E-2,-4.410743713E-3,2.280351520E-2
1.531300625E0,4.745522141E-2,-6.760597229E-3,1.442034543E-2
1.536354219E0,3.104802966E-2,-1.971244812E-3,1.570868492E-2
1.541407813E0,2.424328029E-2,-1.970291138E-3,3.897696733E-3
1.546461406E0,3.419081867E-2,9.902954102E-3,7.648110390E-3
1.551515000E0,2.019174397E-2,6.243705750E-3,-1.706689596E-3
1.556568594E0,2.644518018E-2,-9.479522705E-4,2.461433411E-2
1.561622188E0,2.327118814E-2,1.419067383E-3,3.651674092E-2
1.566675781E0,2.123546600E-2,-1.047897339E-2,3.876313567E-2
1.571729375E0,2.510669827E-2,-1.159477234E-2,4.691103101E-2
1.576782969E0,2.544431388E-2,-3.201484680E-3,5.496028066E-2
1.581836563E0,2.684552968E-2,6.304740906E-3,3.676657379E-2
1.586890156E0,1.881374419E-2,1.217556000E-2,3.893473744E-2
1.591943750E0,2.859519422E-2,7.312774658E-3,3.035628796E-2
1.596997344E0,3.120259941E-2,2.488136292E-3,3.146664798E-2
1.602050938E0,1.360766590E-2,3.639221191E-3,3.256748617E-2
1.607104531E0,1.987095177E-2,-3.527641296E-3,3.239671886E-2
1.612158125E0,2.727006376E-2,-8.263587952E-3,4.420468211E-2
1.617211719E0,9.601742029E-3,-3.460884094E-3,3.798592091E-2
1.622265313E0,2.419213951E-2,4.864692688E-3,4.478606582E-2
1.627318906E0,2.309222519E-2,-1.418590546E-2,5.160467327E-2
1.632372500E0,3.099381924E-3,-1.882934570E-2,4.057569802E-2
1.637426094E0,-7.214814425E-3,-4.440307617E-3,4.260596633E-2
1.642479688E0,-3.379940987E-3,6.265640259E-3,3.395052254E-2
1.647533281E0,1.122757792E-2,1.332378387E-2,1.584033668E-2
1.652586875E0,-2.776056528E-3,8.450508118E-3,1.815231144E-2
1.657640469E0,-3.713041544E-3,-8.255958557E-3,2.398973703E-2
1.662694063E0,1.454952359E-2,2.483367920E-3,3.216916323E-2
1.667747656E0,-1.900643110E-3,2.450942993E-3,3.422454000E-2
1.672801250E0,1.904025674E-3,9.536743164E-3,2.093529701E-2
1.677854844E0,1.648429036E-2,-1.310729980E-2,2.660058439E-2
1.682908438E0,1.657551527E-2,-2.326965332E-3,3.456141055E-2
1.687962031E0,2.452373505E-3,-1.537704468E-2,4.576042295E-3
1.693015625E0,-9.255543351E-3,-3.391265869E-3,4.426017404E-3
1.698069219E0,-8.889645338E-3,3.746032715E-3,1.275286078E-2
1.703122813E0,5.688875914E-3,-2.234458923E-3,4.331454635E-3
1.708176406E0,-1.784110069E-2,-2.228736877E-3,7.850527763E-3
1.713230000E0,-1.385821402E-2,-5.784034729E-3,6.576195359E-3
1.718283594E0,-1.707531512E-2,1.443481445E-2,1.350168884E-2
1.723337188E0,-5.973711610E-3,-5.878448486E-3,3.565996885E-4
1.728390781E0,1.382440329E-3,4.842758179E-3,-1.005440950E-3
1.733444375E0,-1.506483555E-2,4.100799561E-5,7.291272283E-3
1.738497969E0,-1.944220066E-2,1.071262360E-2,-8.282080293E-3
1.743551563E0,-3.207811713E-2,-1.261711121E-3,-9.299740195E-3
1.748605156E0,-1.500785351E-2,2.295494080E-3,-1.155671477E-2
1.753658750E0,-1.707267761E-2,-1.673030853E-2,-1.266807318E-2
1.758712344E0,-2.741402388E-2,1.621246338E-5,-1.972027123E-2
1.763765938E0,-1.864576340E-2,-1.186752319E-2,-1.835884154E-2
1.768819531E0,-3.026892245E-2,-2.286911011E-3,-1.938410103E-2
1.773873125E0,-2.636259794E-2,-7.030487061E-3,-2.274434268E-2
1.778926719E0,-2.264201641E-3,7.259368896E-3,-9.548872709E-3
1.783980313E0,-1.995892823E-2,-1.655483246E-2,-2.381102741E-2
1.789033906E0,-2.677913010E-2,6.126403809E-3,-4.268869758E-2
1.794087500E0,-1.813749969E-2,4.871368408E-3,-3.746901453E-2
1.799141094E0,-3.096610308E-2,-1.180458069E-2,-2.757519484E-2
1.804194688E0,-3.055438399E-2,-8.159637451E-3,-4.034845531E-2
1.809248281E0,-2.303876728E-2,-2.170562744E-3,-4.228626192E-2
1.814301875E0,-2.864422649E-2,-4.543304443E-3,-1.924951375E-2
1.819355469E0,-2.351935208E-2,2.288818359E-4,-2.500036359E-2
1.824409063E0,-2.559018135E-2,1.564407349E-2,-3.304737806E-2
1.829462656E0,-2.644056082E-2,1.075077057E-2,-3.149996698E-2
1.834516250E0,-2.965772897E-2,2.336502075E-3,-2.995012701E-2
1.839569844E0,-3.882848471E-2,-9.570121765E-3,-3.311598301E-2
1.844623438E0,-4.314592481E-2,-8.319854736E-3,-4.108025134E-2
1.849677031E0,-3.182908148E-2,1.547813416E-2,-3.592033684E-2
1.854730625E0,-3.144176304E-2,-9.918212891E-5,-1.998387277E-2
1.859784219E0,-2.034343779E-2,1.413059235E-2,-2.324880660E-2
1.864837813E0,-2.717168629E-2,-4.996299744E-3,-1.455405354E-2
1.869891406E0,-4.228507727E-2,1.164817810E-2,1.113817096E-3
1.874945000E0,-4.065317661E-2,-3.894805908E-3,-5.978703499E-3
1.879998594E0,-4.022098333E-2,-6.249427795E-3,-8.248209953E-3
1.885052188E0,-5.753862858E-2,-1.095867157E-2,-8.124992251E-3
1.890105781E0,-4.747042805E-2,1.167106628E-2,-1.625217497E-2
1.895159375E0,-3.756140172E-2,1.155662537E-2,-7.601708174E-3
1.900212969E0,-4.306042194E-2,1.263046265E-2,1.048871875E-2
1.905266563E0,-4.722133279E-2,6.399154663E-4,1.079991460E-3
1.910320156E0,-4.909249395E-2,-2.942085266E-3,7.152378559E-3
1.915373750E0,-4.504422843E-2,1.131153107E-2,2.149814367E-2
1.920427344E0,-6.592736393E-2,-1.372528076E-2,3.447711468E-2
1.925480938E0,-5.225797743E-2,-8.874893188E-3,1.400333643E-2
1.930534531E0,-4.935589433E-2,-6.441116333E-3,1.400141418E-2
1.935588125E0,-5.232104659E-2,-1.114940643E-2,1.871836185E-2
1.940641719E0,-4.935730994E-2,4.362106323E-3,1.394426823E-2
1.945695313E0,-6.303764135E-2,1.938819885E-3,2.222226560E-2
1.950748906E0,-6.946673244E-2,7.843017578E-3,2.104036510E-2
1.955802500E0,-6.995256990E-2,2.082157135E-2,3.289572895E-2
1.960856094E0,-5.731606483E-2,8.763313293E-3,3.395351768E-2
1.965909688E0,-4.948648810E-2,2.743721008E-3,4.326727986E-2
1.970963281E0,-6.318059564E-2,3.309249878E-4,3.833396733E-2
1.976016875E0,-6.492039561E-2,1.337146759E-2,4.050357640E-2
1.981070469E0,-6.657109410E-2,1.378059387E-3,3.907829523E-2
1.986124063E0,-5.636718124E-2,4.918098450E-3,3.876134753E-2
1.991177656E0,-5.580573529E-2,3.676414490E-3,2.547985315E-2
1.996231250E0,-6.228066981E-2,-5.862236023E-3,5.499832332E-2
2.001284844E0,-6.751390547E-2,-3.454208374E-3,4.045522213E-2
2.006338438E0,-8.220013976E-2,-1.174545288E-2,4.486016929E-2
2.011392031E0,-7.656762749E-2,3.772735596E-3,3.155882657E-2
2.016445625E0,-5.911161005E-2,8.478164673E-3,3.256769478E-2
2.021499219E0,-7.029054314E-2,8.397102356E-3,3.942805529E-2
