Number	Name	Desig	Family	CS	Class	DiamS	DiamF	Diam	HS	HBand	H	GS	G	AlbS	AlbF	Albedo	PF	Period	PerDesc	AmpF	AmpMin	AmpMax	U	Pole	BIN	Notes
9572	1988 RS6	1988 RS6	MC	A	S	C		2.25	M		15.6	M	0.15	A		0.20		23.230				0.53	2	0		
9577	Gropius	1989 CE5	NYSA	A	S	C		2.18	T		15.62	G	0.130	A		0.21		27.899				0.76	2	0		
9578	Klyazma	1989 GA3	NYSA	A	S	C		3.04	T		14.9	L	0.15	A		0.21		5.42				0.66	2	0		
9580	Tarumi	1989 TB11	MB-M	A	S	C		7.47	T		13.75	G	0.715	A		0.10		9.052				0.32	2	0		
9583	1990 HL1	1990 HL1	PHO	A	S	C		3.33	M		14.6	M	0.15	A		0.23		2.6409			0.14	0.15	3-	0		
9584	Louchheim	1990 OL4	MB-I	A	S	C		4.50	M		14.1	M	0.15	A		0.20		410.		>		0.3	2	0		T0
9586	1990 SG11	1990 SG11	NYSA	A	S	C		2.92	T		14.99	G	0.440	A		0.21		5.206				0.28	2	0		
9587	Bonpland	1990 UG4	EUN	A	S	C		4.81	T		13.9	G	0.395	A		0.21		2.206				0.11	2	0		
9604	Bellevanzuylen	1991 YW	V	A	S	C		2.75	T		15.17	G	0.010	A		0.20		8.187				0.51	2	0		
9616	1993 FR3	1993 FR3	V	A	S	C		3.51	T		14.64	G	0.810	A		0.20		5.018			0.32	0.53	2	0		
9620	Ericidle	1993 FU13	FLOR	A	S	C		2.58	T		15.11	G	0.100	A		0.24		3.367				0.67	2	0		
9622	Terryjones	1993 FV26	FLOR	A	S	C		2.37	T		15.29	G	0.205	A		0.24		8.938				0.69	2	1		
9626	Stanley	1993 JF1	NYSA	A	S	C		3.88	T		14.37	G	0.600	A		0.21		5.776				0.41	2	0		
9630	Castellion	1993 PW7	MB-O	A	C	C		11.37	T		13.45	L	0.15	A		0.057		2.56				0.10	2	0		
9635	1993 XS	1993 XS	THM	A	C	C		5.71	T		14.58	G	0.560	A		0.08		4.138				0.10	2	0		
9641	Demaziere	1994 PB30	MB-I	A	S	C		2.71	T		15.2	G	1.000	A		0.20		9.912				0.90	2	0		
9642	Takatahiro	1994 RU	NYSA	A	S	C		3.11	T		14.85	G	0.595	A		0.21		5.524				0.58	2	0		
9652	1996 AF2	1996 AF2	MB-I	A	S	C		6.03	T		13.46	G	0.275	A		0.20		4.385			0.10	0.16	2	0		
9655	Yaburanger	1996 CH1	MB-I	A	S	C		4.02	T		14.35	G	0.000	A		0.20		6.684			0.10	0.14	2	0		
9661	Hohmann	1996 FU13	HIL	A	C	C		29.21	M		11.4	M	0.15	A		0.057		5.920				0.32	2	0		
9671	Hemera	1997 TU9	MC	A	S	C		4.93	M		13.9	M	0.15	A		0.20		2.53150			0.12	0.18	3	0		
9672	Rosenbergerezek	1997 TA10	MB-O	A	C	C		11.31	T		13.46	L	0.15	A		0.057		10.67				0.38	2	0		
9694	Lycomedes	6581 P-L	TR-J	A	C	C		40.33	M		10.7	M	0.15	A		0.057		18.2			0.38	0.55	2	0		
9708	Gouka	4140 T-3	MB-M	A	SC	C		5.05	M		14.6	M	0.15	A		0.10		14.2				0.44	2	0		
9712	Nauplius	1973 SO1	TR-J	A	C	C		36.78	M		10.9	M	0.15	A		0.057		19.41				0.48	2	0		
9713	Oceax	1973 SP1	TR-J	A	C	C		32.03	M		11.2	M	0.15	A		0.057		22.00				0.24	2+	0		
9716	Severina	1975 UE	NYSA	A	S	C		5.66	M		13.6	M	0.15	A		0.20		2.9669				0.26	3	0		
9718	Gerbefremov	1976 YR1	V	A	S	C		4.04	T		14.33	G	0.000	A		0.20		6.249				0.17	2	0		
9721	Doty	1980 GB	MB-I	A	S	C		4.11	T		14.3	G	0.355	A		0.20		4.108				0.15	2	0		
9723	Binyang	1981 EP13	MB-I	A	S	D		2.82	L		15.11	M	0.15	A		0.20		12.40			0.57	1.11	2	1		
9726	Verbiscer	1981 EY19	KOR	A	S	C		3.75	M		14.3	M	0.15	A		0.24		5.551			0.27	0.28	2	0		
9731	1982 JD1	1982 JD1	MB-I	A	S	C		4.50	M		14.1	M	0.15	A		0.20		2.833				0.16	3-	0		
9732	Juchnovski	1984 SJ7	FLOR	A	S	C		4.50	M		13.9	M	0.15	A		0.24		7.572				0.14	2	0		
9737	Dudarova	1986 SC2	MB-I	A	S	C		5.41	M		13.7	M	0.15	A		0.20		14.3158			0.12	0.17	2+	0		
9738	1987 DF6	1987 DF6	EUN	A	S	C		6.37	T		13.29	G	0.545	A		0.21		3.165				0.15	2	0		
9750	1989 NE1	1989 NE1	MB-I	A	S	C		3.57	T		14.6	G	0.045	A		0.20		65.356				0.51	2	0		
9753	1990 QL3	1990 QL3	V	A	S	C		4.27	T		14.21	G	0.155	A		0.20		4.356				0.20	2	0		
9757	Felixdejager	1991 GA6	KOR	A	S	C		4.94	T		13.7	L	0.15	A		0.24		3.11				0.18	2	0		
9770	Discovery	1993 EE	FLOR	A	S	C		2.02	T		15.64	G	0.000	A		0.24		3.947				0.70	2	1		
9773	1993 MG1	1993 MG1	MC	A	S	C		5.41	M		13.7	M	0.15	A		0.20		2.74595			0.24	0.35	3	0		
9774	Annjudge	1993 NO	MB-I	A	S	C		4.50	M		14.1	M	0.15	A		0.20		10.51				0.20	2	0		
9780	Bandersnatch	1994 SB	FLOR	A	S	C		5.67	M		13.4	M	0.15	A		0.24		7.06329			0.16	0.34	3-	0		
9782	Edo	1994 WM	MB-I	A	S	L		6.03	L		13.48	L	0.24	L		0.1969		4.085				0.67	3	1		
9785	Senjikan	1994 YX1	MB-O	A	C	C		11.11	M		13.5	M	0.15	A		0.057		26.743			0.23	0.24	2	0		
9790	1995 OK8	1995 OK8	TR-J	A	C	C		36.78	M		10.9	M	0.15	A		0.057		8.01				0.21	2+	0		
9792	Nonodakesan	1996 BX1	MB-I	A	S	C		3.85	T		14.44	G	1.000	A		0.20		6.336			0.26	0.28	2	0		
9795	Deprez	1996 GJ19	KOR	A	S	C		3.14	T		14.68	L	0.15	A		0.24		4.12				0.34	2	0		
9799	1996 RJ	1996 RJ	TR-J	A	C	D		65.06	M		9.6	M	0.15	D		0.0603		21.52				0.16	2+	0		
9801	1997 FX3	1997 FX3	MB-M	A	S	C		7.30	M		13.8	M	0.15	A		0.10		2.889			0.12	0.16	3	0		
9805	1997 NZ	1997 NZ	EUN	A	S	C		8.27	T		12.73	G	0.410	A		0.21		16.860				0.23	2	0		
9826	Ehrenfreund	2114 T-3	EOS	A	S	C		6.94	T		13.55	G	0.845	A		0.14		3.748				0.37	2	0		
9829	Murillo	1973 SJ1	HIL	A	C	C		21.16	M		12.1	M	0.15	A		0.057		21.754				0.81	3	0		
9837	Jerryhorow	1986 AA2	MB-O	A	C	C		14.64	M		12.9	M	0.15	A		0.057		17.40			0.70	0.73	2+	0		
9838	Falz-Fein	1987 RN6	MB-O	A	C	C		11.41	T		13.44	G	0.740	A		0.057		38.428				0.31	2	0		
9844	Otani	1989 WF1	EUN	A	S	C		3.84	T		14.39	G	0.355	A		0.21		10.073				0.18	2	0		
9847	1990 QJ5	1990 QJ5	MB-I	A	S	C		3.06	T		14.93	G	0.200	A		0.20		2.781			0.19	0.27	2	0		
9849	1990 RF2	1990 RF2	MB-I	A	S	C		5.16	M		13.8	M	0.15	A		0.20		2.608			0.12	0.16	2	0		
9854	Karlheinz	1991 AC3	MB-M	A	S	C		7.30	M		13.8	M	0.15	A		0.10		4.688				0.56	3-	0		
9856	1991 EE	1991 EE	NEA	A	S	L		1.01	L		16.90	M	0.15	L		0.30		3.045			0.14	0.28	3	0		
9858	1991 OL1	1991 OL1	THM	A	C	C		8.44	T		13.73	G	0.915	A		0.08		21.208				0.60	2	0		
9864	1991 RT17	1991 RT17	THM	A	C	C		9.57	T		13.46	G	0.855	A		0.08		4.558				0.12	2	0		
9865	Akiraohta	1991 TP1	FLOR	A	S	C		3.43	T		14.49	L	0.15	A		0.24		2.96			0.08	0.09	2+	0		
9866	Kanaimitsuo	1991 TV4	FLOR	A	S	C		3.14	T		14.68	L	0.15	A		0.24		3.21				0.25	2	0		
9872	Solf	1992 DJ4	V	A	S	C		3.33	T		14.75	G	1.000	A		0.20		11.598				0.54	2	0		
9873	1992 GH	1992 GH	H	L	S	C		6.30	L		13.5	M	0.15	L		0.1774		2.9257			0.20	0.39	3	0		
9874	1993 FG23	1993 FG23	FLOR	A	S	C		2.77	T		14.96	G	0.215	A		0.24		6.803				0.18	2	0		
9884	Pribram	1994 TN3	MB-I	A	S	C		2.12	T		15.74	G	0.200	A		0.20		13.916			0.38	0.41	2	0		
9888	1995 CD	1995 CD	MB-M	A	S	C		8.49	T		13.47	G	0.750	A		0.10		4.960				0.27	2	0		
9890	1995 SY2	1995 SY2	MB-I	A	S	C		3.26	M		14.8	M	0.15	A		0.20		12.625				0.77	2	0		
9899	1996 EH	1996 EH	V	A	S	C		6.21	M		13.4	M	0.15	A		0.20		5.27				0.05	2-	0		
9900	Llull	1997 LL6	MB-I	A	S	C		4.30	T		14.2	G	0.470	A		0.20		183.319				0.88	2	1		
9910	Vogelweide	3181 T-2	KOR	A	S	C		4.71	M		13.8	M	0.15	A		0.24		118.905			0.67	0.74	2	0		
9912	Donizetti	2078 T-3	MB-I	A	S	C		6.54	T		13.29	G	0.240	A		0.20		6.228			0.19	0.32	2	0		
9916	Kibirev	1978 TR2	KOR	A	S	C		5.49	T		13.47	G	0.000	A		0.24		15.171			0.36	0.45	2	0		
9921	Rubincam	1981 EO18	MB-I	A	S	C		4.29	M		14.2	M	0.15	A		0.20		8.01			0.31	0.33	3-	0		
9927	Tyutchev	1981 TW1	MB-I	A	S	C		3.48	T		14.66	L	0.15	A		0.20		2.51				0.15	2	0		
9928	1981 WE9	1981 WE9	FLOR	A	S	C		3.11	M		14.7	M	0.15	A		0.24		18.3980			0.25	0.41	2+	0		
9931	Herbhauptman	1985 HH	MB-I	A	S	C		4.54	T		14.08	G	0.140	A		0.20		4.44			0.15	0.21	2	0		
9936	Al-Biruni	1986 PN4	MB-O	A	C	C		21.16	M		12.1	M	0.15	A		0.057		10.704				0.14	2	0		
9948	1990 QB2	1990 QB2	MB-I	A	S	L		3.35	L		14.62	L	0.24	L		0.2232		3.53			0.60	0.77	3	1		
9950	ESA	1990 VB	NEA	A	S	C		1.79	M		16.1	M	0.15	A		0.20		6.712			0.44	0.89	3	0		
9957	Raffaellosanti	1991 TO13	FLOR	A	S	C		4.30	M		14	M	0.15	A		0.24		2.4138				0.23	3	0		
9963	Sandage	1992 AN	PHO	A	S	C		5.45	T		13.53	G	0.000	A		0.23		4.65053			0.43	0.56	3-	0		
9965	GNU	1992 EF2	MB-I	A	S	C		4.10	M		14.3	M	0.15	A		0.20		39.745			0.36	0.42	2	0		
9969	Braille	1992 KD	MC	T	Q	D		1.64	L		16.4	M	0.15	A		0.18		226.4				0.9	2	1		T0
9971	Ishihara	1993 HS	FLOR	A	S	C		3.74	T		14.3	G	0.760	A		0.24		6.715				1.06	2	1		
9976	1993 TQ	1993 TQ	MB-M	A	SC	C		10.08	M		13.1	M	0.15	A		0.10		7.314				0.55	3-	0		
9983	Rickfienberg	1995 DA	MB-O	A	C	C		12.18	M		13.3	M	0.15	A		0.057		5.2963				1.30	3	1		
9991	Anezka	1997 TY7	THM	A	C	C		7.92	T		13.86	G	1.000	A		0.08		4.469				0.24	2	0		
9992	1997 TG19	1997 TG19	MC	A	S	D		3.07	L		14.97	L	0.24	A		0.20		5.7402			0.27	0.42	3	0		
9994	Grotius	4028 P-L	MB-I	A	S	C		3.38	T		14.72	G	0.245	A		0.20		9.219				0.27	2	0		
9999	Wiles	4196 T-2	KOR	A	S	C		5.78	T		13.36	G	0.515	A		0.24		3.482			0.13	0.15	2	0		
10001	Palermo	1969 TM1	V	A	S	C		4.31	T		14.19	G	0.625	A		0.20		213.368				0.97	2	0		
10019	Wesleyfraser	1979 MK7	THM	A	C	C		6.65	T		14.25	G	0.960	A		0.08		245.062				0.43	2	0		
10020	Bagenal	1979 OQ5	MB-O	A	C	C		14.77	T		12.88	G	0.000	A		0.057		2.349				0.13	2	0		
10022	Zubov	1979 SU2	V	A	S	C		4.10	T		14.3	G	0.725	A		0.20		4.564				0.14	2	0		
10025	Rauer	1980 FO1	KOR	A	S	C		6.73	T		13.03	G	0.200	A		0.24		4.451			0.48	0.51	2	0		
10026	1980 RE1	1980 RE1	MB-I	A	S	C		4.07	T		14.32	G	0.665	A		0.20		9.960				0.31	2	0		
10033	Bodewits	1981 UJ23	EOS	A	S	C		7.50	T		13.38	G	0.670	A		0.14		11.880				0.42	2	0		
10041	Parkinson	1985 HS1	PHO	A	S	C		5.28	M		13.6	M	0.15	A		0.23		2.56428			0.12	0.30	3	0		
10042	Budstewart	1985 PL	MB-I	A	S	C		7.13	M		13.1	M	0.15	A		0.20		3.695				0.33	3	0		
10046	Creighton	1986 JC	MB-I	A	C	D		12.39	M		13.7	M	0.15	D		0.0381		6.5663			0.46	0.67	3	0		
10052	1987 SM12	1987 SM12	KOR	A	S	C		5.32	T		13.54	G	0.495	A		0.24		4.068				0.24	2	0		
10057	L'Obel	1988 CO1	MB-I	A	S	C		3.92	M		14.4	M	0.15	A		0.20		7.154				0.57	2	0		
10060	Amymilne	1988 GL	MB-I	A	S	C		4.93	M		13.9	M	0.15	A		0.20		2.727				0.02	2	0		
10064	Hirosetamotsu	1988 UO	MB-O	A	C	C		20.21	M		12.2	M	0.15	A		0.057		8.052			0.56	0.74	3	1		
10091	Bandaisan	1990 VD3	MB-I	A	S	C		4.50	M		14.1	M	0.15	A		0.20		3.23				0.25	2	0		
10094	Eijikato	1991 DK	EUN	A	S	C		11.30	M		12.1	M	0.15	A		0.20		7.66				0.13	2	0		
10101	Fourier	1992 BM2	FLOR	A	S	C		3.92	M		14.2	M	0.15	A		0.24		6.849				0.34	2	0		
10104	Hoburgsgubben	1992 EY9	FLOR	A	S	C		1.88	M		15.8	M	0.15	A		0.24		9.40				0.74	2-	0		
10113	1992 PX2	1992 PX2	EUN	A	S	C		6.67	T		13.19	G	1.000	A		0.21		6.775			0.22	0.68	3-	0		
10115	1992 SK	1992 SK	NEA	T	S	C		1.18	M		17.0	M	0.15	A		0.20		7.319			0.50	1.03	3	1		
10119	Remarque	1992 YC1	THM	A	C	C		9.31	T		13.51	G	1.000	A		0.08		6.811			0.47	0.50	2	1		
10121	Arzamas	1993 BS4	THM	A	C	C		9.82	M		13.4	M	0.15	A		0.08		12.1			0.60	0.70	2	0		
10125	Stenkyrka	1993 FB24	FLOR	A	S	C		2.73	T		14.99	G	0.000	A		0.24		5.597				0.43	2	0		
10133	1993 GC1	1993 GC1	FLOR	A	S	C		5.17	M		13.6	M	0.15	A		0.24		5.547				0.17	2+	0		
10134	1993 HL6	1993 HL6	FLOR	A	S	C		4.50	M		13.9	M	0.15	A		0.24		5.5348			0.25	0.26	3	0		
10142	Sakka	1993 VG1	MB-O	A	C	C		22.16	M		12	M	0.15	A		0.057		3.35			0.28	0.40	3	0		
10144	1994 AB2	1994 AB2	MB-O	A	C	C		13.98	M		13.0	M	0.15	A		0.057		3.85				0.29	2	0		
10154	Tanuki	1994 UH	FLOR	A	S	C		3.42	M		14.5	M	0.15	A		0.24		2.886				0.12	2	0		
10159	Tokara	1994 XS4	V	A	S	C		5.41	M		13.7	M	0.15	A		0.20		5.531				0.58	3-	0		
10166	Takarajima	1995 BN3	MB-M	A	S	C		7.65	M		13.7	M	0.15	A		0.10		5.3712			0.62	0.84	3	1		
10171	Takaotengu	1995 EE8	EUN	A	S	C		6.64	M		13.2	M	0.15	A		0.21		8.245			0.28	0.33	2+	0		
10179	Ishigaki	1996 DE	MB-M	A	S	C		11.05	M		12.9	M	0.15	A		0.10		3.34				0.60	3-	0		
10181	Davidacomba	1996 FP3	FLOR	A	S	C		1.28	T		16.63	G	0.390	A		0.24		4.521			0.76	1.05	2	0		
10182	Junkobiwaki	1996 FL5	FLOR	A	S	C		4.94	M		13.7	M	0.15	A		0.24		4.3081				0.08	2+	0		
10188	Yasuoyoneda	1996 JY	MB-I	A	S	L		5.36	L		14.03	L	0.24	L		0.1505		2.74840				0.12	3-	0		
10191	1996 NU1	1996 NU1	MB-M	A	S	C		7.51	T		13.74	G	0.970	A		0.10		14.276				0.48	2	0		
10199	Chariklo	1997 CU26	CEN	S	D	D		260.35	L		6.65	M	0.15	A		0.057		7.004				0.11	2+	0		
10207	Comeniana	1997 QA	V	A	S	C		5.41	M		13.7	M	0.15	A		0.20		12.84				0.10	2	0		
10212	1997 RA7	1997 RA7	FLOR	A	S	C		3.68	T		14.34	G	0.540	A		0.24		9.154			0.88	1.05	2	0		
10217	Richardcook	1997 SN4	MB-M	A	S	C		13.92	M		12.4	M	0.15	A		0.10		23.33				0.45	3-	0		
10221	Kubrick	1997 UM9	V	A	S	C		4.93	M		13.9	M	0.15	A		0.20		11.01				0.19	2-	0		
10223	Zashikiwarashi	1997 UD11	THM	A	C	C		9.43	T		13.49	G	0.835	A		0.08		7.104				0.56	2	0		
10224	Hisashi	1997 UK22	NYSA	A	S	C		3.82	M		14.4	M	0.15	A		0.21		8.257			0.42	0.64	2	0		
10231	1997 WQ37	1997 WQ37	MB-O	A	C	C		9.58	T		13.82	G	0.475	A		0.057		3.363			0.20	0.21	2	0		
10237	Adzic	1998 SJ119	MB-I	A	S	C		2.84	M		15.1	M	0.15	A		0.20		2.338				0.14	2	0		
10241	Milicevic	1999 AU6	MB-O	A	C	C		8.39	T		14.11	L	0.15	A		0.057		3.87				0.34	2	0		
10247	Amphiaraos	6629 P-L	TR-J	A	C	C		33.54	M		11.1	M	0.15	A		0.057		34.26				0.55	2	0		
10248	Fichtelgebirge	7639 P-L	MB-I	A	S	C		2.88	T		15.07	G	0.690	A		0.20		45.798				1.00	2	0		
10249	Harz	9515 P-L	MB-I	A	S	C		3.15	T		14.88	G	0.610	A		0.20		3.631			0.47	0.54	2	0		
10259	Osipovyurij	1972 HL	MB-O	A	C	D		20.14	M		12.4	M	0.15	D		0.0477		6.356			0.30	0.32	3	0		
10261	Nikdollezhal'	1974 QF1	MB-I	A	C	C		6.21	M		13.4	M	0.15	A		0.20		16.747			0.06	0.09	2	0		
10277	Micheli	1981 EC27	MB-O	A	C	C		7.17	T		14.45	G	0.610	A		0.057		15.334				0.32	2	0		
10281	Libourel	1981 EE45	MB-O	A	C	C		9.03	T		13.95	G	0.840	A		0.057		7.572				0.70	2	1		
10291	1985 UT	1985 UT	MB-O	A	C	C		16.81	M		12.6	M	0.15	A		0.057		55.354				0.58	2	0		
10301	Kataoka	1989 FH	FLOR	A	S	C		3.26	M		14.6	M	0.15	A		0.24		5.5610			0.21	0.31	3	0		
10305	Grignard	1989 YP5	MB-I	A	S	C		4.67	T		14.02	G	0.920	A		0.20		3.265				0.24	2	0		
10306	Pagnol	1990 QY	MB-O	A	C	C		16.05	M		12.7	M	0.15	A		0.057		4.79				0.27	2+	0		
10310	Delacroix	1990 QZ8	FLOR	A	S	C		2.70	T		15.01	G	1.000	A		0.24		44.517				0.53	2	0		
10313	Vanessa-Mae	1990 QW17	FLOR	A	S	C		3.26	M		14.6	M	0.15	A		0.24		2.82				0.38	2-	0		
10315	Brewster	1990 SC4	PHO	A	S	C		3.68	T		14.39	G	0.000	A		0.23		5.190				0.45	2	0		
10320	Reiland	1990 TR1	FLOR	A	S	C		3.74	M		14.3	M	0.15	A		0.24		5.92				0.12	2	0		
10321	Rampo	1990 UN2	FLOR	A	S	D		3.25	T		14.61	L	0.24	L		0.24		5.2282			0.51	0.69	3	0		
10328	1991 GC1	1991 GC1	EUN	A	S	D		8.84	M		14	M	0.15	D		0.0568		15.357				0.72	3	0		
10331	Peterbluhm	1991 GM10	HIL	A	C	C		23.21	M		11.9	M	0.15	A		0.057		379				1.1	2	0		
10338	1991 RB11	1991 RB11	THM	A	C	C		8.47	T		13.72	L	0.15	A		0.08		10.55				0.73	2	1		
10339	1991 RK17	1991 RK17	MB-I	A	S	C		4.50	M		14.1	M	0.15	A		0.20		7.90			0.56	0.63	2	0		
10347	Murom	1992 HG4	MB-I	A	S	C		4.71	M		14	M	0.15	A		0.20		35.3				0.45	2-	0		
10348	Poelchau	1992 HL4	V	A	S	C		4.67	T		14.02	L	0.15	A		0.20		3.31				0.17	2	0		
10357	1993 SL3	1993 SL3	PHO	A	S	C		6.96	M		13.0	M	0.15	A		0.23		2.762				0.05	2-	0		
10358	Kirchhoff	1993 TH32	MB-I	A	S	C		4.93	M		13.9	M	0.15	A		0.20		7.4084			0.36	0.40	3-	0		
10359	1993 TU36	1993 TU36	MB-I	A	S	C		5.53	T		13.65	G	0.855	A		0.20		2.411				0.18	2	0		
10374	Etampes	1996 GN19	FLOR	A	S	C		4.09	T		14.11	M	0.15	A		0.24		352.974				0.23	2	0		
10376	Chiarini	1996 KW	MB-M	A	S	C		6.91	T		13.92	G	0.130	A		0.10		16.160				0.73	2	0		
10377	Kilimanjaro	1996 NN4	THM	A	C	C		7.11	T		14.1	L	0.15	A		0.08		3.66				0.13	2	0		
10378	Ingmarbergman	1996 NE5	MB-O	A	C	C		9.58	T		13.82	G	0.200	A		0.057		4.504			0.12	0.14	2	0		
10385	Amaterasu	1996 TL12	EUN	A	S	C		8.36	M		12.7	M	0.15	A		0.21		5.725				0.18	3	0		
10395	Jirkahorn	1997 SZ1	MB-I	A	S	C		3.19	T		14.84	G	0.720	A		0.20		3.670				0.13	2	0		
10397	1997 SX33	1997 SX33	THM	A	C	C		7.01	T		14.13	L	0.15	A		0.08		3.33				0.14	2	0		
10398	1997 UP8	1997 UP8	FLOR	A	S	C		4.30	M		14.0	M	0.15	A		0.24		5.027				0.66	3	0		
10399	Nishiharima	1997 UZ8	MB-I	A	S	C		5.41	M		13.7	M	0.15	A		0.20		6.50				0.24	2-	0		
10404	McCall	1997 WP14	MB-O	A	C	C		7.05	T		14.49	G	0.750	A		0.057		274.895				0.84	2	0		
10415	Mali Losinj	1998 UT15	MB-O	A	C	C		18.77	T		12.36	G	0.000	A		0.057		240.512				0.48	2	0		
10417	1998 WA23	1998 WA23	THM	A	C	C		9.23	T		13.53	G	0.565	A		0.08		3.995				0.22	2	0		
10420	1998 YB12	1998 YB12	MB-O	A	C	C		12.62	T		13.22	G	0.735	A		0.057		4.907				0.18	2	0		
10421	Dalmatin	1999 AY6	MB-I	A	S	C		4.71	M		14	M	0.15	A		0.20		2.997				0.23	2+	0		
10422	1999 AN22	1999 AN22	MB-O	A	C	C		19.30	M		12.3	M	0.15	A		0.057		35.157			0.43	0.45	2+	0		
10430	Martschmidt	4030 P-L	MB-O	A	C	C		9.48	T		13.84	G	0.185	A		0.057		15.577				0.61	2	0		
10431	Pottasch	4042 P-L	MB-O	A	C	C		5.48	T		15.04	G	0.825	A		0.057		7.267				0.32	2	0		
10435	Tjeerd	6064 P-L	MB-O	A	C	C		10.61	M		13.6	M	0.15	A		0.057		3.92				0.28	2	0		
10443	van der Pol	1045 T-2	FLOR	A	S	C		4.11	M		14.1	M	0.15	A		0.24		3.34501			0.15	0.16	2	0		
10449	Takuma	1936 UD	MB-O	A	C	C		11.68	T		13.39	L	0.15	A		0.057		7.33				0.46	2	1		
10450	Girard	1967 JQ	MB-I	A	S	C		5.16	M		13.8	M	0.15	A		0.20		4.1977				0.33	3	0		
10452	Zuev	1976 SQ7	BAP	A	C	C		10.61	M		13.6	M	0.15	A		0.057		7.88202			0.38	0.39	3	0		
10463	Bannister	1979 MB9	THM	A	C	C		7.64	T		13.94	G	0.995	A		0.08		4.791				0.29	2	0		
10464	Jessie	1979 SC	FLOR	A	S	C		3.17	T		14.66	L	0.15	A		0.24		4.03				0.22	2	0		
10473	Thirouin	1981 EL21	MB-O	A	C	C		8.49	T		14.08	G	0.810	A		0.057		3.749				0.47	2	0		
10476	Los Molinos	1981 EY38	MB-I	A	S	C		2.96	T		15.01	G	0.305	A		0.20		267.906				0.33	2	0		
10480	Jennyblue	1982 JB2	FLOR	A	S	C		2.74	T		14.98	G	0.270	A		0.24		5.356			0.57	0.92	3-	0		
10484	Hecht	1983 WM	FLOR	A	S	L		4.60	L		14.18	L	0.24	L		0.1776		5.508			0.17	0.22	3	0		
10490	1985 VL	1985 VL	MB-O	A	C	C		14.66	T		12.9	G	0.875	A		0.057		3.915				0.19	2	0		
10492	1986 QZ1	1986 QZ1	MB-O	A	C	C		13.04	T		13.15	G	0.465	A		0.057		36.338				0.46	2	0		
10496	1986 RK	1986 RK	FLOR	A	S	C		4.94	M		13.7	M	0.15	A		0.24		9.876			0.20	0.31	3	0		
10497	1986 RQ	1986 RQ	MB-I	A	S	C		5.16	M		13.8	M	0.15	A		0.20		5.3283				0.19	3	0		
10500	Nishi-koen	1987 GA	EUN	A	S	C		7.99	M		12.8	M	0.15	A		0.21		44.552				0.27	2	0		
10502	Armaghobs	1987 QF6	MC	A	S	C		3.11	M		14.9	M	0.15	A		0.20		24.978				0.51	2	0		
10509	Heinrichkayser	1989 GD4	MB-O	A	C	C		12.38	T		13.26	G	1.000	A		0.057		6.564				0.22	2	0		
10513	1989 TJ14	1989 TJ14	MB-O	A	C	C		22.04	T		12.01	G	0.245	A		0.057		8.335			0.39	0.49	2	0		
10518	1990 MC	1990 MC	MB-O	A	S	C		7.82	M		12.9	M	0.15	A		0.20		6.613				0.08	2	0		
10519	1990 RO2	1990 RO2	FLOR	A	S	C		2.55	T		15.13	G	0.585	A		0.24		17.011			0.56	0.68	2	0		
10521	1990 RW7	1990 RW7	MB-O	A	C	C		8.48	T		14.08	G	1.000	A		0.057		7.751				0.67	2	0		
10524	Maniewski	1990 SZ7	FLOR	A	S	C		4.71	M		13.8	M	0.15	A		0.24		5.201				0.19	3	0		
10528	1990 VX3	1990 VX3	FLOR	A	S	C		4.11	M		14.1	M	0.15	A		0.24		3.677				0.36	2	0		
10531	1991 GB1	1991 GB1	H	A	E	C		2.66	M		14.8	M	0.15	A		0.30		55.1				0.21	2+	0		T0
10548	1992 PJ2	1992 PJ2	MB-I	A	S	D		3.40	L		14.75	L	0.24	A		0.20		4.01838				0.34	3	0		
10551	Goteborg	1992 YL2	EOS	A	S	C		11.53	T		12.44	G	0.970	A		0.14		335.346				0.70	2	0		
10552	Stockholm	1993 BH13	THM	A	C	C		7.01	T		14.13	L	0.15	A		0.08		3.76				0.14	2	0		
10553	Stenkumla	1993 FZ4	THM	A	C	C		6.28	T		14.37	L	0.15	A		0.08		3.75				0.39	2	0		
10559	Yukihisa	1993 SJ1	FLOR	A	S	C		2.70	T		15.01	G	0.450	A		0.24		5.797				0.45	2	1		
10564	1993 XQ2	1993 XQ2	EUN	A	S	C		6.46	T		13.26	G	0.440	A		0.21		3.490				0.29	2	0		
10565	1994 AT1	1994 AT1	MB-M	A	S	C		12.69	M		12.6	M	0.15	A		0.10		14.45				0.48	3	0		
10570	Shibayasuo	1994 GT	MB-O	A	C	C		9.91	T		13.75	G	0.270	A		0.057		4.987				0.98	2	1		
10578	1995 LH	1995 LH	MC	A	C	D		7.11	L		14.47	M	0.15	A		0.057		8.861				0.18	2+	0		
10591	Caverni	1996 PD3	MB-M	A	S	C		4.51	T		14.85	G	0.115	A		0.10		66.375				0.68	2	0		
10592	1996 PN5	1996 PN5	MB-O	A	C	C		7.77	T		14.28	G	0.365	A		0.057		8.069				0.23	2	0		
10597	1996 TR10	1996 TR10	MB-I	A	S	C		6.93	T		13.16	L	0.24	A		0.20		6.59667			0.28	0.32	3	0		
10604	Susanoo	1996 VJ	MB-O	A	C	C		10.08	T		13.71	G	0.400	A		0.057		4.313				0.26	2	0		
10611	Yanjici	1997 BB1	MB-O	A	C	C		22.16	M		12.0	M	0.15	A		0.057		13.637				0.18	2	0		
