Number	Name	Desig	Family	CS	Class	DiamS	DiamF	Diam	HS	HBand	H	GS	G	AlbS	AlbF	Albedo	PF	Period	PerDesc	AmpF	AmpMin	AmpMax	U	Pole	BIN	Notes
0	05s07	05s07	TNO	A	C	C		122.3	T		7.68	M	0.15	A		0.10		6.54				0.15	2	0		
0	05s22	05s22	TNO	A	C	C		66.9	T		8.99	M	0.15	A		0.10		6.05				0.15	2	0		
0	05t23	05t23	TNO	A	C	C		60.46	T		9.21	M	0.15	A		0.1		14.39				0.53	2	0		
0	10P/Temple 2	10P/Temple 2	CMT											A		0.057		8.93			0.45	0.8	3	1		
0	110P/Hartley 3		CMT						M			M	0.15					10.153				0.20	2	0		
0	14P/Wolf		CMT						M			M	0.15					9.02				0.37	2+	0		
0	169P/NEAT	2002 EX12	CMT	A	C	D		5.07	M		15.9			L		0.03		8.369				0.60	2	0		
0	1995 CR	1995 CR	NEA	A	S	C		0.136	M		21.7	M	0.15	A		0.20		2.66				0.16	2+	0		
0	1995 FJ	1995 FJ	NEA	A	S	D		0.24	L		20.46	M	0.15	A		0.20		9.2				0.3	2	0		T0
0	1995 FX	1995 FX	NEA	A	S	D		0.33	L		19.77	M	0.15	A		0.20		5.46				0.20	2	0		
0	1995 HM	1995 HM	NEA	A	S	D		0.094	L		22.5	M	0.15	A		0.20		1.62				2.	2	0		
0	1996 JA1	1996 JA1	NEA	T	V	L		0.15	L		21.1	M	0.15	L		0.285		5.227			0.80	0.88	3	0		
0	1996 PW	1996 PW	TNO	S	L	D		2.78	L		15.9	M	0.15	A		0.10		35.44				0.44	3	0		
0	1997 GL3	1997 GL3	NEA	T	V	C		0.318	M		19.1	M	0.15	A		0.40		7.572				0.28	2	0		
0	1997 WQ23	1997 WQ23	NEA	A	S	C		0.215	M		20.7	M	0.15	A		0.20		14.6				0.54	2	0		
0	1998 GL10	1998 GL10	NEA	A	S	C		0.471	M		19.0	M	0.15	A		0.20		5.930				0.10	2+	0		
0	1998 KY26	1998 KY26	NEA	T	X	L		0.03	L		25.5	M	0.15	D		0.124		0.1784			0.12	0.3	3	0		
0	1998 WB2	1998 WB2	NEA	A	S	D		0.11	L		22.1	M	0.15	A		0.20		0.313				0.6	3	0		
0	1998 WU24	1998 WU24	CEN	A	C	D		4.30	L		15.56	M	0.15	A		0.057		7.283				0.54	3	0		
0	1999 AF4	1999 AF4	NEA	A	S	C		0.593	M		18.5	M	0.15	A		0.20		3.123			0.11	0.15	3-	0		
0	1999 FN19	1999 FN19	NEA	S	S	C		0.091	T		22.58	L	0.24	A		0.20		26.80				0.16	2	0		
0	1999 RB32	1999 RB32	NEA	A	S	C		0.271	M		20.2	M	0.15	A		0.20		42.7				0.27	2	0		
0	1999 SF10	1999 SF10	NEA	A	S	D		0.047	L		24.0	M	0.15	A		0.20		0.0411				0.58	2	0		
0	1999 SH10	1999 SH10	NEA	A	S	C		0.090	M		22.6	M	0.15	A		0.20		0.1264				0.29	3-	0		
0	1999 TE21	1999 TE21	H	A	ES	C		0.531	M		18.3	M	0.15	A		0.30	>	4.15		>		0.35	2	0		
0	1999 TY2	1999 TY2	NEA	T	S	D		0.07	L		23.1	M	0.15	A		0.20		0.1213				0.68	3	0		
0	1999 VT	1999 VT	NEA	A	S	C		0.341	M		19.7	M	0.15	A		0.20		44.7				0.60	2-	0		
0	2000 AG6	2000 AG6	NEA	A	S	D		0.033	L		24.80	M	0.15	A		0.20		0.0766				0.8	3	0		
0	2000 DO8	2000 DO8	NEA	T	S	D		0.037	L		24.54	M	0.15	A		0.20		0.0217				1.39	3	0		
0	2000 EB14	2000 EB14	NEA	A	S	D		0.051	L		23.81	M	0.15	A		0.20		1.79				1.7	2	0		
0	2000 HB24	2000 HB24	NEA	A	S	D		0.05	L		23.95	M	0.15	A		0.20		0.2176				0.24	3	0		
0	2000 RE52	2000 RE52	NEA	A	S	C		0.103	M		22.3	M	0.15	A		0.20		4.909				0.9	3	0		
0	2000 UO30	2000 UO30	NEA	A	S	D		0.04	L		24.3	M	0.15	A		0.20		0.578			0.17	0.21	3-	0		
0	2000 WG10	2000 WG10	NEA	A	S	D		0.039	L		24.4	M	0.15	A		0.20		0.228			0.41	0.48	3-	0		
0	2000 WG63	2000 WG63	NEA	A	S	D		0.07	L		23.2	M	0.15	A		0.20		0.1383			0.29	0.43	3-	0		
0	2000 WH10	2000 WH10	NEA	A	S	D		0.094	L		22.5	M	0.15	A		0.20		0.02221			0.50	0.66	3-	0		
0	2000 WQ148	2000 WQ148	NEA	A	S	D		0.086	L		22.7	M	0.15	A		0.20		0.1659			0.28	0.30	3	0		
0	2000 WS28	2000 WS28	NEA	A	S	D		0.057	L		23.6	M	0.15	A		0.20		0.03646			0.35	0.36	3-	0		
0	2001 DS8	2001 DS8	NEA	A	S	D		0.08	L		22.8	M	0.15	A		0.20		0.531			0.25	0.46	3-	0		
0	2001 JV1	2001 JV1	NEA	A	S	C		0.156	M		21.4	M	0.15	A		0.20	<	29.					2	0		RNT0
0	2001 KU66	2001 KU66	NEA	A	S	D		0.045	L		24.1	M	0.15	A		0.20		0.87			0.53	0.55	3-	0		
0	2001 OU36	2001 OU36	MB-O	A	C	C		3.10	T		16.27	L	0.15	A		0.057		4.23				1.38	2	0		
0	2001 PC	2001 PC	MB-O	A	C	C		3.35	M		16.1	M	0.15	A		0.057		10.26				0.21	2	0		
0	2001 QE34	2001 QE34	NEA	A	S	C		0.471	M		19.0	M	0.15	A		0.20		3.780				0.10	2-	0		
0	2001 SQ3	2001 SQ3	NEA	A	S	D		0.14	L		21.6	M	0.15	A		0.20		0.06248				0.39	3-	0		
0	2001 UF5	2001 UF5	NEA	A	S	D		0.10	L		22.4	M	0.15	A		0.20		0.261			0.59	0.60	3	0		
0	2001 VF2	2001 VF2	NEA	A	S	D		0.25	L		20.4	M	0.15	A		0.20		1.39			0.40	0.42	3-	0		
0	2001 WJ4	2001 WJ4	NEA	A	S	D		0.01	L		27.4	M	0.15	A		0.20		0.904			0.87	0.93	3	0		
0	2001 WR5	2001 WR5	NEA	A	S	D		0.08	L		22.9	M	0.15	A		0.20		0.358			0.57	0.63	3	0		
0	2001 XU4	2001 XU4	NEA	A	S	D		0.054	L		23.7	M	0.15	A		0.20		0.46			0.65	0.76	2	0		
0	2002 EC	2002 EC	NEA	T	X	D		0.065	L		23.4	M	0.15	A		0.18		6.169				0.57	3-	0		
0	2002 EX8	2002 EX8	NEA	A	S	C		0.206	M		20.8	M	0.15	A		0.20		5.45				0.27	2-	0		
0	2002 GH32	2002 GH32	TNO	A	C	C		192.10	M		6.7	M	0.15	A		0.10		3.98				0.36	2	0		
0	2002 LY1	2002 LY1	NEA	A	S	C		0.103	M		22.3	M	0.15	A		0.20		3.204				1.24	3-	0		
0	2002 RE200	2002 RE200	V	A	S	C		1.03	T		17.31	L	0.15	A		0.20		4.97				0.89	2	0		
0	2002 RH291	2002 RH291	FLOR	A	S	C		0.819	M		17.6	M	0.15	A		0.24		5.3				1.2	2-	0		
0	2002 TA114	2002 TA114	MB-O	A	C	C		1.60	M		17.7	M	0.15	A		0.057		3.84				0.33	2	0		
0	2002 TR302	2002 TR302	MB-O	A	C	C		3.06	M		16.3	M	0.15	A		0.057		4.26				0.63	2	0		
0	2002 UK11	2002 UK11	NEA	A	S	D		0.14	L		21.7	M	0.15	A		0.20		8.				1.2	2+	0		
0	2003 EG16	2003 EG16	NEA	A	S	C		0.410	M		19.3	M	0.15	A		0.20		7.079				1.38	3	0		
0	2003 HA57	2003 HA57	TNO	A	C	C		100.81	M		8.1	M	0.15	A		0.10		6.44				0.31	2	0		
0	2003 MS2	2003 MS2	NEA	A	S	C		0.163	M		21.3	M	0.15	A		0.20		7.				0.5	2	1		T0
0	2003 SB258	2003 SB258	MB-O	A	C	C		1.90	T		17.33	L	0.15	A		0.057		8.65				0.74	2	0		
0	2003 SQ317	2003 SQ317	TNO	A	C	C		201.15	M		6.6	M	0.15	A		0.10		7.210			0.85	1.0	3	0		
0	2003 SR84	2003 SR84	NEA	A	S	D		0.024	L		25.44	L	0.24	A		0.20		2.352			0.83	0.88	3	0		
0	2003 UN335	2003 UN335	FLOR	A	S	C		0.411	M		19.1	M	0.15	A		0.24		19.67				0.56	2	0		
0	2004 BB75	2004 BB75	NEA	A	S	D		0.07	L		23.1	M	0.15	A		0.20	>	3.		>		0.35	2	0		
0	2004 BO139	2004 BO139	MB-O	A	C	C		1.80	T		17.45	L	0.15	A		0.057		7.93				0.63	2	0		
0	2004 BV18	2004 BV18	NEA	A	S	D		0.02	L		25.9	M	0.15	A		0.20		0.0565			0.16	0.22	3-	0		
0	2004 BW18	2004 BW18	NEA	A	S	D		0.094	L		22.5	M	0.15	A		0.20		8.29			0.21	0.22	3-	0		
0	2004 FF29	2004 FF29	NEA	A	S	D		0.64	L		18.35	M	0.15	A		0.20		6.009				0.60	3	0		
0	2004 GD2	2004 GD2	NEA	A	S	D		0.04	L		24.3	M	0.15	A		0.20		0.23538			0.78	0.88	3-	0		
0	2004 KF17	2004 KF17	NEA	A	S	C		0.018	M		26.1	M	0.15	A		0.20		0.249				0.34	2+	0		
0	2004 MW2	2004 MW2	NEA	A	S	C		0.410	M		19.3	M	0.15	A		0.20		3.63				0.44	2-	0		
0	2004 TT357	2004 TT357	TNO	A	C	C		105.57	M		8.0	M	0.15	A		0.10		7.79			0.73	0.76	3	0		
0	2004 UE	2004 UE	NEA	A	S	C		0.188	M		21.0	M	0.15	A		0.20		5.6				0.98	2+	0		
0	2004 XK3	2004 XK3	NEA	A	S	C		0.039	M		24.4	M	0.15	A		0.20		0.484				0.20	2-	0		
0	2004 XP14	2004 XP14	NEA	A	S	L		0.300	M		19.4	M	0.15	D		0.341	>	100.					2	0		ORNT0
0	2005 CR37	2005 CR37	NEA	A	S	L		1.0	M		18.9	M	0.15	D		0.0486		5.6			1.	1.1	2	0		
0	2005 GB34	2005 GB34	NEA	A	S	D		0.025	L		25.4	M	0.15	A		0.20		0.520			0.36	0.38	2+	0		
0	2005 OE3	2005 OE3	NEA	A	S	C		0.259	M		20.3	M	0.15	A		0.20	>	100.					2	0		RNT0
0	2005 QX175	2005 QX175	MB-I	A	S	C		0.593	M		18.5	M	0.15	A		0.20		3.56				0.54	2	0		
0	2005 RB	2005 RB	NEA	A	S	C		0.259	M		20.3	M	0.15	A		0.20		8.270			0.57	1.13	3	0		
0	2005 SD76	2005 SD76	MB-I	A	S	C		0.430	M		19.2	M	0.15	A		0.20		5.56				0.46	2	0		
0	2005 SH93	2005 SH93	MB-I	A	S	C		0.681	M		18.2	M	0.15	A		0.20		6.54				0.29	2	0		
0	2005 SK146	2005 SK146	V	A	S	C		0.845	T		17.73	L	0.15	A		0.20		10.43				0.74	2	0		
0	2005 SV60	2005 SV60	MB-I	A	S	C		0.650	M		18.3	M	0.15	A		0.20		12.24				0.37	2	0		
0	2005 TB27	2005 TB27	MB-O	A	C	C		2.22	M		17.0	M	0.15	A		0.057		6.56				0.24	2	0		
0	2005 TF	2005 TF	NEA	A	S	C		0.271	M		20.2	M	0.15	A		0.20		2.57			0.20	0.32	2	0		
0	2005 UW5	2005 UW5	NEA	A	S	C		0.009	M		27.5	M	0.15	A		0.20		0.2406				0.24	2	0		
0	2005 VL99	2005 VL99	MB-O	A	C	C		1.60	M		17.7	M	0.15	A		0.057		8.89				1.04	2	0		
0	2005 WD	2005 WD	NEA	A	S	C		0.121	T		21.95	L	0.24	A		0.20		2.927				0.10	2-	0		
0	2005 YT261	2005 YT261	MB-I	A	S	C		0.681	M		18.2	M	0.15	A		0.20		72.73				1.20	2	0		
0	2006 AM4	2006 AM4	NEA	A	S	C		0.130	M		21.8	M	0.15	A		0.20		0.0847				1.01	3	0		
0	2006 BN55	2006 BN55	NEA	A	S	C		0.326	M		19.8	M	0.15	A		0.20		2.828				0.10	2	0		
0	2006 BZ8	2006 BZ8	CEN	A	C	C		8.05	M		14.2	M	0.15	A		0.057		5.960				0.35	3	0		
0	2006 CL9	2006 CL9	NEA	A	S	C		0.082	M		22.8	M	0.15	A		0.20		0.1463			0.35	0.39	2+	0		
0	2006 DD1	2006 DD1	NEA	A	S	C		0.015	M		26.5	M	0.15	A		0.20		0.0456				0.93	3-	0		
0	2006 EC1	2006 EC1	NEA	A	S	C		0.593	M		18.5	M	0.15	A		0.20		5.15				0.25	3-	0		
0	2006 HU50	2006 HU50	NEA	A	S	C		0.034	M		24.7	M	0.15	A		0.20		0.444				0.50	3	0		
0	2006 HW50	2006 HW50	NEA	A	S	C		0.039	M		24.4	M	0.15	A		0.20		0.0291				0.32	3-	0		
0	2006 HX30	2006 HX30	NEA	A	S	C		0.017	M		26.2	M	0.15	A		0.20		0.0966				0.41	2+	0		
0	2006 KC	2006 KC	NEA	A	S	C		0.108	M		22.2	M	0.15	A		0.20		0.65				0.19	2	0		
0	2006 KE	2006 KE	NEA	A	S	C		0.374	M		19.5	M	0.15	A		0.20		6.96				0.43	2-	0		
0	2006 KS38	2006 KS38	NEA	A	S	C		0.049	M		23.9	M	0.15	A		0.20		0.68				0.55	3	0		
0	2006 PA1	2006 PA1	NEA	A	S	C		0.341	M		19.7	M	0.15	A		0.20		4.44				0.06	2-	0		
0	2006 QN54	2006 QN54	MB-I	A	S	C		0.681	M		18.2	M	0.15	A		0.20		5.22				0.64	2	0		
0	2006 SF118	2006 SF118	MB-O	A	C	C		1.40	M		18.0	M	0.15	A		0.057		29.27				0.58	2	0		
0	2006 SF77	2006 SF77	NEA	A	S	C		0.142	M		21.6	M	0.15	A		0.20		0.312				0.38	3-	0		
0	2006 SK309	2006 SK309	MB-O	A	C	C		2.02	M		17.2	M	0.15	A		0.057		16.44				0.61	2	0		
0	2006 SP177	2006 SP177	MB-O	A	C	C		1.76	M		17.5	M	0.15	A		0.057		19.88				0.5	2-	0		
0	2006 SQ242	2006 SQ242	MB-M	A	S	C		1.27	M		17.6	M	0.15	A		0.10		51.6		>		0.8	2-	0		T0
0	2006 SX170	2006 SX170	KOR	A	S	C		0.819	M		17.6	M	0.15	A		0.24		3.10				0.65	2	0		
0	2006 UA216	2006 UA216	NEA	A	S	C		0.057	M		23.6	M	0.15	A		0.20		2.5037				0.68	2+	0		
0	2006 XY	2006 XY	NEA	A	S	C		0.043	M		24.2	M	0.15	A		0.20		0.0830902			0.75	1.33	3	0		
0	2006 YH14	2006 YH14	NEA	A	S	C		0.068	M		23.2	M	0.15	A		0.20		0.4251				1.1	2	0		
0	2007 AH12	2007 AH12	NEA	A	S	C		0.236	M		20.5	M	0.15	A		0.20		1.803				0.04	2-	0		
0	2007 BD	2007 BD	NEA	A	S	C		0.025	M		25.4	M	0.15	A		0.20		0.10065				0.32	3	0		
0	2007 CX50	2007 CX50	NEA	A	S	C		0.034	M		24.7	M	0.15	A		0.20		1.45				0.8	2	0		
0	2007 DA	2007 DA	NEA	A	S	C		0.098	M		22.4	M	0.15	A		0.20		0.074				0.99	2	0		
0	2007 DD	2007 DD	NEA	A	S	C		0.020	M		25.9	M	0.15	A		0.20		0.07429				0.70	2+	0		
0	2007 DX	2007 DX	NEA	A	S	C		0.086	M		22.7	M	0.15	A		0.20		0.212400				0.9	3	0		
0	2007 EA26	2007 EA26	NEA	A	S	C		0.206	M		20.8	M	0.15	A		0.20		65.0				0.56	3-	0		
0	2007 ED125	2007 ED125	NEA	A	S	C		0.188	M		21.0	M	0.15	A		0.20		5.620				0.55	3-	0		
0	2007 EO	2007 EO	NEA	A	S	C		0.082	M		22.8	M	0.15	A		0.20		2.4				1.2	2	0		
0	2007 GQ3	2007 GQ3	NEA	A	S	C		0.118	M		22.0	M	0.15	A		0.20		0.0602				0.54	3-	0		
0	2007 GU1	2007 GU1	NEA	A	S	C		0.030	M		25.0	M	0.15	A		0.20		4.5				0.8	2-	0		
0	2007 HA	2007 HA	NEA	A	S	C		0.259	M		20.3	M	0.15	A		0.20		4.65				0.34	2	0		
0	2007 HL4	2007 HL4	NEA	A	S	C		0.043	M		24.2	M	0.15	A		0.20		1.48				0.55	2+	0		
0	2007 KE	2007 KE	NEA	A	S	C		0.094	M		22.5	M	0.15	A		0.20		0.731				0.80	2+	0		
0	2007 KE4	2007 KE4	NEA	A	S	C		0.027	M		25.2	M	0.15	A		0.20		0.021408				0.38	3-	0		
0	2007 LT	2007 LT	NEA	A	S	C		0.090	M		22.6	M	0.15	A		0.20		0.044583				0.53	3-	0		
0	2007 LW19	2007 LW19	NEA	A	S	C		0.059	M		23.5	M	0.15	A		0.20		0.10169				0.60	3	0		
0	2007 PF28	2007 PF28	NEA	A	S	C		0.450	M		19.1	M	0.15	A		0.20		22.1				0.31	2-	0		T0
0	2007 RE2	2007 RE2	NEA	A	S	C		0.082	M		22.8	M	0.15	A		0.20		1.0				0.5	2	0		
0	2007 RU9	2007 RU9	NEA	A	S	C		0.215	M		20.7	M	0.15	A		0.20		3.31				0.15	2-	0		
0	2007 RY9	2007 RY9	NEA	A	S	C		0.062	M		23.4	M	0.15	A		0.20		1.2				0.6	2-	0		
0	2007 TC310	2007 TC310	MB-O	A	C	C		1.53	M		17.8	M	0.15	A		0.057		6.37				0.77	2	0		
0	2007 TG25	2007 TG25	NEA	A	S	C		0.471	M		19.0	M	0.15	A		0.20		11.076				0.78	3	0		
0	2007 TS24	2007 TS24	NEA	A	S	C		0.065	M		23.3	M	0.15	A		0.20		1.0				1.3	2-	0		
0	2007 TU18	2007 TU18	NEA	A	S	C		0.030	M		25.0	M	0.15	A		0.20		0.271				0.45	2+	0		
0	2007 UC2	2007 UC2	NEA	A	S	C		0.075	M		23.0	M	0.15	A		0.20		0.527				0.40	2-	0		
0	2007 UG6	2007 UG6	NEA	A	S	C		0.075	M		23.0	M	0.15	A		0.20		1.82				0.8	2	0		
0	2007 UL12	2007 UL12	NEA	A	S	C		0.179	M		21.1	M	0.15	A		0.20		5.43			0.09	0.23	3	0		
0	2007 VD12	2007 VD12	NEA	A	S	C		0.311	M		19.9	M	0.15	A		0.20		7.418				0.60	3	0		
0	2007 VV83	2007 VV83	NEA	A	S	C		0.034	M		24.7	M	0.15	A		0.20		0.15392				0.75	2+	0		
0	2007 VY33	2007 VY33	MB-O	A	C	C		1.68	M		17.6	M	0.15	A		0.057		6.28				0.80	2	0		
0	2007 XO3	2007 XO3	NEA	A	S	C		0.078	M		22.9	M	0.15	A		0.20		0.2530				0.55	3-	0		
0	2008 CL1	2008 CL1	NEA	A	S	C		0.374	M		19.5	M	0.15	A		0.20		2.624				0.07	2+	0		
0	2008 CP	2008 CP	NEA	A	S	C		0.045	M		24.1	M	0.15	A		0.20		0.83253				0.50	3	0		
0	2008 DG4	2008 DG4	NEA	A	S	C		0.052	M		23.8	M	0.15	A		0.20		0.2179				0.25	2+	0		
0	2008 FB69	2008 FB69	MB-O	A	C	C		3.51	M		16.0	M	0.15	A		0.057		15.79				0.39	2	0		
0	2008 HJ	2008 HJ	NEA	A	S	C		0.021	M		25.8	M	0.15	A		0.20		0.01185				0.80	3-	0		
0	2008 JL24	2008 JL24	NEA	A	S	C		0.004	M		29.6	M	0.15	A		0.20		0.05385				0.60	3-	0		
0	2008 JT35	2008 JT35	NEA	A	S	C		0.163	M		21.3	M	0.15	A		0.20		3.102				0.15	3	0		
0	2008 QS11	2008 QS11	NEA	A	S	C		0.311	M		19.9	M	0.15	A		0.20		46.65			0.19	0.30	2	0		T0
0	2008 SA	2008 SA	NEA	A	S	C		0.030	M		25.0	M	0.15	A		0.20		0.1297				0.13	2	0		
0	2008 SE	2008 SE	NEA	A	S	C		0.392	M		19.4	M	0.15	A		0.20		4.57			0.50	0.84	2+	0		
0	2008 SR1	2008 SR1	NEA	A	S	C		0.259	M		20.3	M	0.15	A		0.20		10.9				0.5	2-	0		
0	2008 SV11	2008 SV11	NEA	A	S	C		0.621	M		18.4	M	0.15	A		0.20		32.4				0.50	3-	0		T0
0	2008 TG161	2008 TG161	HIL	A	C	C		2.32	M		16.9	M	0.15	A		0.057		4.54				0.53	2	0		
0	2008 TT26	2008 TT26	NEA	A	S	C		0.057	M		23.6	M	0.15	A		0.20		7.1			0.50	0.73	3-	0		
0	2008 TY9	2008 TY9	NEA	A	S	C		0.031	M		24.9	M	0.15	A		0.20		0.1924				0.35	3-	0		
0	2008 UE7	2008 UE7	NEA	A	S	C		0.247	M		20.4	M	0.15	A		0.20		3.251				0.15	2	0		
0	2008 UP100	2008 UP100	NEA	A	S	C		0.049	M		23.9	M	0.15	A		0.20		9.01				1.95	3-	0		
0	2008 US4	2008 US4	NEA	A	S	C		0.196	M		20.9	M	0.15	A		0.20		5.200			0.16	0.17	3-	0		
0	2008 UT5	2008 UT5	NEA	A	S	C		0.037	M		24.5	M	0.15	A		0.20		0.07123				0.38	2-	0		
0	2008 VH14	2008 VH14	NEA	A	S	C		0.057	M		23.6	M	0.15	A		0.20		7.5				0.7	2-	0		
0	2008 WD14	2008 WD14	NEA	A	S	C		0.057	L		23.16	L	0.43	A		0.3		0.153051				0.68	3	0		
0	2008 WL60	2008 WL60	NEA	A	S	C		0.746	M		18.0	M	0.15	A		0.20		2.6076			0.22	0.25	2	0		
0	2008 WY94	2008 WY94	NEA	A	S	C		0.023	M		25.6	M	0.15	A		0.20		0.364536				1.8	3	0		
0	2008 YZ32	2008 YZ32	NEA	A	S	C		0.284	M		20.1	M	0.15	A		0.20		0.0963683				0.39	3	0		
0	2008 YZ81	2008 YZ81	MB-M	A	SC	C		1.27	M		17.6	M	0.15	A		0.10		2.98				0.30	2	0		
0	2009 BF2	2009 BF2	NEA	A	S	C		0.020	M		25.9	M	0.15	A		0.20		0.01593				0.80	3	0		
0	2009 DL1	2009 DL1	NEA	A	S	C		0.471	M		19.0	M	0.15	A		0.20		31.83				0.35	2+	0		
0	2009 DO111	2009 DO111	NEA	A	S	C		0.082	M		22.8	M	0.15	A		0.20		0.04890			0.41	1.22	3	0		
0	2009 EW	2009 EW	NEA	A	S	C		0.016	M		26.4	M	0.15	A		0.20		0.06363				1.50	2-	0		
0	2009 FH	2009 FH	NEA	A	S	C		0.014	M		26.6	M	0.15	A		0.20		0.1073				0.30	3	0		
0	2009 HG60	2009 HG60	NEA	A	S	C		0.086	M		22.7	M	0.15	A		0.20		0.18835				0.40	3	0		
0	2009 HM82	2009 HM82	NEA	A	S	C		0.090	M		22.6	M	0.15	A		0.20		0.1270467			0.50	1.03	3	0		
0	2009 KL8	2009 KL8	NEA	A	S	C		0.041	M		24.3	M	0.15	A		0.20		0.0447				0.75	2-	0		
0	2009 KW2	2009 KW2	NEA	A	S	C		0.014	M		26.6	M	0.15	A		0.20		0.05686				0.70	3-	0		
0	2009 MC9	2009 MC9	NEA	A	S	C		0.713	M		18.1	M	0.15	A		0.20		4.789				0.84	3	0		
0	2009 NH	2009 NH	NEA	A	S	C		0.541	M		18.7	M	0.15	A		0.20		3.033				0.13	3-	0		
0	2009 QH34	2009 QH34	NEA	A	S	C		0.031	M		24.9	M	0.15	A		0.20		0.034303				0.50	2+	0		
0	2009 SJ326	2009 SJ326	MB-I	A	S	C		0.811	T		17.82	L	0.15	A		0.20		5.11				0.52	2	0		
0	2009 TK12	2009 TK12	NEA	A	S	C		0.225	M		20.6	M	0.15	A		0.20		4.167				0.72	3-	0		
0	2009 UD	2009 UD	NEA	A	S	C		0.011	M		27.2	M	0.15	A		0.20		0.023246				0.66	2+	0		
0	2009 UG	2009 UG	NEA	A	S	C		0.065	M		23.3	M	0.15	A		0.20		5.88				0.38	3-	0		
0	2009 UO3	2009 UO3	NEA	A	S	C		0.075	M		23.0	M	0.15	A		0.20		0.8150833				0.80	3-	0		
0	2009 UU1	2009 UU1	NEA	A	S	C		0.034	M		24.7	M	0.15	A		0.20		0.12367			1.25	2.2	3	0		
0	2009 VT65	2009 VT65	NYSA	A	S	C		0.429	T		19.15	L	0.15	A		0.21		3.10				0.89	2	0		
0	2009 WV51	2009 WV51	NEA	A	S	C		0.011	M		27.1	M	0.15	A		0.20		0.07660				1.0	2+	0		
0	2009 WX163	2009 WX163	FLOR	A	S	C		0.494	M		18.7	M	0.15	A		0.24		39.67				0.49	2	0		
0	2010 AF30	2010 AF30	NEA	A	S	C		0.136	M		21.7	M	0.15	A		0.20		2.60				0.06	2-	0		
0	2010 AL30	2010 AL30	NEA	A	S	C		0.011	M		27.2	M	0.15	A		0.20		0.14660			0.21	0.23	3	0		
0	2010 CN185	2010 CN185	MB-O	A	C	C		3.64	T		15.92	L	0.15	A		0.057		3.08				0.34	2-	0		
0	2010 EX11	2010 EX11	NEA	A	S	C		0.045	M		24.1	M	0.15	A		0.20		9.4				0.32	2-	0		
0	2010 FC81	2010 FC81	NEA	A	S	C		0.130	M		21.8	M	0.15	A		0.20		0.3263			0.37	0.43	3-	0		
0	2010 GF7	2010 GF7	NEA	A	S	C		0.020	M		25.9	M	0.15	A		0.20		0.03181				0.8	2-	0		
0	2010 JL88	2010 JL88	NEA	A	S	C		0.013	M		26.8	M	0.15	A		0.20		0.0068295				0.52	3	0		
0	2010 JO71	2010 JO71	NEA	A	S	L		0.037	L		23.9	L	0.15	L		0.349		0.4561				0.40	2-	0		
0	2010 JV34	2010 JV34	NEA	A	S	C		0.206	M		20.8	M	0.15	A		0.20		2.7824			0.15	0.17	3	0		
0	2010 KK37	2010 KK37	NEA	A	S	C		0.022	M		25.7	M	0.15	A		0.20		0.0284254				0.30	3-	0		
0	2010 LF86	2010 LF86	NEA	A	S	C		1.08	M		17.2	M	0.15	A		0.20		4.445			0.40	0.45	3	0		
0	2010 NR1	2010 NR1	NEA	A	S	C		0.130	M		21.8	M	0.15	A		0.20		0.89				1.8	2-	0		
0	2010 OE84	2010 OE84	MB-M	A	SC	C		2.11	M		16.5	M	0.15	A		0.10		8.81				0.63	2	0		
0	2010 SC41	2010 SC41	NEA	A	S	C		0.326	M		19.8	M	0.15	A		0.20		5.665				0.36	3-	0		
0	2010 TC55	2010 TC55	NEA	A	S	C		0.259	M		20.3	M	0.15	A		0.20		2.446			0.11	0.14	2	0		
0	2010 TD54	2010 TD54	NEA	A	S	C		0.005	M		28.9	M	0.15	A		0.20		0.0229317				0.92	3	0		
0	2010 TG19	2010 TG19	NEA	A	S	C		0.049	M		23.9	M	0.15	A		0.20		0.0193935				1.1	3	0		
0	2010 TU5	2010 TU5	NEA	A	S	C		0.493	M		18.9	M	0.15	A		0.20		8.830			1.09	1.20	3	0		
0	2010 TX168	2010 TX168	NEA	A	S	C		0.297	M		20.0	M	0.15	A		0.20		8.38				0.09	2-	0		
0	2010 UJ7	2010 UJ7	NEA	A	S	C		0.025	M		25.4	M	0.15	A		0.20		0.05305				0.9	2-	0		
0	2010 VB1	2010 VB1	NEA	A	S	C		0.068	M		23.2	M	0.15	A		0.20		0.18919			0.61	0.99	3	0		
0	2010 VK139	2010 VK139	NEA	A	S	C		0.054	M		23.7	M	0.15	A		0.20		0.0299522				0.5	3	0		
0	2010 VU198	2010 VU198	NEA	A	S	C		0.566	M		18.6	M	0.15	A		0.20		2.722				0.22	2+	0		
0	2010 WA	2010 WA	NEA	A	S	C		0.003	M		30.0	M	0.15	A		0.20		0.0085799				0.22	3	0		
0	2010 WA9	2010 WA9	NEA	A	S	C		0.023	M		25.6	M	0.15	A		0.20		0.097				1.3	2+	0		
0	2010 WG9	2010 WG9	TNO	A	C	C		91.94	M		8.3	M	0.15	A		0.10		263.8				0.14	2	0		
0	2010 XE11	2010 XE11	NEA	A	S	C		0.075	M		23.0	M	0.15	A		0.20		0.0265846				0.5	3	0		
0	2010 XM56	2010 XM56	NEA	A	S	C		0.028	M		25.1	M	0.15	A		0.20		2.35				2.3	2+	0		
0	2011 AL37	2011 AL37	NEA	A	S	C		0.041	M		24.3	M	0.15	A		0.20		0.109261				0.37	3	0		
