"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.950367748E1,-4.909294248E-1,7.619476318E-2,1.874129474E-2
5.950873107E1,-5.127817988E-1,7.461738586E-2,2.452954650E-2
5.951378467E1,-5.213189721E-1,8.374691010E-2,2.205098607E-2
5.951883831E1,-5.298767090E-1,8.806324005E-2,2.082407102E-2
5.952389191E1,-5.524719954E-1,8.760452271E-2,2.540732920E-2
5.952894550E1,-5.665701628E-1,1.025915146E-1,1.459585689E-2
5.953399909E1,-5.593357682E-1,8.779144287E-2,1.685616188E-2
5.953905274E1,-5.864661932E-1,9.805107117E-2,1.800220087E-2
5.954410633E1,-5.931150317E-1,8.449172974E-2,2.145221457E-2
5.954915993E1,-5.914752483E-1,8.174228668E-2,1.773665845E-2
5.955421352E1,-6.099085808E-1,6.359004974E-2,1.896591485E-2
5.955926717E1,-6.211116314E-1,7.883834839E-2,1.653441042E-2
5.956432076E1,-6.381417513E-1,7.853698730E-2,3.317744285E-2
5.956937435E1,-6.513631940E-1,8.180618286E-2,2.351767197E-2
5.957442795E1,-6.645354033E-1,9.099197388E-2,9.416537359E-4
5.957948159E1,-6.704002619E-1,7.280826569E-2,1.177712623E-2
5.958453519E1,-6.795805693E-1,7.733249664E-2,4.668825306E-3
5.958958878E1,-6.947110295E-1,7.352066040E-2,1.422455162E-2
5.959464237E1,-7.109481096E-1,6.974983215E-2,1.184749044E-2
5.959969602E1,-7.233678699E-1,7.195091248E-2,1.428203285E-2
5.960474961E1,-7.285616994E-1,7.058048248E-2,2.024335787E-2
5.960980321E1,-7.454466820E-1,8.109474182E-2,1.784704439E-2
5.961485680E1,-7.431526184E-1,5.591583252E-2,1.894097775E-2
5.961991045E1,-7.597195506E-1,7.012176514E-2,1.775512099E-2
5.962496404E1,-7.690562606E-1,7.234764099E-2,1.181732398E-2
5.963001764E1,-7.830182314E-1,6.743717194E-2,1.417621225E-2
5.963507123E1,-7.944443226E-1,7.444381714E-2,8.266004734E-3
5.964012487E1,-7.985621691E-1,5.171775818E-2,7.093816996E-3
5.964517847E1,-8.084595799E-1,5.292415619E-2,5.945968907E-3
5.965023206E1,-8.206030726E-1,4.818916321E-2,6.349571049E-5
5.965528566E1,-8.290083408E-1,4.468345642E-2,2.429870889E-3
5.966033930E1,-8.384851217E-1,6.732845306E-2,4.747408442E-3
5.966539290E1,-8.513228893E-1,7.435226440E-2,1.317751873E-2
5.967044649E1,-8.604623675E-1,6.588840485E-2,1.082092151E-2
5.967550014E1,-8.622668982E-1,5.868339539E-2,1.903612912E-2
5.968055373E1,-8.794730902E-1,5.035400391E-2,1.068138052E-2
5.968560732E1,-8.739512563E-1,6.465435028E-2,9.426443838E-3
5.969066092E1,-8.967680931E-1,5.271434784E-2,9.474520572E-3
5.969571451E1,-8.942689896E-1,6.223583221E-2,2.033232711E-2
5.970076816E1,-8.988830447E-1,3.725624084E-2,1.676183194E-2
5.970582175E1,-9.116920233E-1,3.385353088E-2,1.078694779E-2
5.971087534E1,-9.182919264E-1,4.709339142E-2,2.024700306E-2
5.971592899E1,-9.129205942E-1,3.173446655E-2,1.433406398E-2
5.972098258E1,-9.277436137E-1,3.787136078E-2,1.191233471E-2
5.972603618E1,-9.374066591E-1,3.326606750E-2,1.436049677E-2
5.973108977E1,-9.362598658E-1,5.006504059E-2,1.663459092E-2
5.973614342E1,-9.421995878E-1,4.535770416E-2,5.926294718E-3
5.974119701E1,-9.454576969E-1,1.931381226E-2,1.308438182E-2
5.974625060E1,-9.641204476E-1,6.546974182E-3,1.897712983E-2
5.975130420E1,-9.527530670E-1,6.936073303E-3,1.300035976E-2
5.975635784E1,-9.556493759E-1,1.206779480E-2,8.275626227E-3
5.976141144E1,-9.702403545E-1,2.071285248E-2,2.254964039E-2
5.976646503E1,-9.775261879E-1,1.029205322E-2,9.389645420E-3
5.977151862E1,-9.857411385E-1,2.368927002E-2,1.183120720E-2
5.977657227E1,-9.878914952E-1,2.510452271E-2,1.298814919E-2
5.978162586E1,-9.886243939E-1,3.718185425E-2,1.168480515E-2
5.978667946E1,-9.904623032E-1,3.728485107E-2,1.173309330E-2
5.979173305E1,-9.980382919E-1,1.719951630E-2,1.173408888E-2
5.979678670E1,-1.016128659E0,9.146690369E-3,3.377256449E-3
5.980184029E1,-1.004330397E0,-5.962371826E-3,8.196178824E-3
5.980689388E1,-9.936957359E-1,-1.959800720E-3,1.299362909E-2
5.981194753E1,-1.006557584E0,6.744384766E-3,9.349224158E-3
5.981700112E1,-1.020468712E0,-3.619194031E-3,1.537838299E-2
5.982205472E1,-1.016260505E0,2.710342407E-3,8.180372417E-3
5.982710831E1,-1.018997312E0,1.609992981E-2,1.650461182E-2
5.983216196E1,-1.015790939E0,9.197235107E-3,2.608505264E-2
5.983721555E1,-1.012368560E0,-7.154464722E-3,1.638031751E-2
5.984226914E1,-1.020572424E0,1.104068756E-2,6.892122328E-3
5.984732274E1,-1.019256592E0,1.781463623E-3,1.524155214E-2
5.985237639E1,-1.002201557E0,-1.097488403E-2,-8.604651317E-3
5.985742998E1,-1.019531488E0,-1.082420349E-3,2.250849269E-3
5.986248357E1,-1.018895626E0,-1.026535034E-2,1.661978662E-2
5.986753717E1,-1.010914922E0,-5.140304565E-3,1.782839373E-2
5.987259081E1,-1.002803802E0,2.307891846E-3,1.298139431E-2
5.987764441E1,-1.018365383E0,-9.307861328E-3,1.181177795E-2
5.988269800E1,-1.020541906E0,-2.202510834E-2,1.651697047E-2
5.988775164E1,-1.037950516E0,-2.752208710E-2,8.241597563E-3
5.989280524E1,-1.020667434E0,-1.398658752E-2,1.889139228E-2
5.989785883E1,-1.005629539E0,-3.025627136E-2,1.881357469E-2
5.990291243E1,-1.011993408E0,-1.909160614E-2,2.112573013E-2
5.990796607E1,-1.009827614E0,-1.515293121E-2,1.398460008E-2
5.991301967E1,-1.009902596E0,-2.075099945E-2,2.227502503E-2
5.991807326E1,-1.022822380E0,-3.106212616E-2,1.634234935E-2
5.992312691E1,-1.012883186E0,-6.871223450E-3,5.544885993E-3
5.992818050E1,-1.006481886E0,-1.731395721E-2,1.493942738E-2
5.993323409E1,-1.007044315E0,-2.649307251E-2,1.843899675E-2
5.993828769E1,-9.931902885E-1,-4.272747040E-2,7.728856057E-3
5.994334133E1,-9.970759153E-1,-3.627967834E-2,1.846200973E-2
5.994839493E1,-9.912203550E-1,-2.277374268E-2,2.068840154E-2
5.995344852E1,-9.946376681E-1,-2.482414246E-2,1.940895803E-2
5.995850211E1,-9.896109104E-1,-1.380538940E-2,1.456445642E-2
5.996355576E1,-9.845652580E-1,-3.730964661E-2,1.696141809E-2
5.996860935E1,-9.721363783E-1,-3.807449341E-2,1.448184066E-2
5.997366295E1,-9.977368116E-1,-2.103137970E-2,1.559989434E-2
5.997871659E1,-9.825361967E-1,-2.550792694E-2,2.147098072E-2
5.998377019E1,-9.565665722E-1,-2.520751953E-2,2.728024498E-2
5.998882378E1,-9.603085518E-1,-2.848052979E-2,6.969279610E-3
5.999387737E1,-9.542502165E-1,-2.698802948E-2,1.405410469E-2
5.999893102E1,-9.492781162E-1,-1.720523834E-2,6.863767281E-3
6.000398461E1,-9.536925554E-1,-2.294254303E-2,2.171187662E-3
6.000903821E1,-9.436739087E-1,-2.982425690E-2,5.705675110E-3
6.001409185E1,-9.346080422E-1,-3.191184998E-2,3.320781980E-3
6.001914545E1,-9.254813790E-1,-3.161239624E-2,4.549213685E-3
6.002419904E1,-9.304637909E-1,-2.776145935E-2,5.825588480E-3
6.002925264E1,-9.233976603E-1,-2.513599396E-2,1.760949753E-2
6.003430628E1,-9.232859612E-1,-3.084850311E-2,1.160839945E-2
6.003935987E1,-9.039398432E-1,-3.295993805E-2,2.221545577E-2
6.004441347E1,-8.988485932E-1,-2.793407440E-2,1.739431545E-2
6.004946711E1,-8.865258694E-1,-2.651596069E-2,1.258314401E-2
6.005452071E1,-8.717352152E-1,-1.799297333E-2,2.208525874E-2
6.005957430E1,-8.688626289E-1,-1.310443878E-2,1.374992914E-2
6.006462790E1,-8.716467619E-1,-2.132129669E-2,1.134457905E-2
6.006968154E1,-8.493127823E-1,-2.828598022E-2,4.271158483E-3
6.007473514E1,-8.460068703E-1,-2.925968170E-2,1.040424686E-2
6.007978873E1,-8.413749933E-1,-3.497791290E-2,1.157225110E-2
6.008484232E1,-8.305739760E-1,-3.946495056E-2,1.520931162E-2
6.008989597E1,-8.221161962E-1,-3.204631805E-2,5.532040261E-3
6.009494956E1,-8.016312122E-1,-3.656291962E-2,1.265982352E-2
6.010000316E1,-8.072208762E-1,-4.104328156E-2,2.569451742E-2
6.010505680E1,-8.067076206E-1,-3.243064880E-2,1.820271369E-3
6.011011040E1,-7.881959081E-1,-2.863883972E-2,6.621066481E-3
6.011516399E1,-7.862305641E-1,-3.556442261E-2,3.072652034E-3
6.012021764E1,-7.698553801E-1,-2.581310272E-2,1.621781290E-2
6.012527123E1,-7.463732362E-1,-2.682590485E-2,1.934802160E-3
6.013032482E1,-7.501019835E-1,-2.308273315E-2,-3.572795540E-4
6.013537842E1,-7.311092615E-1,-1.937007904E-2,1.631761715E-2
6.014043206E1,-7.120479941E-1,-2.162170410E-2,1.504681166E-2
6.014548566E1,-7.000563145E-1,-1.198291779E-2,1.501966175E-2
6.015053925E1,-6.975703835E-1,-7.172584534E-3,1.374436915E-2
6.015559284E1,-6.699649096E-1,-2.258014679E-2,1.604175940E-2
6.016064649E1,-6.661192179E-1,-1.886272430E-2,1.007132605E-2
6.016570008E1,-6.443632841E-1,2.633094788E-3,1.007126831E-2
6.017075368E1,-6.510970592E-1,-4.538536072E-3,4.105278291E-3
6.017580732E1,-6.421158314E-1,1.090908051E-2,1.253964566E-2
6.018086092E1,-6.342754960E-1,4.864692688E-3,1.601966098E-2
6.018591451E1,-6.109171510E-1,-2.311706543E-3,1.832913794E-2
6.019096816E1,-5.981951952E-1,7.343292236E-5,8.718237281E-3
6.019602175E1,-5.925353765E-1,1.075267792E-2,3.935907502E-3
6.020107534E1,-5.844124556E-1,-2.391815186E-3,-1.932997722E-3
6.020612899E1,-5.690228343E-1,2.386093140E-3,8.760331199E-3
6.021118258E1,-5.406281352E-1,-1.179695129E-3,8.726297878E-3
6.021623618E1,-5.253009796E-1,-8.270263672E-3,5.207066424E-3
6.022128977E1,-5.265845656E-1,-1.048088074E-3,9.966215119E-3
6.022634342E1,-5.228670835E-1,-1.168537140E-2,1.238782331E-2
6.023139701E1,-5.047998428E-1,6.265640259E-3,1.238515321E-2
6.023645060E1,-4.844029844E-1,2.288532257E-2,1.006832905E-2
6.024150420E1,-4.711170495E-1,4.951477051E-3,1.115121506E-2
6.024655784E1,-4.506680667E-1,2.346038818E-4,1.342714205E-2
6.025161144E1,-4.362795949E-1,7.433891296E-3,6.263286807E-3
6.025666503E1,-4.323467910E-1,2.052402496E-2,1.574844681E-2
6.026171868E1,-4.319019914E-1,9.772300720E-3,1.331321895E-2
6.026677227E1,-3.993797302E-1,2.167320251E-2,2.520400472E-2
6.027182586E1,-3.989223242E-1,1.805591583E-2,2.975309640E-2
6.027687951E1,-3.852898479E-1,3.109741211E-2,2.601491474E-2
6.028193310E1,-3.715894520E-1,2.861309052E-2,8.093108423E-3
6.028698670E1,-3.495121300E-1,3.209686279E-2,1.397179440E-2
6.029204034E1,-3.430051804E-1,3.200054169E-2,9.118583053E-3
6.029709394E1,-3.174231648E-1,3.666591644E-2,6.696247961E-3
6.030214753E1,-3.013845086E-1,3.181076050E-2,1.745766774E-2
6.030720112E1,-2.935922444E-1,3.294467926E-2,1.149509288E-2
6.031225477E1,-2.811165154E-1,1.508522034E-2,1.506271958E-2
6.031730836E1,-2.589760721E-1,2.825737000E-2,1.499575097E-2
6.032236196E1,-2.512648702E-1,4.607772827E-2,1.020941790E-2
6.032741560E1,-2.290855944E-1,5.664634705E-2,1.502106432E-2
6.033246920E1,-2.188710570E-1,4.458522797E-2,6.689575501E-3
6.033752279E1,-2.122421265E-1,4.806995392E-2,1.624656469E-2
6.034257644E1,-1.912570894E-1,4.204654694E-2,1.857226342E-2
6.034763003E1,-1.763671339E-1,5.745220184E-2,1.486717537E-2
6.035268362E1,-1.650111377E-1,4.663085938E-2,1.956463791E-2
6.035773727E1,-1.464910209E-1,5.965518951E-2,2.303655632E-2
6.036279086E1,-1.279739439E-1,5.003547668E-2,1.701391488E-2
6.036784446E1,-1.082576513E-1,5.831909180E-2,3.353552893E-2
6.037289810E1,-9.348401427E-2,5.348682404E-2,2.372896299E-2
6.037795170E1,-7.746493816E-2,4.752635956E-2,1.526397467E-2
6.038300529E1,-7.334426045E-2,7.249641418E-2,1.292852685E-2
6.038805894E1,-3.947490454E-2,6.047534943E-2,1.635206491E-2
6.039311253E1,-3.548899293E-2,6.756305695E-2,1.280238573E-2
6.039816612E1,-3.019788861E-2,5.917835236E-2,8.008605801E-3
6.040321972E1,-7.144778967E-3,5.562400818E-2,7.926913910E-3
6.040827336E1,1.104357839E-2,7.942008972E-2,1.746368781E-2
6.041332696E1,9.051501751E-3,5.673980713E-2,2.457872406E-2
6.041838055E1,3.090813756E-2,7.700061798E-2,1.962703094E-2
6.042343420E1,3.485238552E-2,6.387042999E-2,2.188232727E-2
6.042848779E1,5.906486511E-2,6.274127960E-2,1.943508536E-2
6.043354139E1,8.666688204E-2,7.113170624E-2,3.129774705E-4
6.043859503E1,8.204859495E-2,8.065414429E-2,1.583119296E-2
6.044364862E1,1.072666049E-1,7.824707031E-2,9.731844068E-3
6.044870222E1,1.158218682E-1,6.994533539E-2,-9.883875027E-4
6.045375586E1,1.302109361E-1,7.240867615E-2,6.156682968E-3
6.045880946E1,1.504908800E-1,9.504795074E-2,6.164385006E-3
6.046386305E1,1.599788070E-1,7.834339142E-2,2.392220497E-2
6.046891670E1,1.896587312E-1,8.672428131E-2,2.740743756E-2
6.047397029E1,2.061090469E-1,9.267902374E-2,2.486697584E-2
6.047902389E1,2.034896612E-1,8.554172516E-2,9.232340381E-3
6.048407748E1,2.341905832E-1,9.747600555E-2,1.161089167E-2
6.048913112E1,2.634336352E-1,9.507656097E-2,4.457129631E-3
6.049418472E1,2.568508685E-1,9.152507782E-2,7.971193641E-3
6.049923831E1,2.598649263E-1,9.395408630E-2,4.390190355E-3
6.050429196E1,2.890602946E-1,7.976150513E-2,1.750460267E-2
6.050934555E1,3.085305989E-1,9.419155121E-2,1.859582029E-2
6.051439915E1,3.100777864E-1,9.783267975E-2,1.140974835E-2
6.051945279E1,3.341816068E-1,1.062068939E-1,1.970478892E-2
6.052450638E1,3.438698649E-1,1.026535034E-1,1.125348639E-2
6.052955998E1,3.522297740E-1,1.157569885E-1,6.434019655E-3
6.053461362E1,3.700470328E-1,1.062126160E-1,9.944836609E-3
6.053966722E1,3.784157038E-1,1.015214920E-1,2.820760012E-3
6.054472081E1,4.044752121E-1,1.040010452E-1,4.023776390E-3
6.054977446E1,4.101070464E-1,1.195278168E-1,4.360941239E-4
6.055482805E1,4.312145710E-1,9.458351135E-2,-7.345899940E-4
6.055988165E1,4.366534948E-1,1.019039154E-1,6.473460235E-3
6.056493529E1,4.503262937E-1,9.967708588E-2,1.602837071E-2
6.056998888E1,4.628187120E-1,1.046113968E-1,1.599329337E-2
6.057504248E1,4.810060859E-1,1.059436798E-1,2.067671344E-2
6.058009612E1,4.884640574E-1,9.303951263E-2,1.351598650E-2
6.058514972E1,5.029214025E-1,1.016178131E-1,6.342093460E-3
6.059020331E1,5.184450746E-1,1.208162308E-1,6.266102660E-3
6.059525696E1,5.374913812E-1,9.595298767E-2,8.655773476E-3
6.060031055E1,5.503977537E-1,1.092901230E-1,-8.015474305E-3
6.060536414E1,5.500628948E-1,1.011533737E-1,-7.897093892E-3
6.061041779E1,5.604143143E-1,1.037778854E-1,1.000745501E-2
6.061547139E1,5.790339112E-1,9.808444977E-2,2.061285637E-2
6.062052498E1,5.914719105E-1,9.600257874E-2,2.537742630E-2
6.062557862E1,6.015527844E-1,1.022672653E-1,9.717195295E-3
6.063063222E1,6.220664978E-1,1.001644135E-1,1.684652641E-2
6.063568581E1,6.304928064E-1,9.808444977E-2,7.331926841E-3
6.064073946E1,6.531388164E-1,8.772563934E-2,-4.531007726E-3
6.064579305E1,6.469545364E-1,9.762859344E-2,-1.155227236E-2
6.065084664E1,6.693867445E-1,1.086521149E-1,-1.834025607E-3
6.065590029E1,6.689867377E-1,8.397102356E-2,-2.969648223E-3
6.066095389E1,6.911134720E-1,8.324241638E-2,2.329626679E-2
6.066600748E1,7.106509209E-1,9.676933289E-2,2.204354852E-2
6.067106112E1,7.240142822E-1,9.237861633E-2,1.712354459E-2
6.067611472E1,7.170400620E-1,1.034612656E-1,1.826927066E-2
6.068116831E1,7.325871587E-1,9.189414978E-2,9.822672233E-3
6.068622196E1,7.479892969E-1,1.041717529E-1,-1.038765907E-2
6.069127555E1,7.418497801E-1,1.092262268E-1,-1.970667392E-2
6.069632915E1,7.558962107E-1,8.219051361E-2,-9.874494746E-3
6.070138279E1,7.577427030E-1,8.148002625E-2,1.170121413E-2
6.070643638E1,7.855980396E-1,8.908462524E-2,2.127027512E-2
6.071148998E1,7.931160927E-1,8.951473236E-2,1.884052530E-2
6.071654362E1,7.826439738E-1,8.281421661E-2,1.163148135E-2
6.072159722E1,8.101844788E-1,7.854175568E-2,1.636229455E-2
6.072665081E1,8.124454021E-1,9.329319000E-2,1.505360566E-2
6.073170446E1,8.052660227E-1,8.894062042E-2,4.298454616E-3
6.073675805E1,8.372288346E-1,9.530448914E-2,-5.133036058E-3
6.074181165E1,8.391724825E-1,8.380699158E-2,-4.998647142E-3
6.074686529E1,8.373569846E-1,7.832717896E-2,-1.321523450E-4
6.075191888E1,8.615657091E-1,7.526016235E-2,1.063391007E-2
6.075697248E1,8.510563374E-1,7.340049744E-2,4.724634811E-3
6.076202612E1,8.631129861E-1,6.680393219E-2,3.587500658E-3
6.076707972E1,8.749927878E-1,7.569122314E-2,8.358692750E-3
6.077213331E1,8.854198456E-1,8.448982239E-2,1.906214654E-2
6.077718696E1,8.933552504E-1,7.778358459E-2,1.410375908E-2
6.078224055E1,9.105243683E-1,6.399345398E-2,4.432017915E-3
6.078729415E1,9.263625741E-1,7.050132751E-2,-2.716476563E-3
6.079234779E1,9.145995975E-1,7.575321198E-2,-8.467277512E-3
6.079740138E1,9.194322228E-1,7.145404816E-2,-1.181269251E-2
6.080245503E1,9.313163757E-1,6.362915039E-2,-2.136027440E-3
6.080750862E1,9.227848053E-1,5.229568481E-2,5.167875905E-3
6.081256222E1,9.296048284E-1,7.427978516E-2,8.730992675E-3
6.081761586E1,9.314984679E-1,7.232856750E-2,4.087933339E-4
6.082266946E1,9.392206669E-1,5.970191956E-2,4.107082263E-3
6.082772305E1,9.620985985E-1,6.021690369E-2,1.243064459E-2
6.083277670E1,9.526590705E-1,6.903076172E-2,1.476622093E-2
6.083783029E1,9.657614827E-1,5.045986176E-2,4.951381125E-4
6.084288389E1,9.631410241E-1,6.051254272E-2,-4.064930603E-3
6.084793753E1,9.616234899E-1,4.791927338E-2,-5.091076717E-3
6.085299112E1,9.741517305E-1,5.321311951E-2,4.509693012E-3
6.085804472E1,9.793317914E-1,5.845069885E-2,1.293887198E-2
6.086309836E1,9.784575701E-1,4.701805115E-2,1.413009129E-2
6.086815196E1,9.714736342E-1,5.940246582E-2,1.409577485E-2
6.087320555E1,9.822178483E-1,5.148887634E-2,9.408922866E-3
6.087825920E1,9.939236045E-1,4.125213623E-2,1.177959330E-2
6.088331279E1,9.887764454E-1,3.820705414E-2,4.707692191E-3
6.088836639E1,9.859101772E-1,4.348182678E-2,-1.189734042E-2
6.089342003E1,9.936605692E-1,4.870319366E-2,-1.057462581E-2
6.089847362E1,9.892188311E-1,3.129768372E-2,1.461042091E-3
6.090352722E1,9.798994064E-1,3.657341003E-2,8.758629672E-3
6.090858086E1,9.883880615E-1,3.942203522E-2,2.180844173E-2
6.091363446E1,9.918763638E-1,1.492309570E-2,1.823439449E-2
6.091868810E1,1.003448725E0,2.503108978E-2,1.461797766E-2
6.092374170E1,1.006448865E0,1.129341125E-2,3.827278735E-3
6.092879529E1,1.014066219E0,1.665115356E-2,9.718634188E-3
6.093384894E1,1.029703140E0,3.143596649E-2,3.733329009E-3
6.093890253E1,1.004849076E0,2.710151672E-2,3.778897924E-3
6.094395612E1,9.918009043E-1,1.565170288E-2,2.768980805E-3
6.094900977E1,1.008251786E0,2.681922913E-2,1.576783136E-3
6.095406336E1,1.001965523E0,2.839183807E-2,-7.123495452E-4
6.095911696E1,1.002627850E0,6.183624268E-3,7.621007040E-3
6.096417060E1,1.000864983E0,-5.163192749E-3,1.123186667E-2
6.096922420E1,9.857422113E-1,2.509593964E-2,2.063443139E-2
6.097427779E1,9.836671948E-1,1.116657257E-2,1.339757442E-2
6.097933144E1,9.802262187E-1,8.013725281E-3,2.576418687E-3
6.098438503E1,9.884734750E-1,2.504348755E-2,2.681381069E-3
6.098943868E1,9.965313673E-1,8.679389954E-3,-3.114207648E-3
6.099449227E1,9.936575294E-1,2.685451508E-2,5.810828879E-4
6.099954586E1,9.847815633E-1,1.637935638E-2,-2.950695343E-3
6.100459951E1,9.958432913E-1,1.663970947E-2,7.582213730E-4
6.100965310E1,9.877592325E-1,5.020141602E-3,2.087517641E-3
6.101470670E1,9.735811353E-1,6.528854370E-3,1.001425553E-3
6.101976034E1,9.700238109E-1,4.444122314E-3,5.761939567E-3
6.102481394E1,9.591476917E-1,2.352714539E-3,1.049166359E-2
6.102986753E1,9.565659761E-1,3.828048706E-3,1.990315132E-2
6.103492118E1,9.550269842E-1,1.714229584E-2,-3.908466082E-3
6.103997477E1,9.449954629E-1,1.608181000E-2,6.825070828E-3
6.104502836E1,9.490963817E-1,2.094268799E-2,-1.089562010E-2
6.105008201E1,9.446428418E-1,9.121894836E-3,2.280785702E-3
6.105513560E1,9.305790067E-1,1.400375366E-2,9.411993437E-3
6.106018925E1,9.212149382E-1,1.019477844E-3,-3.643936943E-3
6.106524284E1,9.319131970E-1,1.305198669E-2,1.304197125E-2
6.107029644E1,9.232428074E-1,-8.282661438E-3,1.301782019E-2
6.107535008E1,9.073264599E-1,4.966735840E-3,1.303173695E-2
6.108040368E1,9.092583656E-1,2.889633179E-4,1.178307086E-2
6.108545727E1,9.014516473E-1,5.125999451E-3,1.296267379E-2
6.109051092E1,9.018537402E-1,3.970146179E-3,-1.326866914E-3
6.109556451E1,8.925148249E-1,6.362915039E-3,9.462688118E-3
6.110061810E1,8.866491914E-1,-3.150939941E-3,1.162092667E-3
6.110567175E1,8.735743761E-1,-7.276535034E-4,2.462893259E-3
6.111072534E1,8.829218745E-1,-1.907348633E-3,2.274184301E-2
6.111577899E1,8.551361561E-1,-3.101348877E-3,1.317627169E-2
6.112083258E1,8.559662700E-1,-1.260471344E-2,2.142113261E-2
6.112588618E1,8.423787951E-1,-6.609916687E-3,1.775394753E-2
6.113093982E1,8.442009091E-1,-7.800102234E-3,1.757304743E-2
6.113599342E1,8.492979407E-1,5.243301392E-3,5.615904462E-3
6.114104706E1,8.232624531E-1,-8.354187012E-4,-5.040816497E-3
6.114610066E1,8.151296377E-1,2.498626709E-4,7.008466870E-3
6.115115425E1,8.091524243E-1,-3.445625305E-3,-3.657404799E-3
6.115620790E1,7.959819436E-1,-9.493827820E-3,1.070662588E-2
6.116126149E1,7.898478508E-1,1.112937927E-3,3.601141274E-3
6.116631508E1,7.694144249E-1,-1.093006134E-2,1.435966417E-2
6.117136873E1,7.631852031E-1,-9.828567505E-3,1.907803491E-2
6.117642232E1,7.733859420E-1,-2.820014954E-3,7.129513659E-3
6.118147592E1,7.465364933E-1,-3.002166748E-3,-1.146224327E-3
6.118652956E1,7.351619005E-1,1.461029053E-2,-2.338498365E-3
6.119158316E1,7.343396544E-1,-9.484291077E-3,4.923046567E-3
6.119663675E1,7.275435925E-1,9.354591370E-3,3.843475133E-3
6.120169040E1,7.051159739E-1,3.091812134E-3,2.770074643E-4
6.120674399E1,6.934531927E-1,1.112079620E-2,6.272578146E-3
6.121179764E1,6.899560690E-1,1.194572449E-2,1.230183151E-2
6.121685123E1,6.827458739E-1,2.071380615E-3,1.349059679E-2
6.122190482E1,6.612603068E-1,5.333900452E-3,9.932917543E-3
6.122695847E1,6.539272070E-1,4.992485046E-3,1.823038608E-2
6.123201206E1,6.452118158E-1,1.651096344E-2,6.282630842E-3
6.123706566E1,6.388525367E-1,7.750511169E-3,-8.225315250E-4
6.124211930E1,6.133418679E-1,7.363319397E-3,-9.039476514E-3
6.124717290E1,6.199287176E-1,-9.646415710E-3,6.555518601E-3
6.125222654E1,5.954157114E-1,1.858806610E-2,4.200304393E-3
6.125728014E1,5.886415839E-1,2.654075623E-3,6.594940554E-3
6.126233373E1,5.711947680E-1,-8.678436279E-5,2.955007832E-3
6.126738737E1,5.560109615E-1,1.617908478E-2,8.979603648E-3
6.127244097E1,5.550476313E-1,3.814697266E-3,-3.003804944E-3
6.127749456E1,5.397265553E-1,5.798339844E-3,9.038716555E-3
6.128254821E1,5.314289927E-1,1.369190216E-2,4.289100412E-3
6.128760180E1,5.148154497E-1,1.677513123E-2,1.148162596E-2
6.129265545E1,4.970172346E-1,1.864433289E-2,6.767485291E-3
6.129770904E1,4.814094305E-1,2.404689789E-2,-8.668145165E-3
6.130276264E1,4.813631773E-1,1.635456085E-2,1.057398506E-2
6.130781628E1,4.646074474E-1,2.297401428E-2,1.180274971E-2
6.131286987E1,4.477496445E-1,1.053905487E-2,1.658407599E-2
6.131792347E1,4.367864430E-1,2.669715881E-2,1.529653184E-2
6.132297711E1,4.245610237E-1,1.660537720E-2,1.056715194E-2
6.132803071E1,3.968091607E-1,3.389739990E-2,1.290535368E-2
6.133308435E1,3.786336780E-1,4.867362976E-2,-2.976497635E-4
6.133813795E1,3.747031093E-1,3.483676910E-2,1.051967591E-2
6.134319154E1,3.576865196E-1,2.824592590E-2,1.893302798E-2
6.134824519E1,3.572189212E-1,3.357982635E-2,1.420468092E-2
6.135329878E1,3.530276418E-1,1.987838745E-2,8.282000199E-3
6.135835243E1,3.226644993E-1,2.291488647E-2,1.071750652E-2
6.136340602E1,3.138459921E-1,4.492759705E-2,1.664551720E-2
6.136845961E1,2.859259248E-1,5.013751984E-2,2.494664118E-2
6.137351326E1,2.605213225E-1,5.412483215E-2,2.481044084E-2
6.137856685E1,2.589183450E-1,5.214691162E-2,1.991019398E-2
6.138362045E1,2.440740019E-1,5.256271362E-2,1.030190196E-2
6.138867409E1,2.421838641E-1,5.416584015E-2,8.475482464E-4
6.139372769E1,2.355454117E-1,4.982948303E-2,-2.627205104E-4
6.139878133E1,2.158583701E-1,4.435157776E-2,1.525531057E-2
6.140383493E1,1.867023557E-1,5.317115784E-2,1.880301163E-2
6.140888852E1,1.849100888E-1,5.479907990E-2,1.407019701E-2
6.141394217E1,1.651897728E-1,5.523490906E-2,1.997266337E-2
6.141899576E1,1.490735561E-1,6.873321533E-2,1.503523719E-2
6.142404941E1,1.341114789E-1,4.888629913E-2,1.144940779E-2
6.142910300E1,1.239614189E-1,6.364154816E-2,6.553267129E-3
6.143415659E1,1.042625606E-1,6.878566742E-2,1.788589638E-3
6.143921024E1,8.579304814E-2,7.864379883E-2,1.857266761E-3
6.144426383E1,7.093201578E-2,7.774448395E-2,-5.239620805E-4
6.144931743E1,7.040850818E-2,7.330322266E-2,-4.044212401E-4
6.145437107E1,5.311812460E-2,8.434200287E-2,9.286873974E-3
6.145942467E1,2.038785815E-2,5.731010437E-2,1.280964166E-2
6.146447831E1,1.051408052E-2,6.494235992E-2,1.764238253E-2
6.146953191E1,4.101678729E-3,7.133293152E-2,9.180179797E-3
