"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.400552551E2,-4.207571793E1,-3.371269226E0,-2.066378021E1
1.400652551E2,-4.192306900E1,-3.434621811E0,-2.081797028E1
1.400752551E2,-4.206280899E1,-3.742697716E0,-2.055394745E1
1.400852551E2,-4.192539215E1,-3.489032745E0,-2.058959961E1
1.400952552E2,-4.179336166E1,-3.694315434E0,-2.082180786E1
1.401052552E2,-4.190823746E1,-3.629659653E0,-2.061051941E1
1.401152552E2,-4.219211960E1,-3.535092354E0,-2.072253418E1
1.401252551E2,-4.244042206E1,-3.510994911E0,-2.060655975E1
1.401352551E2,-4.228919220E1,-3.610510349E0,-2.062759399E1
1.401452551E2,-4.257437515E1,-3.464629650E0,-2.043357849E1
1.401552551E2,-4.255297852E1,-3.356982231E0,-2.054685211E1
1.401652551E2,-4.271101761E1,-3.682684898E0,-2.043565369E1
1.401752749E2,-4.272585678E1,-3.417755127E0,-2.048954010E1
1.401853822E2,-4.249689484E1,-3.407945156E0,-2.049048615E1
1.401954861E2,-4.223003006E1,-3.431667805E0,-2.053019714E1
1.402055971E2,-4.213244247E1,-3.303387642E0,-2.058631134E1
1.402157045E2,-4.230480957E1,-3.311298370E0,-2.049017334E1
1.402258103E2,-4.247599411E1,-3.475471497E0,-2.091132355E1
1.402359173E2,-4.236048889E1,-3.364842892E0,-2.083413696E1
1.402452552E2,-4.243488693E1,-3.209195137E0,-2.077458954E1
1.402552551E2,-4.241967773E1,-3.316534996E0,-2.043244171E1
1.402652552E2,-4.266603851E1,-3.308251381E0,-2.064114380E1
1.402752551E2,-4.289449310E1,-3.195306778E0,-2.044780731E1
1.402852551E2,-4.287837601E1,-3.301872253E0,-2.023925781E1
1.402952551E2,-4.260803986E1,-3.112930298E0,-2.033359528E1
1.403052551E2,-4.232043457E1,-2.924719810E0,-2.016081238E1
1.403152551E2,-4.241544342E1,-2.963421822E0,-2.029445648E1
1.403252552E2,-4.241273880E1,-2.838787079E0,-2.042652130E1
1.403352551E2,-4.243193817E1,-2.944553852E0,-2.063770294E1
1.403452551E2,-4.222270966E1,-2.883695126E0,-2.042797089E1
1.403552551E2,-4.228317261E1,-2.993752003E0,-2.018093872E1
1.403652551E2,-4.218852997E1,-3.165059566E0,-2.045072174E1
1.403752551E2,-4.213515472E1,-3.340657234E0,-2.026229858E1
1.403852551E2,-4.211839294E1,-3.446669579E0,-2.014917755E1
1.403952551E2,-4.217383194E1,-3.342734337E0,-2.018579865E1
1.404052836E2,-4.204167557E1,-3.512959957E0,-2.036031342E1
1.404153215E2,-4.202080536E1,-3.318389416E0,-2.020529175E1
1.404254273E2,-4.194729996E1,-3.614596367E0,-2.043836212E1
1.404355345E2,-4.189068222E1,-3.839847565E0,-2.084224701E1
1.404456423E2,-4.190860748E1,-3.769776821E0,-2.086037445E1
1.404557482E2,-4.223038864E1,-3.694096088E0,-2.104879761E1
1.404658568E2,-4.211371613E1,-3.634891033E0,-2.125855255E1
1.404759625E2,-4.207812500E1,-3.810199738E0,-2.126090240E1
1.404852551E2,-4.209914780E1,-3.795203686E0,-2.093614960E1
1.404952551E2,-4.208070755E1,-3.847358704E0,-2.095597076E1
1.405052550E2,-4.242351913E1,-3.704262257E0,-2.070446777E1
1.405152551E2,-4.232760620E1,-3.664785862E0,-2.070442200E1
1.405252551E2,-4.240161133E1,-3.526279449E0,-2.074052429E1
1.405352551E2,-4.238690567E1,-3.756373882E0,-2.059076691E1
1.405452551E2,-4.297915649E1,-3.852272511E0,-2.062737274E1
1.405552550E2,-4.318762207E1,-3.790155411E0,-2.068288422E1
1.405652551E2,-4.328507614E1,-3.953270912E0,-2.072263336E1
1.405752551E2,-4.341875458E1,-4.046469688E0,-2.089495087E1
1.405852551E2,-4.319145966E1,-4.212829113E0,-2.103168488E1
1.405952551E2,-4.307686234E1,-4.102974892E0,-2.082089996E1
1.406052551E2,-4.327164459E1,-4.359202862E0,-2.076593018E1
1.406152550E2,-4.317419052E1,-4.231033325E0,-2.080296326E1
1.406252551E2,-4.281141281E1,-4.215279579E0,-2.084262848E1
1.406352551E2,-4.262318039E1,-4.384048462E0,-2.084561157E1
1.406452594E2,-4.273173523E1,-4.156713963E0,-2.122399902E1
1.406553658E2,-4.282635498E1,-4.212556839E0,-2.145329285E1
1.406654731E2,-4.295642853E1,-4.162873268E0,-2.185288239E1
1.406755805E2,-4.292070389E1,-4.373017788E0,-2.195110321E1
1.406856881E2,-4.280326080E1,-4.260729790E0,-2.216020203E1
1.406957914E2,-4.289955139E1,-4.387903690E0,-2.229494476E1
1.407059027E2,-4.312979507E1,-4.486185551E0,-2.229509735E1
1.407160007E2,-4.339846039E1,-4.586323738E0,-2.225691986E1
1.407252551E2,-4.334546661E1,-4.797199249E0,-2.208802032E1
1.407352551E2,-4.321370316E1,-4.915337563E0,-2.209010315E1
1.407452551E2,-4.334842682E1,-4.922055721E0,-2.191777802E1
1.407552551E2,-4.363282394E1,-4.862876892E0,-2.203023529E1
1.407652551E2,-4.388164139E1,-4.856695175E0,-2.187630463E1
1.407752551E2,-4.397704315E1,-4.860782623E0,-2.187590790E1
1.407852551E2,-4.384103394E1,-4.730646133E0,-2.197035217E1
1.407952551E2,-4.366648102E1,-4.633489132E0,-2.219898987E1
1.408052551E2,-4.362575150E1,-4.454910278E0,-2.219695282E1
1.408152551E2,-4.398698807E1,-4.381970882E0,-2.219435883E1
1.408252551E2,-4.400748062E1,-4.488843918E0,-2.221468353E1
1.408352550E2,-4.396661758E1,-4.362573624E0,-2.234690857E1
1.408452551E2,-4.389247894E1,-4.553388596E0,-2.244506836E1
1.408552551E2,-4.394894409E1,-4.537704468E0,-2.252095795E1
1.408652551E2,-4.404434204E1,-4.541791916E0,-2.252056122E1
1.408752714E2,-4.416461182E1,-4.866191387E0,-2.235226440E1
1.408853049E2,-4.414975739E1,-5.270906448E0,-2.260549927E1
1.408954115E2,-4.367314148E1,-5.268273830E0,-2.258860016E1
1.409055185E2,-4.369029617E1,-5.127646923E0,-2.256768036E1
1.409156259E2,-4.382423401E1,-5.221066952E0,-2.270182800E1
1.409257347E2,-4.369055557E1,-5.127868176E0,-2.252951050E1
1.409358412E2,-4.375177765E1,-5.378374100E0,-2.247509003E1
1.409459475E2,-4.394720459E1,-5.670101166E0,-2.240147400E1
1.409552551E2,-4.399800873E1,-5.387452602E0,-2.274127197E1
1.409652551E2,-4.414602661E1,-5.040547371E0,-2.265991211E1
1.409752551E2,-4.437639618E1,-5.191359520E0,-2.275614929E1
1.409852551E2,-4.420479584E1,-5.271478176E0,-2.292972565E1
1.409952551E2,-4.399747849E1,-5.491848946E0,-2.304795837E1
1.410052551E2,-4.397800446E1,-5.560591698E0,-2.325885773E1
1.410152551E2,-4.406903839E1,-5.228928566E0,-2.317795563E1
1.410252551E2,-4.401037979E1,-5.207786083E0,-2.334974670E1
1.410352551E2,-4.407277298E1,-5.424341202E0,-2.304676819E1
1.410452551E2,-4.409621429E1,-5.778382301E0,-2.316558838E1
1.410552551E2,-4.413077545E1,-5.549769402E0,-2.320075226E1
1.410652551E2,-4.426369858E1,-5.467573166E0,-2.310367584E1
1.410752550E2,-4.468411255E1,-5.398745537E0,-2.281455994E1
1.410852550E2,-4.479666519E1,-5.297152519E0,-2.287002563E1
1.410952551E2,-4.472174454E1,-5.522250175E0,-2.315947723E1
1.411052551E2,-4.493226624E1,-5.584215164E0,-2.317835236E1
1.411152552E2,-4.510294342E1,-5.678053379E0,-2.352228546E1
1.411253509E2,-4.516120911E1,-5.768756390E0,-2.356131744E1
1.411354573E2,-4.530055237E1,-6.128919601E0,-2.346972656E1
1.411455649E2,-4.531937408E1,-6.146988869E0,-2.354621124E1
1.411556720E2,-4.503599930E1,-6.311891556E0,-2.351141357E1
1.411657795E2,-4.528776550E1,-6.587823868E0,-2.353276825E1
1.411758869E2,-4.504062271E1,-6.647863388E0,-2.355375671E1
1.411859933E2,-4.485047150E1,-6.640241146E0,-2.345911407E1
1.411952551E2,-4.473149490E1,-6.316947937E0,-2.343655396E1
1.412052551E2,-4.461613083E1,-6.119064331E0,-2.314833069E1
1.412152551E2,-4.463006973E1,-5.800940514E0,-2.322064209E1
1.412252551E2,-4.503357697E1,-5.977799416E0,-2.314462280E1
1.412352551E2,-4.529671860E1,-5.706245422E0,-2.312092590E1
1.412452551E2,-4.502573395E1,-5.534223557E0,-2.334908295E1
1.412552551E2,-4.517877197E1,-5.471202850E0,-2.313763428E1
1.412652551E2,-4.517851257E1,-5.436035156E0,-2.309902191E1
1.412752551E2,-4.514202881E1,-5.488257408E0,-2.296623993E1
1.412852551E2,-4.538787842E1,-5.444584846E0,-2.317449951E1
1.412952551E2,-4.542899323E1,-5.640968800E0,-2.315766907E1
1.413052551E2,-4.525650787E1,-5.528108597E0,-2.304254913E1
1.413152551E2,-4.519976807E1,-5.665884018E0,-2.327356720E1
1.413252551E2,-4.546805191E1,-5.678324699E0,-2.310069275E1
1.413352551E2,-4.563860321E1,-5.719632626E0,-2.334853363E1
1.413452556E2,-4.544304657E1,-5.445267677E0,-2.347962952E1
1.413552895E2,-4.544060135E1,-5.303380966E0,-2.353513336E1
1.413653969E2,-4.551460266E1,-5.199820518E0,-2.364801788E1
1.413755043E2,-4.532368088E1,-5.139115334E0,-2.355271912E1
1.413856114E2,-4.538104630E1,-5.176624775E0,-2.361017609E1
1.413957183E2,-4.526489639E1,-5.065443039E0,-2.362841797E1
1.414058247E2,-4.522789764E1,-5.099750042E0,-2.353358459E1
1.414159309E2,-4.513263702E1,-5.008407593E0,-2.332293701E1
1.414252551E2,-4.532728958E1,-5.281998634E0,-2.332543945E1
1.414352551E2,-4.546291351E1,-5.341910362E0,-2.313468933E1
1.414452551E2,-4.538981247E1,-5.481190681E0,-2.296498871E1
1.414552551E2,-4.550518799E1,-5.556762695E0,-2.298448181E1
1.414652551E2,-4.529466248E1,-5.529744148E0,-2.304238892E1
1.414752551E2,-4.525599289E1,-5.475247383E0,-2.300371552E1
1.414852551E2,-4.513816833E1,-5.275261402E0,-2.307811737E1
1.414952551E2,-4.500434875E1,-5.269317627E0,-2.311683655E1
1.415052550E2,-4.502292633E1,-5.164854050E0,-2.296275330E1
1.415152551E2,-4.493124390E1,-5.461017609E0,-2.306230164E1
1.415252551E2,-4.495148087E1,-5.532723427E0,-2.304401398E1
1.415352551E2,-4.496889114E1,-5.427264214E0,-2.306170654E1
1.415452551E2,-4.490972137E1,-5.335786819E0,-2.315627289E1
1.415552551E2,-4.485440826E1,-5.422358990E0,-2.306217957E1
1.415652551E2,-4.478078461E1,-5.613616467E0,-2.308399200E1
1.415752551E2,-4.485595703E1,-5.476105690E0,-2.294832611E1
1.415852935E2,-4.481650925E1,-5.420945168E0,-2.302416992E1
1.415953351E2,-4.463952637E1,-5.024643421E0,-2.296279907E1
1.416054433E2,-4.450249100E1,-4.841202736E0,-2.309475708E1
1.416155486E2,-4.448623276E1,-5.069969654E0,-2.317402649E1
1.416256561E2,-4.452516937E1,-5.054795265E0,-2.302096558E1
1.416357637E2,-4.473519135E1,-4.959059715E0,-2.277066803E1
1.416458721E2,-4.475363159E1,-4.906904697E0,-2.275084686E1
1.416559791E2,-4.467833710E1,-4.991885185E0,-2.279042816E1
1.416652551E2,-4.454568100E1,-4.986937046E0,-2.265737915E1
1.416752551E2,-4.448998260E1,-5.073177814E0,-2.262054443E1
1.416852551E2,-4.427703094E1,-4.781960487E0,-2.246521759E1
1.416952551E2,-4.427214813E1,-4.445767403E0,-2.246105194E1
1.417052551E2,-4.412041092E1,-4.474947929E0,-2.240486145E1
1.417152551E2,-4.389054489E1,-4.464363575E0,-2.253940582E1
1.417252551E2,-4.375507355E1,-4.194884777E0,-2.225038147E1
1.417352551E2,-4.379335785E1,-4.249049664E0,-2.234631348E1
1.417452551E2,-4.379361725E1,-4.249270916E0,-2.230814362E1
1.417552551E2,-4.375571060E1,-4.282803535E0,-2.234690857E1
1.417652552E2,-4.355084991E1,-4.522748947E0,-2.214090729E1
1.417752550E2,-4.311704254E1,-4.648046017E0,-2.170550537E1
1.417852551E2,-4.300166702E1,-4.537528038E0,-2.160923004E1
1.417952551E2,-4.288873291E1,-4.603843212E0,-2.153424072E1
1.418052551E2,-4.285314178E1,-4.779151917E0,-2.153659058E1
1.418152551E2,-4.266247559E1,-4.718667984E0,-2.140312195E1
1.418252743E2,-4.256643677E1,-4.626661777E0,-2.130699158E1
1.418353817E2,-4.264610291E1,-4.790066242E0,-2.115596771E1
1.418454867E2,-4.304665756E1,-4.772176743E0,-2.109661865E1
1.418555950E2,-4.323462677E1,-4.655606270E0,-2.124697876E1
1.418657026E2,-4.338919830E1,-4.751171112E0,-2.115201569E1
1.418758096E2,-4.344464111E1,-4.612289906E0,-2.111185455E1
1.418859185E2,-4.338534546E1,-4.468282223E0,-2.111033630E1
1.418952551E2,-4.344259644E1,-4.383368969E0,-2.091814423E1
1.419052551E2,-4.345974731E1,-4.242742062E0,-2.089722443E1
1.419152551E2,-4.336048889E1,-4.060604572E0,-2.108628082E1
1.419252550E2,-4.305327606E1,-3.941026688E0,-2.114347839E1
1.419352551E2,-4.297348404E1,-3.742565632E0,-2.123680878E1
1.419452551E2,-4.276218796E1,-3.662463665E0,-2.129405212E1
1.419552551E2,-4.282251740E1,-3.824829102E0,-2.118127441E1
1.419652551E2,-4.293764114E1,-3.865233421E0,-2.116215515E1
1.419752551E2,-4.284044647E1,-3.702339172E0,-2.108422852E1
1.419852551E2,-4.291663742E1,-3.688025475E0,-2.106460571E1
1.419952551E2,-4.274325943E1,-3.452079296E0,-2.081434631E1
1.420052551E2,-4.280062103E1,-3.507061958E0,-2.091019440E1
1.420152551E2,-4.285991669E1,-3.633596420E0,-2.087332153E1
1.420252551E2,-4.266732025E1,-3.466614723E0,-2.079579163E1
1.420352551E2,-4.256935120E1,-3.285583496E0,-2.079399109E1
1.420452551E2,-4.251263046E1,-3.248627186E0,-2.064110565E1
1.420552859E2,-4.262735748E1,-3.358592033E0,-2.083280945E1
1.420653197E2,-4.247832870E1,-3.477461338E0,-2.056777954E1
1.420754275E2,-4.257372665E1,-3.516495228E0,-2.064416504E1
1.420855340E2,-4.247986984E1,-3.601100922E0,-2.060748291E1
1.420956416E2,-4.244184113E1,-3.582103252E0,-2.055016327E1
1.421057487E2,-4.252472305E1,-3.940477848E0,-2.034429169E1
1.421158559E2,-4.229499054E1,-3.895057678E0,-2.038297272E1
1.421259629E2,-4.197126770E1,-3.969079018E0,-2.048083496E1
1.421352551E2,-4.176409912E1,-4.014829159E0,-2.019607544E1
1.421452551E2,-4.174268723E1,-4.029493332E0,-2.057808685E1
1.421552551E2,-4.170362473E1,-3.992137909E0,-2.063506317E1
1.421652551E2,-4.158748245E1,-3.793590546E0,-2.046134949E1
1.421752551E2,-4.130475998E1,-3.941573143E0,-2.029273224E1
1.421852550E2,-4.147223663E1,-3.700656414E0,-2.038438416E1
1.421952551E2,-4.170030594E1,-3.569907188E0,-2.020991516E1
1.422052551E2,-4.187150955E1,-3.576822281E0,-2.028555298E1
1.422152551E2,-4.181118011E1,-3.431929588E0,-2.043672180E1
1.422252552E2,-4.172002029E1,-3.693589687E0,-2.038314819E1
1.422352552E2,-4.155228424E1,-3.951758385E0,-2.036806488E1
1.422452551E2,-4.157522583E1,-4.148098946E0,-2.021771240E1
1.422552550E2,-4.182236862E1,-4.088059425E0,-2.019672394E1
1.422652551E2,-4.157471085E1,-4.130183220E0,-2.025566101E1
1.422752551E2,-4.138493347E1,-4.227731705E0,-2.033410645E1
1.422852551E2,-4.134549332E1,-4.102678776E0,-2.025638580E1
1.422952593E2,-4.157765961E1,-4.377351284E0,-2.035415649E1
1.423053661E2,-4.157226562E1,-3.988296509E0,-2.031115723E1
1.423154733E2,-4.173987961E1,-3.677598000E0,-2.023015594E1
1.423255824E2,-4.194485855E1,-3.525128365E0,-2.060902405E1
1.423356872E2,-4.190386963E1,-3.346328259E0,-2.064515686E1
1.423457914E2,-4.224717331E1,-3.430825233E0,-2.081639099E1
1.423559021E2,-4.258739090E1,-3.337935925E0,-2.106176758E1
1.423660002E2,-4.270109177E1,-3.359650135E0,-2.121420288E1
1.423752551E2,-4.277419662E1,-3.185423374E0,-2.130712128E1
1.423852551E2,-4.286933899E1,-3.189289570E0,-2.134490204E1
1.423952551E2,-4.292927551E1,-3.386269569E0,-2.136616516E1
1.424052551E2,-4.279636765E1,-3.346154213E0,-2.119450378E1
1.424152551E2,-4.287332535E1,-3.437343121E0,-2.129071045E1
1.424252551E2,-4.266178894E1,-3.199761868E0,-2.104061127E1
1.424352551E2,-4.236024475E1,-3.347147942E0,-2.083390045E1
1.424452552E2,-4.232182693E1,-3.345291615E0,-2.087223053E1
1.424552551E2,-4.209544373E1,-3.425059795E0,-2.068341827E1
1.424652552E2,-4.220928574E1,-3.359519005E0,-2.062480927E1
1.424752551E2,-4.203667450E1,-3.229075432E0,-2.049037933E1
1.424852551E2,-4.186636734E1,-3.327773571E0,-2.051148987E1
1.424952551E2,-4.201682281E1,-3.210121155E0,-2.056658173E1
1.425052551E2,-4.213117218E1,-3.232388496E0,-2.062358093E1
1.425152550E2,-4.216996765E1,-3.321942329E0,-2.071994781E1
1.425252702E2,-4.211454010E1,-3.321038723E0,-2.045298767E1
1.425353042E2,-4.215154648E1,-3.216839314E0,-2.039425659E1
1.425454119E2,-4.211608887E1,-3.357312202E0,-2.030074310E1
1.425555196E2,-4.227091217E1,-3.505517960E0,-2.028278351E1
1.425656273E2,-4.245978165E1,-3.424667835E0,-2.037632751E1
1.425757332E2,-4.219369125E1,-3.466526985E0,-2.033992004E1
1.425858413E2,-4.228883362E1,-3.470393181E0,-2.037770081E1
1.425959483E2,-4.245951843E1,-3.494338989E0,-2.056806946E1
1.426052551E2,-4.276157379E1,-3.399814606E0,-2.081360626E1
1.426152551E2,-4.275783157E1,-3.309240818E0,-2.117513275E1
1.426252551E2,-4.258495331E1,-3.230995178E0,-2.119404602E1
1.426352551E2,-4.248774338E1,-3.225358963E0,-2.146163940E1
1.426452551E2,-4.243307114E1,-3.399850368E0,-2.146406555E1
1.426552551E2,-4.241592026E1,-3.505530834E0,-2.140820312E1
1.426652551E2,-4.247392273E1,-3.630959034E0,-2.156218719E1
1.426752551E2,-4.245445633E1,-3.612336636E0,-2.158113098E1
1.426852551E2,-4.226699829E1,-3.816715240E0,-2.154637909E1
1.426952551E2,-4.227202225E1,-4.030707359E0,-2.126272583E1
1.427052551E2,-4.244360352E1,-4.107846737E0,-2.143466187E1
1.427152550E2,-4.263467407E1,-4.028877258E0,-2.120375061E1
1.427252551E2,-4.280587387E1,-4.053265572E0,-2.131777191E1
1.427352551E2,-4.297373199E1,-3.882573128E0,-2.150572205E1
1.427452551E2,-4.299409866E1,-3.954389572E0,-2.146835327E1
1.427552550E2,-4.303213882E1,-3.868548393E0,-2.129532623E1
1.427652551E2,-4.305225372E1,-3.887723923E0,-2.118095398E1
1.427753497E2,-4.312715530E1,-3.837357521E0,-2.127540588E1
1.427854581E2,-4.299462891E1,-3.832520008E0,-2.112327576E1
1.427955645E2,-4.280510330E1,-4.000182629E0,-2.131711578E1
1.428056729E2,-4.305328369E1,-3.906082153E0,-2.106666565E1
1.428157796E2,-4.321042633E1,-4.178590775E0,-2.097389984E1
1.428258863E2,-4.336126709E1,-4.078742981E0,-2.101012421E1
1.428359937E2,-4.328648376E1,-4.216585636E0,-2.108853912E1
1.428452551E2,-4.328789139E1,-4.357587337E0,-2.118572235E1
1.428552551E2,-4.328801727E1,-4.410117149E0,-2.128180695E1
1.428652551E2,-4.344000244E1,-4.468523502E0,-2.149177551E1
1.428752551E2,-4.366947556E1,-4.531195641E0,-2.152966309E1
1.428852551E2,-4.334368134E1,-4.603446960E0,-2.193289948E1
1.428952551E2,-4.315236664E1,-4.594829559E0,-2.201002502E1
1.429052551E2,-4.277127457E1,-4.683760643E0,-2.216560364E1
1.429152551E2,-4.288652802E1,-4.724275589E0,-2.212739563E1
1.429252551E2,-4.307655716E1,-4.679367542E0,-2.212594604E1
1.429352551E2,-4.328875351E1,-4.795189857E0,-2.201188660E1
1.429452551E2,-4.350172424E1,-4.964095592E0,-2.189848328E1
1.429552551E2,-4.342835999E1,-5.120627880E0,-2.180534363E1
1.429652550E2,-4.367640686E1,-5.061362743E0,-2.165075684E1
1.429752551E2,-4.373390579E1,-5.064036369E0,-2.161235046E1
1.429852552E2,-4.407875824E1,-5.184806824E0,-2.163133240E1
1.429952549E2,-4.411601257E1,-5.203140736E0,-2.180316162E1
1.430052890E2,-4.419219971E1,-5.241246223E0,-2.189871216E1
1.430153966E2,-4.396052551E1,-5.194166660E0,-2.222367096E1
1.430255042E2,-4.374858856E1,-5.078565598E0,-2.229956055E1
1.430356108E2,-4.391515732E1,-4.836874485E0,-2.252481079E1
1.430457184E2,-4.378866577E1,-5.291537762E0,-2.247380829E1
1.430558255E2,-4.396076202E1,-5.386592865E0,-2.260779572E1
1.430659297E2,-4.398074341E1,-5.440604210E0,-2.258929443E1
1.430752551E2,-4.422825623E1,-5.503208637E0,-2.277978516E1
1.430852551E2,-4.422901917E1,-5.626184464E0,-2.293400574E1
1.430952551E2,-4.455428314E1,-5.675802231E0,-2.287584686E1
1.431052551E2,-4.486032867E1,-5.794384956E0,-2.299041748E1
1.431152551E2,-4.491782761E1,-5.797058582E0,-2.295201111E1
1.431252551E2,-4.496928406E1,-5.462543488E0,-2.308120728E1
1.431352551E2,-4.517866516E1,-5.278889179E0,-2.273439026E1
1.431452551E2,-4.498516083E1,-5.146079063E0,-2.286724091E1
1.431552551E2,-4.488964081E1,-5.071988583E0,-2.273315430E1
1.431652551E2,-4.494662476E1,-5.004327297E0,-2.261752319E1
1.431752551E2,-4.486875916E1,-4.929837227E0,-2.269330597E1
1.431852551E2,-4.467693329E1,-4.868357658E0,-2.273160553E1
1.431952551E2,-4.471817398E1,-5.082324982E0,-2.273407745E1
1.432052551E2,-4.485379028E1,-5.229602337E0,-2.273528290E1
1.432152551E2,-4.468154526E1,-5.274221420E0,-2.292750549E1
1.432252551E2,-4.477875519E1,-5.279857635E0,-2.265991211E1
1.432352925E2,-4.481987762E1,-5.441295624E0,-2.256629944E1
1.432453359E2,-4.459117126E1,-5.484126091E0,-2.264424133E1
1.432554422E2,-4.468760681E1,-5.454152107E0,-2.241438293E1
1.432655495E2,-4.489876556E1,-5.621509075E0,-2.256817627E1
1.432756575E2,-4.485841370E1,-5.530627728E0,-2.270083618E1
1.432857630E2,-4.491437912E1,-5.374715805E0,-2.254594421E1
1.432958717E2,-4.503218842E1,-5.697013378E0,-2.274028015E1
1.433059789E2,-4.505550766E1,-5.981051445E0,-2.272462463E1
1.433152551E2,-4.501580048E1,-5.943142891E0,-2.287702942E1
1.433252551E2,-4.509031677E1,-5.874971390E0,-2.299034882E1
1.433352551E2,-4.522488785E1,-6.091256142E0,-2.329779816E1
1.433452551E2,-4.520826340E1,-6.110013962E0,-2.297364044E1
1.433552550E2,-4.536322021E1,-6.223383904E0,-2.285980988E1
1.433652551E2,-4.519059753E1,-6.215251923E0,-2.299411774E1
1.433752551E2,-4.530288315E1,-6.148384094E0,-2.316453552E1
1.433852551E2,-4.533730316E1,-6.041972160E0,-2.348751831E1
1.433952551E2,-4.533615112E1,-5.918664455E0,-2.339055634E1
1.434052551E2,-4.537599182E1,-5.956684113E0,-2.321907043E1
1.434152551E2,-4.520324707E1,-5.861075878E0,-2.318051147E1
1.434252551E2,-4.516223907E1,-5.839533806E0,-2.356216431E1
1.434352551E2,-4.519705963E1,-5.628615379E0,-2.359754944E1
1.434452551E2,-4.542743683E1,-5.692061424E0,-2.350183105E1
1.434552551E2,-4.531244659E1,-5.634294510E0,-2.346347046E1
1.434652551E2,-4.531475830E1,-5.758597851E0,-2.338866425E1
1.434752748E2,-4.541182709E1,-5.921381950E0,-2.348567200E1
1.434853820E2,-4.541091919E1,-5.920607567E0,-2.361927032E1
1.434954872E2,-4.535458374E1,-5.918929100E0,-2.348590851E1
1.435055948E2,-4.510939026E1,-5.928208351E0,-2.310543823E1
1.435157036E2,-4.482370758E1,-5.898915291E0,-2.299188232E1
1.435258102E2,-4.482576370E1,-6.022996902E0,-2.295524597E1
1.435359181E2,-4.488236237E1,-5.955003738E0,-2.289687347E1
1.435452551E2,-4.467120361E1,-5.805120468E0,-2.278147125E1
1.435552551E2,-4.470821381E1,-5.683447838E0,-2.268434906E1
1.435652551E2,-4.482256699E1,-5.670768738E0,-2.266457367E1
1.435752551E2,-4.482359314E1,-5.759019375E0,-2.270384216E1
1.435852551E2,-4.514524460E1,-5.683228016E0,-2.291134644E1
1.435952551E2,-4.520131683E1,-5.702157974E0,-2.312126923E1
1.436052551E2,-4.500961304E1,-5.693208694E0,-2.325565338E1
1.436152552E2,-4.478039932E1,-5.648231030E0,-2.321798706E1
1.436252552E2,-4.483570862E1,-5.544185638E0,-2.327368927E1
1.436352551E2,-4.468112946E1,-5.518512726E0,-2.352221680E1
1.436452551E2,-4.470291901E1,-5.626492500E0,-2.335168457E1
1.436552551E2,-4.473786926E1,-5.398211002E0,-2.332958984E1
1.436652551E2,-4.460585022E1,-5.481181622E0,-2.329306793E1
1.436752551E2,-4.460843658E1,-5.518340111E0,-2.298813629E1
1.436852550E2,-4.454887772E1,-5.409057617E0,-2.310157013E1
1.436952551E2,-4.453044128E1,-5.461213112E0,-2.312139130E1
1.437052868E2,-4.480039215E1,-5.579930305E0,-2.293074799E1
1.437153202E2,-4.470783234E1,-5.665642262E0,-2.270320892E1
1.437254270E2,-4.475980377E1,-5.331569672E0,-2.275606537E1
1.437355345E2,-4.482064438E1,-5.529324055E0,-2.264373016E1
1.437456431E2,-4.483779907E1,-5.388697147E0,-2.262281036E1
1.437557483E2,-4.479782867E1,-5.385513306E0,-2.289016724E1
1.437658561E2,-4.470192719E1,-5.241198540E0,-2.265977478E1
1.437759627E2,-4.470013428E1,-5.029972076E0,-2.246628571E1
1.437852551E2,-4.443134308E1,-4.912250042E0,-2.248516083E1
1.437952551E2,-4.443109894E1,-4.772243977E0,-2.221620941E1
1.438052551E2,-4.397497940E1,-4.876484871E0,-2.221963501E1
1.438152551E2,-4.370811844E1,-4.865261078E0,-2.218256378E1
1.438252551E2,-4.374397659E1,-4.602807999E0,-2.195008850E1
1.438352551E2,-4.370582581E1,-4.513807297E0,-2.175829315E1
1.438452551E2,-4.353435516E1,-4.576563358E0,-2.187438965E1
1.438552551E2,-4.332332611E1,-4.461736679E0,-2.181668091E1
1.438652552E2,-4.326749420E1,-4.565339565E0,-2.183731842E1
1.438752552E2,-4.316771317E1,-4.400232792E0,-2.214110565E1
1.438852551E2,-4.318897629E1,-4.560189247E0,-2.216208649E1
1.438952551E2,-4.328257751E1,-4.422943115E0,-2.212176514E1
1.439052551E2,-4.301583099E1,-4.586561203E0,-2.244951630E1
1.439152551E2,-4.295820236E1,-4.583776951E0,-2.250701141E1
1.439252551E2,-4.305463409E1,-4.641168594E0,-2.246910858E1
1.439352551E2,-4.307666779E1,-4.871681213E0,-2.252913666E1
1.439452598E2,-4.305192947E1,-4.534006596E0,-2.263956451E1
1.439553662E2,-4.292287064E1,-4.776779652E0,-2.250959015E1
1.439654739E2,-4.303658676E1,-4.676182270E0,-2.239328766E1
1.439755811E2,-4.282708740E1,-4.737413883E0,-2.249046326E1
1.439856877E2,-4.284990311E1,-4.881224632E0,-2.224402618E1
1.439957917E2,-4.287182617E1,-4.919422150E0,-2.190084839E1
1.440059019E2,-4.310040665E1,-4.841534615E0,-2.176520538E1
1.440160003E2,-4.315456772E1,-4.596708298E0,-2.168555450E1
1.440252551E2,-4.306238556E1,-4.770117760E0,-2.159271240E1
