"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
6.612525368E1,-4.439030457E1,-4.855748177E0,-2.279048157E1
6.613525368E1,-4.439417267E1,-4.998851776E0,-2.252503967E1
6.614525368E1,-4.443772888E1,-5.319649220E0,-2.241432190E1
6.615525368E1,-4.457282257E1,-5.536376953E0,-2.264543152E1
6.616528237E1,-4.474582672E1,-5.632205963E0,-2.264582062E1
6.617534342E1,-4.466899109E1,-5.576074123E0,-2.260730743E1
6.618545014E1,-4.474337387E1,-5.560211658E0,-2.285488892E1
6.619555722E1,-4.489665222E1,-5.637197495E0,-2.291239166E1
6.620566472E1,-4.495209503E1,-5.515789032E0,-2.291062164E1
6.621577139E1,-4.495183563E1,-5.515567780E0,-2.294879150E1
6.622587852E1,-4.500612640E1,-5.288325310E0,-2.288844299E1
6.623598566E1,-4.504197693E1,-5.095764637E0,-2.280953217E1
6.624525368E1,-4.490918732E1,-5.125652313E0,-2.277235413E1
6.625525368E1,-4.498781586E1,-5.323118210E0,-2.285079193E1
6.626525373E1,-4.501113892E1,-5.607156277E0,-2.283513641E1
6.627525368E1,-4.495286560E1,-5.586345673E0,-2.294966888E1
6.628525373E1,-4.501151276E1,-5.694853783E0,-2.296983337E1
6.629525368E1,-4.516402435E1,-5.736229420E0,-2.306507111E1
6.630525368E1,-4.512173843E1,-5.591269493E0,-2.336884308E1
6.631525373E1,-4.525310898E1,-5.507745743E0,-2.350079346E1
6.632525362E1,-4.534734344E1,-5.510837555E0,-2.367217255E1
6.633525362E1,-4.547885132E1,-5.375004768E0,-2.366986847E1
6.634525368E1,-4.541801453E1,-5.089884758E0,-2.359025574E1
6.635525368E1,-4.536464691E1,-5.213062763E0,-2.328665924E1
6.636525362E1,-4.513607407E1,-5.203584671E0,-2.323034668E1
6.637525368E1,-4.517397308E1,-5.204998493E0,-2.326835632E1
6.638525362E1,-4.508037186E1,-5.342245102E0,-2.330867767E1
6.639525357E1,-4.512187195E1,-5.556433678E0,-2.327297974E1
6.640528269E1,-4.508307648E1,-5.431933403E0,-2.309983063E1
6.641538961E1,-4.498651505E1,-5.426850319E0,-2.327199554E1
6.642549722E1,-4.489238739E1,-5.598600388E0,-2.346543884E1
6.643560394E1,-4.494897842E1,-5.635446548E0,-2.363741302E1
6.644571123E1,-4.517536163E1,-5.555678368E0,-2.382622528E1
6.645581930E1,-4.519443893E1,-5.573968887E0,-2.386454010E1
6.646592628E1,-4.540547943E1,-5.636376381E0,-2.380707550E1
6.647525368E1,-4.531021118E1,-5.597453117E0,-2.371160126E1
6.648525368E1,-4.542391205E1,-5.619167328E0,-2.386402893E1
6.649525368E1,-4.550022888E1,-5.657383442E0,-2.394049072E1
6.650525368E1,-4.559654236E1,-5.574879646E0,-2.361454773E1
6.651525368E1,-4.585916138E1,-5.337829113E0,-2.374397278E1
6.652525368E1,-4.586032104E1,-5.373770714E0,-2.364898682E1
6.653525373E1,-4.574608994E1,-5.473926067E0,-2.384162903E1
6.654525368E1,-4.574544525E1,-5.473372936E0,-2.393705750E1
6.655525362E1,-4.559267426E1,-5.449249268E0,-2.391838074E1
6.656525368E1,-4.561098099E1,-5.431929588E0,-2.399442291E1
6.657525368E1,-4.555670166E1,-5.554333687E0,-2.382442474E1
6.658525368E1,-4.546039581E1,-5.549471855E0,-2.395841980E1
6.659525378E1,-4.521300507E1,-5.556870461E0,-2.390240479E1
6.660525373E1,-4.529306030E1,-5.720606804E0,-2.369412231E1
6.661525368E1,-4.531420135E1,-5.793087006E0,-2.354223633E1
6.662525368E1,-4.533238983E1,-5.653345108E0,-2.336862946E1
6.663529102E1,-4.557798767E1,-5.504612923E0,-2.338471985E1
6.664532956E1,-4.548451996E1,-5.589550018E0,-2.329077911E1
6.665543597E1,-4.542740631E1,-5.604681492E0,-2.331031799E1
6.666554467E1,-4.544905090E1,-5.799915791E0,-2.335082245E1
6.667565066E1,-4.535430145E1,-5.796381474E0,-2.325579071E1
6.668575732E1,-4.523454285E1,-5.507370949E0,-2.342452240E1
6.669586477E1,-4.505974197E1,-5.287680626E0,-2.342259979E1
6.670597128E1,-4.481337357E1,-5.383330345E0,-2.340585327E1
6.671525368E1,-4.456571960E1,-5.390507698E0,-2.338800812E1
6.672525368E1,-4.433856964E1,-5.417192936E0,-2.319853210E1
6.673525362E1,-4.416672897E1,-5.304885864E0,-2.298798370E1
6.674525368E1,-4.426136017E1,-5.255890369E0,-2.298693085E1
6.675525368E1,-4.449122620E1,-5.266474724E0,-2.285238647E1
6.676525362E1,-4.432272720E1,-5.366721630E0,-2.260630035E1
6.677525368E1,-4.447434235E1,-5.267538071E0,-2.252801514E1
6.678525368E1,-4.447421265E1,-5.302373886E0,-2.262388611E1
6.679525368E1,-4.456909943E1,-5.271072388E0,-2.262305450E1
6.680525373E1,-4.460481262E1,-5.148293495E0,-2.271678925E1
6.681525368E1,-4.481302261E1,-5.051009178E0,-2.273368835E1
6.682525368E1,-4.456395721E1,-4.934658051E0,-2.265705109E1
6.683525368E1,-4.425995636E1,-5.062469482E0,-2.277458191E1
6.684525357E1,-4.433447266E1,-4.994298458E0,-2.288790131E1
6.685525368E1,-4.401461792E1,-5.228896618E0,-2.275871277E1
6.686525368E1,-4.416751862E1,-5.183238506E0,-2.260473633E1
6.687526753E1,-4.399618530E1,-5.193686008E0,-2.258657837E1
6.688537566E1,-4.416970825E1,-5.272484779E0,-2.247223663E1
6.689548133E1,-4.407264709E1,-5.092227936E0,-2.233683777E1
6.690558977E1,-4.412821579E1,-4.988403320E0,-2.235437012E1
6.691569800E1,-4.405358505E1,-4.916678905E0,-2.195301056E1
6.692579883E1,-4.405385590E1,-4.829534531E0,-2.172288513E1
6.693591196E1,-4.420406342E1,-4.589348793E0,-2.154740906E1
6.694530112E1,-4.420277786E1,-4.500876904E0,-2.154631042E1
6.695525373E1,-4.412633133E1,-4.462550163E0,-2.148892975E1
6.696525368E1,-4.380428696E1,-4.572955608E0,-2.141545868E1
6.697525368E1,-4.353741455E1,-4.684043884E0,-2.164712524E1
6.698525368E1,-4.336853409E1,-4.731539726E0,-2.134312439E1
6.699525362E1,-4.342087173E1,-4.607476711E0,-2.179940796E1
6.700525368E1,-4.340268707E1,-4.677326202E0,-2.181945038E1
6.701525362E1,-4.307704544E1,-4.574956894E0,-2.181969452E1
6.702525368E1,-4.275732040E1,-4.774719238E0,-2.159463501E1
6.703525368E1,-4.278077316E1,-5.006448746E0,-2.144472504E1
6.704525368E1,-4.274146271E1,-4.881506443E0,-2.134791565E1
6.705525362E1,-4.259461594E1,-5.159514427E0,-2.110394287E1
6.706525368E1,-4.267247391E1,-5.286423683E0,-2.114333344E1
6.707525362E1,-4.269426727E1,-5.324510574E0,-2.081923676E1
6.708525373E1,-4.261563110E1,-5.214410782E0,-2.093274689E1
6.709525368E1,-4.286224747E1,-5.241294384E0,-2.118005371E1
6.710528550E1,-4.301012802E1,-4.981644154E0,-2.130973053E1
6.711531748E1,-4.291036224E1,-4.676752090E0,-2.130639648E1
6.712542196E1,-4.301854706E1,-4.274354458E0,-2.135813904E1
6.713552977E1,-4.324158859E1,-3.982032776E0,-2.158248901E1
6.714563659E1,-4.319841003E1,-3.713986397E0,-2.175112915E1
6.715574284E1,-4.329071808E1,-3.628053188E0,-2.201683807E1
6.716585086E1,-4.336613846E1,-3.560656548E0,-2.199655914E1
6.717595800E1,-4.340585327E1,-3.563619137E0,-2.176737213E1
6.718525368E1,-4.319674683E1,-3.537817478E0,-2.161533356E1
6.719525368E1,-4.319623566E1,-3.502428532E0,-2.161489868E1
6.720525362E1,-4.312351608E1,-3.694460392E0,-2.150311279E1
6.721525368E1,-4.301045990E1,-3.673299313E0,-2.125524902E1
6.722525368E1,-4.301136398E1,-3.674073696E0,-2.112165070E1
6.723525373E1,-4.284287262E1,-3.704428196E0,-2.072200012E1
6.724525368E1,-4.250175095E1,-3.796543121E0,-2.061022186E1
6.725525368E1,-4.227626419E1,-3.964451313E0,-2.047975922E1
6.726525368E1,-4.225962067E1,-4.157939911E0,-2.053950500E1
6.727525373E1,-4.226167679E1,-4.282021999E0,-2.050286865E1
6.728525368E1,-4.218561172E1,-4.331392765E0,-2.058018494E1
6.729525368E1,-4.218562317E1,-4.209080696E0,-2.031144714E1
6.730525373E1,-4.211201096E1,-4.278026581E0,-2.006452942E1
6.731525368E1,-4.193873978E1,-4.251868248E0,-2.025587463E1
6.732525357E1,-4.218781281E1,-4.298326969E0,-2.017894745E1
6.733525362E1,-4.237462616E1,-4.093395233E0,-2.030912781E1
6.734525461E1,-4.244632339E1,-3.760693550E0,-2.026647186E1
6.735536191E1,-4.259575272E1,-3.537317276E0,-2.024390411E1
6.736546836E1,-4.265325165E1,-3.539990902E0,-2.020549774E1
6.737557560E1,-4.261648941E1,-3.766723633E0,-2.049478912E1
6.738568357E1,-4.244283676E1,-3.670341015E0,-2.058982849E1
6.739578404E1,-4.238355255E1,-3.438967705E0,-2.039635468E1
6.740589868E1,-4.230260468E1,-3.152145386E0,-2.046949768E1
6.741599711E1,-4.195749283E1,-3.031153679E0,-2.048868561E1
6.742525362E1,-4.182612228E1,-3.114677429E0,-2.035673523E1
6.743525368E1,-4.158027649E1,-3.158349991E0,-2.014847565E1
6.744525362E1,-4.167401123E1,-3.003741264E0,-2.005068207E1
6.745525368E1,-4.153762817E1,-2.785907745E0,-2.001042938E1
6.746525362E1,-4.163096237E1,-2.753278732E0,-2.023862457E1
6.747525368E1,-4.169166565E1,-3.020814896E0,-2.029893494E1
6.748525368E1,-4.165696716E1,-3.319210052E0,-2.043642426E1
6.749525368E1,-4.200117111E1,-3.439427376E0,-2.055083466E1
6.750525368E1,-4.179256821E1,-3.571326256E0,-2.066796875E1
6.751525373E1,-4.179333878E1,-3.624409199E0,-2.066862488E1
6.752525368E1,-4.181242371E1,-3.590280533E0,-2.059176636E1
6.753525368E1,-4.190898514E1,-3.630310059E0,-2.049638367E1
6.754525373E1,-4.181667709E1,-3.751189232E0,-2.030745697E1
6.755525362E1,-4.192948532E1,-3.649817467E0,-2.032475281E1
6.756525373E1,-4.208033371E1,-3.462604523E0,-2.016902161E1
6.757526638E1,-4.189211655E1,-3.491588116E0,-1.986487579E1
6.758530128E1,-4.215473938E1,-3.219591141E0,-1.991751862E1
6.759540810E1,-4.205752563E1,-3.213954926E0,-2.018511200E1
6.760551451E1,-4.200118256E1,-3.299642563E0,-2.024370575E1
6.761562310E1,-4.200027847E1,-3.298868179E0,-2.037730408E1
6.762572941E1,-4.199629211E1,-3.050815105E0,-2.043148804E1
6.763583592E1,-4.201537704E1,-2.999213219E0,-2.031623840E1
6.764594378E1,-4.187976074E1,-2.869408607E0,-2.035342407E1
6.765525368E1,-4.183863831E1,-2.742917538E0,-2.052381897E1
6.766525368E1,-4.185939026E1,-2.850011826E0,-2.050596619E1
6.767525368E1,-4.200997543E1,-2.714996815E0,-2.050358582E1
6.768525368E1,-4.183902359E1,-2.795668602E0,-2.058173370E1
6.769525362E1,-4.191534805E1,-2.746519089E0,-2.046624756E1
6.770525368E1,-4.186209106E1,-2.992119789E0,-2.041230011E1
6.771525368E1,-4.184056091E1,-2.919307709E0,-2.062144470E1
6.772525368E1,-4.174644470E1,-3.003692150E0,-2.062293243E1
6.773525368E1,-4.186195755E1,-3.026955128E0,-2.050816345E1
6.774525368E1,-4.197798157E1,-3.103080273E0,-2.043222809E1
6.775525357E1,-4.188205719E1,-3.150969505E0,-2.062413788E1
6.776525368E1,-4.205275345E1,-3.070076466E0,-2.058415985E1
6.777525362E1,-4.208756256E1,-2.946523190E0,-2.081149292E1
6.778525362E1,-4.231819916E1,-2.992717743E0,-2.063921356E1
6.779525368E1,-4.230015182E1,-3.010258198E0,-2.052499390E1
6.780525368E1,-4.239760971E1,-3.138427734E0,-2.048796082E1
6.781526638E1,-4.224470901E1,-3.149139404E0,-2.056515503E1
6.782534597E1,-4.212714386E1,-2.949375153E0,-2.060138702E1
6.783545362E1,-4.214841843E1,-3.004492760E0,-2.039202118E1
6.784556164E1,-4.209206390E1,-3.195018768E0,-2.068095398E1
6.785566816E1,-4.188758469E1,-3.505188942E0,-2.057125854E1
6.786577477E1,-4.184516907E1,-3.377591133E0,-2.093251038E1
6.787588331E1,-4.177320862E1,-3.745018005E0,-2.109011841E1
6.788598967E1,-4.160211182E1,-3.947891235E0,-2.145608521E1
6.789525368E1,-4.171788025E1,-4.023795128E0,-2.141831970E1
6.790525368E1,-4.183517838E1,-4.310703754E0,-2.161221313E1
6.791525362E1,-4.194965363E1,-4.350554943E0,-2.168852234E1
6.792525362E1,-4.204120636E1,-4.054280758E0,-2.160805511E1
6.793525368E1,-4.217463303E1,-4.094839096E0,-2.170336914E1
6.794525368E1,-4.227479172E1,-4.365116596E0,-2.157266235E1
6.795525362E1,-4.248094940E1,-4.091331005E0,-2.151103210E1
6.796525357E1,-4.261194992E1,-3.832744122E0,-2.131632996E1
6.797525368E1,-4.280159760E1,-3.735084534E0,-2.125697327E1
6.798525368E1,-4.249940872E1,-3.864444733E0,-2.110729980E1
6.799525362E1,-4.248174286E1,-3.969682693E0,-2.112777710E1
6.800525352E1,-4.248650360E1,-4.235872746E0,-2.099746704E1
6.801525368E1,-4.256192398E1,-4.168476105E0,-2.097718811E1
6.802525362E1,-4.255935669E1,-3.991532326E0,-2.097499084E1
6.803525368E1,-4.255922318E1,-4.043840885E0,-2.110924530E1
6.804525607E1,-4.269535065E1,-4.226507187E0,-2.111088562E1
6.805528701E1,-4.258086395E1,-4.291494846E0,-2.126492310E1
6.806539420E1,-4.269148636E1,-4.065930367E0,-2.133793640E1
6.807550081E1,-4.280982208E1,-4.301304817E0,-2.126397705E1
6.808560873E1,-4.304237747E1,-4.558835983E0,-2.126610565E1
6.809571529E1,-4.317800140E1,-4.618747711E0,-2.107535553E1
6.810582232E1,-4.312011719E1,-4.615742207E0,-2.117102051E1
6.811592967E1,-4.308683777E1,-4.950300217E0,-2.117534637E1
6.812525362E1,-4.308837891E1,-5.038993359E0,-2.113827515E1
6.813525368E1,-4.324422455E1,-5.292922974E0,-2.119797516E1
6.814525368E1,-4.357205963E1,-5.519484520E0,-2.114201355E1
6.815525368E1,-4.373965454E1,-5.348570824E0,-2.136814117E1
6.816525368E1,-4.358251190E1,-5.128481388E0,-2.157608032E1
6.817525368E1,-4.367661285E1,-5.166409016E0,-2.184332275E1
6.818525362E1,-4.388764572E1,-5.281235695E0,-2.190103149E1
6.819525373E1,-4.403836060E1,-5.146331787E0,-2.187956238E1
6.820525362E1,-4.416805267E1,-5.026423454E0,-2.218284607E1
6.821525368E1,-4.418506622E1,-4.973051548E0,-2.237296295E1
6.822525362E1,-4.408799744E1,-4.880160332E0,-2.242951965E1
6.823525368E1,-4.401181030E1,-4.842054844E0,-2.233396912E1
6.824525368E1,-4.411157608E1,-5.146946907E0,-2.233730316E1
6.825525368E1,-4.424294662E1,-5.063423157E0,-2.246925354E1
6.826525368E1,-4.414843750E1,-5.182421684E0,-2.260478210E1
6.827525368E1,-4.411079025E1,-5.251121521E0,-2.268215942E1
6.828529201E1,-4.384650803E1,-5.329475880E0,-2.245532990E1
6.829533331E1,-4.384765625E1,-5.452783585E0,-2.255229187E1
6.830543930E1,-4.386557007E1,-5.487551689E0,-2.280076599E1
6.831554836E1,-4.390693665E1,-5.736576080E0,-2.286093903E1
6.832565540E1,-4.378783035E1,-5.448118210E0,-2.293424225E1
6.833576097E1,-4.369538879E1,-5.586360455E0,-2.280279541E1
6.834586862E1,-4.379092407E1,-5.555612564E0,-2.270653534E1
6.835597638E1,-4.392139435E1,-5.436367989E0,-2.289530182E1
6.836525357E1,-4.416788483E1,-5.375775337E0,-2.296974182E1
6.837525368E1,-4.420515442E1,-5.254324436E0,-2.283444977E1
6.838525368E1,-4.449045563E1,-5.178446770E0,-2.277491760E1
6.839525368E1,-4.444998169E1,-5.052508831E0,-2.284988403E1
6.840525368E1,-4.468035126E1,-5.203320503E0,-2.294612122E1
6.841525368E1,-4.472042847E1,-5.433765411E0,-2.315876007E1
6.842525362E1,-4.489072418E1,-5.422432899E0,-2.332960510E1
6.843525368E1,-4.485231018E1,-5.385630608E0,-2.329115295E1
6.844525362E1,-4.477624130E1,-5.452474117E0,-2.340686035E1
6.845525368E1,-4.485577393E1,-5.685660362E0,-2.342848206E1
6.846525368E1,-4.464820099E1,-5.870863438E0,-2.350810242E1
6.847525368E1,-4.483951187E1,-5.949373245E0,-2.358453369E1
6.848525368E1,-4.491493225E1,-5.881976604E0,-2.356425476E1
6.849525362E1,-4.498945618E1,-5.761385918E0,-2.356240082E1
6.850525362E1,-4.491235733E1,-5.774925232E0,-2.371562195E1
6.851525362E1,-4.481913376E1,-5.982396126E0,-2.385224915E1
6.852527206E1,-4.510739136E1,-6.118740082E0,-2.381443024E1
6.853537909E1,-4.523708344E1,-5.998832226E0,-2.411771393E1
6.854548555E1,-4.553875732E1,-5.851556778E0,-2.430533600E1
6.855559383E1,-4.552007294E1,-5.781178474E0,-2.409459686E1
6.856570008E1,-4.540468979E1,-5.758026123E0,-2.419027710E1
6.857580883E1,-4.525089264E1,-5.680597782E0,-2.420911407E1
6.858591612E1,-4.517457962E1,-5.607435226E0,-2.405586243E1
6.859525368E1,-4.528906250E1,-5.594867229E0,-2.401699829E1
6.860525368E1,-4.498301315E1,-5.511230946E0,-2.397920990E1
6.861525368E1,-4.488993835E1,-5.544080734E0,-2.371284485E1
6.862525368E1,-4.466265488E1,-5.588128567E0,-2.358084869E1
6.863525368E1,-4.462448502E1,-5.673859119E0,-2.377295685E1
6.864525352E1,-4.460695648E1,-5.691842079E0,-2.358239746E1
6.865525368E1,-4.468366241E1,-5.712917328E0,-2.356321716E1
6.866525362E1,-4.445456696E1,-5.755415916E0,-2.369841766E1
6.867525362E1,-4.458504486E1,-5.531332970E0,-2.365684509E1
6.868525362E1,-4.471835327E1,-5.501888275E0,-2.361768341E1
6.869525362E1,-4.479351807E1,-5.399323463E0,-2.355879211E1
6.870525357E1,-4.479454803E1,-5.470101357E0,-2.355966949E1
6.871525368E1,-4.481143951E1,-5.329253197E0,-2.357691956E1
6.872525368E1,-4.492502213E1,-5.263491154E0,-2.355648804E1
6.873525368E1,-4.498329163E1,-5.301774979E0,-2.348034668E1
6.874525368E1,-4.544391632E1,-5.480976105E0,-2.342317200E1
6.875528821E1,-4.531396103E1,-5.618136406E0,-2.319644928E1
6.876531883E1,-4.554355621E1,-5.715865135E0,-2.329203033E1
6.877542696E1,-4.569478226E1,-5.651295662E0,-2.334777832E1
6.878553404E1,-4.598112488E1,-5.558830261E0,-2.309716797E1
6.879564045E1,-4.594296265E1,-5.557195187E0,-2.309732819E1
6.880574836E1,-4.582796097E1,-5.586793900E0,-2.325092316E1
6.881585602E1,-4.590145874E1,-5.343006134E0,-2.313302612E1
6.882596274E1,-4.565240097E1,-5.191709042E0,-2.297960663E1
6.883525362E1,-4.580104828E1,-5.002615452E0,-2.314833069E1
6.884525368E1,-4.555236816E1,-4.956488609E0,-2.316799927E1
6.885525368E1,-4.528949356E1,-5.158371925E0,-2.299996185E1
6.886525368E1,-4.500677490E1,-5.253934860E0,-2.271617126E1
6.887525373E1,-4.502585602E1,-5.219806194E0,-2.263931274E1
6.888525362E1,-4.498757935E1,-5.095748901E0,-2.238982391E1
6.889525362E1,-4.485569000E1,-5.231249809E0,-2.244938660E1
6.890525362E1,-4.487361145E1,-5.161179066E0,-2.246751404E1
6.891525368E1,-4.489526367E1,-5.303994179E0,-2.239284515E1
6.892525368E1,-4.507085419E1,-5.419508934E0,-2.204991150E1
6.893525362E1,-4.508761597E1,-5.313496590E0,-2.216303253E1
6.894525362E1,-4.502765656E1,-5.308720589E0,-2.256406403E1
6.895525368E1,-4.481919479E1,-5.370837688E0,-2.250855255E1
6.896525368E1,-4.479509354E1,-5.138555050E0,-2.275389099E1
6.897525368E1,-4.485091782E1,-5.069898129E0,-2.281003571E1
6.898525362E1,-4.489344788E1,-5.319918156E0,-2.269843292E1
6.899525816E1,-4.451416779E1,-5.410398006E0,-2.258680725E1
6.900536612E1,-4.428199005E1,-5.240564346E0,-2.271937561E1
6.901547248E1,-4.395738220E1,-5.104133606E0,-2.249015045E1
6.902557946E1,-4.380398178E1,-4.957144737E0,-2.229817200E1
6.903568711E1,-4.388031006E1,-4.890522480E0,-2.214429474E1
6.904578961E1,-4.385025787E1,-5.280265808E0,-2.178665161E1
6.905590310E1,-4.337390518E1,-5.277854443E0,-2.173158264E1
6.906599925E1,-4.336851501E1,-4.888799667E0,-2.168858337E1
6.907525368E1,-4.336748505E1,-4.818022251E0,-2.168770599E1
6.908525357E1,-4.327183151E1,-4.761294365E0,-2.161109924E1
6.909525368E1,-4.340513611E1,-4.731849194E0,-2.157193756E1
6.910525368E1,-4.351806641E1,-4.717953682E0,-2.176210022E1
6.911525368E1,-4.332726669E1,-4.709778786E0,-2.176288605E1
6.912525362E1,-4.336246490E1,-4.586557388E0,-2.193296051E1
6.913525362E1,-4.345697021E1,-4.467558861E0,-2.179743195E1
6.914525362E1,-4.322955322E1,-4.546442032E0,-2.176129913E1
6.915525373E1,-4.323072052E1,-4.547437668E0,-2.158953094E1
6.916525368E1,-4.326759720E1,-4.460600853E0,-2.158827972E1
6.917525368E1,-4.320945740E1,-4.422427654E0,-2.164533234E1
6.918525368E1,-4.296284103E1,-4.378070831E0,-2.135963440E1
6.919525368E1,-4.303774261E1,-4.327704430E0,-2.145408630E1
6.920525368E1,-4.309575653E1,-4.365767002E0,-2.141611481E1
6.921525368E1,-4.330897903E1,-4.569839954E0,-2.134131622E1
6.922527701E1,-4.323266220E1,-4.531623840E0,-2.126484680E1
6.923530498E1,-4.322970200E1,-4.389294624E0,-2.139669037E1
6.924541217E1,-4.302162552E1,-4.451743603E0,-2.128392029E1
6.925551946E1,-4.300255203E1,-4.398506641E0,-2.116882324E1
6.926562628E1,-4.315571213E1,-4.388016224E0,-2.105345917E1
6.927573430E1,-4.334614182E1,-4.238601208E0,-2.076441193E1
6.928584071E1,-4.294559097E1,-4.204071045E0,-2.070858765E1
6.929594852E1,-4.294238281E1,-3.939208508E0,-2.060987091E1
6.930525368E1,-4.307748413E1,-4.033624172E0,-2.057224274E1
6.931525368E1,-4.294649506E1,-4.204845428E0,-2.057498932E1
6.932525368E1,-4.304074478E1,-4.085625648E0,-2.047763062E1
6.933525368E1,-4.307504272E1,-3.909210682E0,-2.066613770E1
6.934525368E1,-4.293877792E1,-3.778853416E0,-2.079875183E1
6.935525368E1,-4.253705597E1,-3.813220024E0,-2.106826019E1
6.936525362E1,-4.247867203E1,-3.617567539E0,-2.081797028E1
6.937525378E1,-4.238223648E1,-3.612595081E0,-2.097104645E1
6.938525362E1,-4.228298187E1,-3.360565186E0,-2.100653839E1
6.939525368E1,-4.218540573E1,-3.144919395E0,-2.087069702E1
6.940525373E1,-4.226339722E1,-3.254466057E0,-2.085261536E1
6.941525362E1,-4.211680603E1,-3.567641735E0,-2.064725494E1
6.942525357E1,-4.215766907E1,-3.693911552E0,-2.051502991E1
6.943525362E1,-4.231224823E1,-3.719583988E0,-2.026651001E1
6.944525362E1,-4.269281006E1,-3.752521992E0,-2.045600891E1
6.945525368E1,-4.261791611E1,-3.732995987E0,-2.020799255E1
6.946526638E1,-4.250447083E1,-3.746448994E0,-2.009416962E1
6.947535066E1,-4.257835007E1,-3.590359211E0,-2.011096954E1
6.948545915E1,-4.249688721E1,-3.303094387E0,-2.026045990E1
6.949556571E1,-4.249662781E1,-3.302873135E0,-2.029862976E1
6.950567300E1,-4.236010742E1,-3.172294617E0,-2.046941376E1
6.951577956E1,-4.241567230E1,-3.120889664E0,-2.060211945E1
6.952588774E1,-4.218709564E1,-3.163830757E0,-2.066098022E1
6.953599461E1,-4.212818146E1,-3.090047836E0,-2.075576782E1
6.954525362E1,-4.216518402E1,-3.020794868E0,-2.077381897E1
6.955525368E1,-4.201446533E1,-3.190645218E0,-2.087207031E1
6.956525368E1,-4.186298370E1,-3.254993439E0,-2.085449219E1
6.957525368E1,-4.189754868E1,-3.008907318E0,-2.085126495E1
6.958525368E1,-4.187783051E1,-2.937644005E0,-2.079321289E1
6.959525368E1,-4.168651581E1,-2.894080162E0,-2.079356384E1
6.960525368E1,-4.164965057E1,-2.893551350E0,-2.060286713E1
6.961525362E1,-4.182330704E1,-2.954987526E0,-2.043104553E1
6.962525368E1,-4.171113586E1,-3.144278049E0,-2.051026917E1
6.963525373E1,-4.193907928E1,-2.978471756E0,-2.027810669E1
6.964525368E1,-4.205343246E1,-2.965793133E0,-2.025833130E1
6.965525368E1,-4.207225037E1,-2.983862400E0,-2.033481598E1
6.966525368E1,-4.216751480E1,-3.040258408E0,-2.046868134E1
6.967525368E1,-4.226343155E1,-3.044788361E0,-2.039194489E1
6.968525368E1,-4.232001877E1,-3.099107265E0,-2.060231018E1
6.969525550E1,-4.205006027E1,-2.997862816E0,-2.083134460E1
6.970529133E1,-4.216119766E1,-2.807687283E0,-2.090480042E1
6.971539842E1,-4.191198730E1,-2.831010342E0,-2.115437317E1
6.972550472E1,-4.206642914E1,-2.943937778E0,-2.111688995E1
6.973561217E1,-4.216196442E1,-2.913189888E0,-2.102062988E1
6.974572029E1,-4.229630661E1,-2.867156982E0,-2.079039001E1
6.975582623E1,-4.241000748E1,-2.888871193E0,-2.094282532E1
6.976593472E1,-4.237095642E1,-2.764150143E0,-2.080784607E1
6.977525373E1,-4.252514267E1,-2.841910362E0,-2.073175049E1
6.978525368E1,-4.244908142E1,-2.821388245E0,-2.065550232E1
6.979525373E1,-4.262133026E1,-2.724349499E0,-2.034810638E1
6.980525368E1,-4.248443604E1,-2.453653812E0,-2.026902771E1
6.981525368E1,-4.229466248E1,-2.516256332E0,-2.027069092E1
6.982525373E1,-4.231399536E1,-2.587187767E0,-2.038600159E1
6.983525352E1,-4.226061630E1,-2.762785435E0,-2.019757843E1
6.984525362E1,-4.231644058E1,-2.694128513E0,-2.025372314E1
6.985525362E1,-4.237264252E1,-2.730642319E0,-2.048295593E1
6.986525368E1,-4.258458328E1,-2.811297417E0,-2.033028412E1
6.987525357E1,-4.260186005E1,-2.740673542E0,-2.044384003E1
6.988525368E1,-4.247085571E1,-3.034206390E0,-2.071531677E1
6.989525368E1,-4.250926590E1,-3.105955124E0,-2.083055115E1
6.990525368E1,-4.241617584E1,-3.278590202E0,-2.087130737E1
6.991525362E1,-4.233599472E1,-3.097270012E0,-2.106028748E1
6.992525362E1,-4.237659454E1,-3.258265018E0,-2.104302216E1
6.993529196E1,-4.226277161E1,-3.184020519E0,-2.079450226E1
6.994533675E1,-4.216775131E1,-3.267630577E0,-2.092959595E1
6.995544373E1,-4.205569839E1,-3.544397354E0,-2.118169403E1
6.996555170E1,-4.203919601E1,-3.650630951E0,-2.103040314E1
6.997565873E1,-4.194354248E1,-3.611375809E0,-2.099218750E1
6.998576514E1,-4.194071960E1,-3.399264336E0,-2.095138550E1
6.999587404E1,-4.190333557E1,-3.415766239E0,-2.087541962E1
7.000598050E1,-4.169409561E1,-3.459746361E0,-2.089602661E1
7.001525362E1,-4.152288055E1,-3.557670116E0,-2.105073547E1
7.002525362E1,-4.152223206E1,-3.592063427E0,-2.122294617E1
7.003525362E1,-4.165503693E1,-3.422390938E0,-2.095300293E1
7.004525368E1,-4.176668167E1,-3.320023537E0,-2.114206696E1
7.005525368E1,-4.197732162E1,-3.469464779E0,-2.133380890E1
7.006525368E1,-4.195977402E1,-3.644705772E0,-2.148876953E1
7.007525368E1,-4.205748749E1,-3.790569305E0,-2.145195770E1
7.008525373E1,-4.222882080E1,-3.797595024E0,-2.150850677E1
7.009525368E1,-4.253589630E1,-3.969481945E0,-2.158556366E1
